,Zip Code,Predicted Total Sales,Predicted Dollar/liter,Store Count,Area (sqkm),Stores per sqkm,Zip Sales - Total,Dollar per liter
6946,51041,508274.645649,11.8884520054,2.0,184.491043,0.010840634686,638079.57,13.2173247576
6967,51044,526266.872236,12.1295517239,,,,,
6968,51046,742262.655809,11.5252485918,2.0,240.918039,0.00830157844677,1005980.28,10.9427134458
6992,51047,569163.56065,10.9317152737,,,,,
6993,51048,556764.923609,11.8276579005,,,,,
6994,51049,501774.975499,11.2828120185,,,,,
6995,51051,1309599.95341,13.977187024,,,,,
6996,51052,653390.663955,13.2397145055,,,,,
6997,51053,254769.142946,10.3282939975,1.0,195.513267,0.00511474241797,41925.2,12.223090379
7002,51054,457269.271732,11.9901046334,2.0,106.329025,0.0188095395401,1106307.0,17.5561816475
7026,51055,59402.2516844,6.77551198971,1.0,174.692448,0.00572434590876,1011073.32,15.1731887138
7038,51056,1135072.10112,11.5298139718,,,,,
7039,51058,1017194.55528,11.4370172878,1.0,214.786027,0.0046557963475,529471.44,11.9732490299
7051,51061,502411.496356,11.7771676082,,,,,
7052,51062,637845.611546,11.8518295691,,,,,
7053,51063,539176.098788,11.5847660731,,,,,
7054,51101,1665247.92506,12.8974805465,5.0,3.138764,1.592983735,1077333.16,15.90972157
7101,51103,49973.1486225,4.43734492902,4.0,27.86321,0.14355847729,1008298.15,13.2062124453
7148,51104,2246964.90285,14.5585687801,5.0,20.00953,0.249880931736,1467629.44,16.066439899
7203,51105,1143573.24297,16.2675994503,3.0,15.825592,0.189566368197,1168800.6,12.6520354309
7239,51106,2784601.25505,13.7928524904,12.0,81.702782,0.146873823709,2561411.3,14.234921631
7378,51108,1399340.72161,13.6430427425,3.0,116.455967,0.0257608096629,1066858.2,11.3168088086
7414,51109,1432817.21677,13.3411140299,2.0,49.159557,0.0406838491242,1438324.74,12.6015131543
7435,51111,-941728.622688,14.8743794232,,,,,
7436,51201,1232396.80925,12.7965649554,3.0,295.817592,0.0101413846949,,
7472,51231,298538.090358,9.28202608048,,,,,
7473,51232,591620.921562,12.8387597459,,,,,
7474,51234,716337.679273,12.0799418126,,,,,
7475,51235,456116.136585,11.8633117741,,,,,
7476,51237,1265553.78518,11.7794463459,1.0,249.759921,0.00400384495637,517923.24,11.9341001783
7488,51238,573285.191648,12.287236611,1.0,118.831336,0.00841528870802,268592.0,14.7015807681
7498,51239,895954.948615,12.6292805968,,,,,
7499,51241,497093.101172,12.111191979,3.0,232.767886,0.0128883758475,1591131.36,14.2054696632
7535,51242,597524.491797,13.0562216637,,,,,
7536,51243,943312.467881,12.0812690544,,,,,
7537,51244,-833113.3847,13.6192835602,,,,,
7538,51245,1289954.88731,12.6030840184,1.0,203.413241,0.00491610081568,1168613.04,13.5870765393
7550,51246,984587.557463,11.6798909307,2.0,424.515402,0.00471125426917,929281.56,11.904617182
7574,51247,1699377.83275,12.8325374265,1.0,289.650577,0.00345243572568,,
7586,51248,1063572.02346,11.6392965084,1.0,214.49695,0.00466207095252,807982.68,11.6844522882
7598,51249,1066671.79878,12.3372666835,2.0,324.74321,0.00615871229455,723788.28,11.6849884052
7622,51301,1237941.8009,13.9235348689,7.0,406.942409,0.0172014512255,586524.42,12.0107348769
7698,51331,1110771.22477,13.6102335998,3.0,7.12251,0.421199829835,,
7730,51333,151251.572835,6.56924867611,,,,,
7731,51334,775335.790942,12.0343923925,3.0,491.781068,0.00610027549902,1667577.72,10.4079847211
7767,51338,291742.153559,12.4837229993,1.0,189.29993,0.00528262213304,44833.15,12.278849709
7772,51341,-217214.207436,30.3162367263,,,,,
7773,51342,786067.811328,12.4123901676,1.0,214.231634,0.00466784471242,553620.12,11.5851616548
7785,51343,522646.951139,15.5716761498,,,,,
7786,51345,755233.439723,12.5059402961,,,,,
7787,51346,947895.892301,12.2442669555,2.0,377.358581,0.00529999872986,1674293.4,11.933509924
7811,51347,798709.572146,11.9256876384,2.0,223.92845,0.00893142430093,217881.42,11.6254576013
7821,51351,1127297.92303,13.5232990835,2.0,278.931975,0.00717020700119,99628.8,11.794857224
7841,51354,625557.81913,11.3930999527,,,,,
7842,51355,1580960.19218,13.5675934557,2.0,11.052693,0.18095137538,294083.68,14.1270719214
7853,51357,446088.077338,13.4223027442,,,,,
7854,51358,829520.610946,12.4442695465,1.0,202.954357,0.00492721622133,362164.32,10.8934704927
7866,51363,1099216.96721,15.8999119537,,,,,
7867,51364,480108.287587,11.6028938241,,,,,
7868,51365,383910.045257,10.1257656434,,,,,
7869,51366,348033.064623,10.8447754941,,,,,
7870,51401,1477813.42876,12.6134555696,7.0,454.121,0.0154143939611,1169576.88,11.420221691
7941,51431,292675.743389,10.10191658,,,,,
7942,51433,954515.709834,13.1134228149,,,,,
7943,51436,596353.796818,12.022325979,,,,,
7944,51439,1130921.11006,12.4965042884,,,,,
7945,51441,818606.966736,11.9694679354,,,,,
7946,51442,1029935.73794,13.4824358469,5.0,448.677639,0.01114385823,1224298.78,10.9440954879
7995,51443,613666.267017,12.1251367301,2.0,276.442701,0.00723477231544,338823.75,12.7371364128
8008,51444,304197.205923,12.0989109649,,,,,
8009,51445,1078895.72014,13.2174496662,3.0,327.873042,0.00914988308188,313184.6,15.5542388875
8039,51446,406895.120786,10.5139637407,,,,,
8040,51447,-9960.74295682,-0.849257188671,,,,,
8041,51448,926446.749468,13.1321478648,,,,,
8042,51449,973162.239975,11.534024649,1.0,232.944822,0.00429286210964,,
8054,51451,1837780.84224,12.9883080717,,,,,
8055,51453,480432.74055,12.5229120249,1.0,223.339647,0.00447748536112,2600.64,16.2438475953
8056,51454,432250.363054,10.4617770546,,,,,
8057,51455,762590.848293,11.7686159778,1.0,287.004925,0.00348426076661,1182295.68,13.9784572778
8069,51458,915636.083904,11.8762458718,,,,,
8070,51459,-210367.618817,11.6827252169,,,,,
8071,51461,1151744.31393,12.3302715658,1.0,130.196128,0.00768071996734,1150754.52,14.5014948169
8083,51462,633952.065961,11.6896524336,1.0,281.553969,0.00355171693566,206228.11,13.5561428499
8094,51463,1117485.79179,14.0779291975,,,,,
8095,51465,53229.1792171,6.71094350591,,,,,
8096,51466,998316.295027,12.2034890546,1.0,134.548626,0.00743225724208,176797.8,11.3125251944
8105,51467,619984.519535,15.3681450656,,,,,
8106,51501,5982181.30608,14.1567935854,26.0,68.663347,0.378659082844,6605548.42,14.3173026092
8362,51503,2854790.57033,13.6972502513,15.0,311.311378,0.048183269421,3259198.22,14.6225256559
8524,51521,732492.778973,12.4686558313,2.0,223.26416,0.00895799845349,591867.12,13.2139152333
8548,51523,995066.363977,11.5017790877,,,,,
8549,51525,244780.073734,8.84810073407,,,,,
8550,51526,886473.381697,12.0255684381,1.0,111.333068,0.00898205733448,175991.6,14.6601026256
8558,51527,31589.1463337,3.04889999375,,,,,
8559,51528,1214757.08432,12.5252037803,,,,,
8560,51529,760742.234348,12.0098292518,1.0,333.953737,0.00299442674001,,
8572,51531,1159037.77231,10.8941405928,,,,,
8573,51532,567747.639213,11.9523713182,,,,,
8574,51533,547300.642456,13.0470707416,,,,,
8575,51534,1276958.3861,12.7913061622,4.0,260.80305,0.0153372439471,2170097.04,13.1540261522
8623,51535,722932.749486,12.3535431696,1.0,337.126792,0.00296624303891,5769.32,11.2880453923
8625,51536,392249.740709,11.1948953372,,,,,
8626,51537,371233.170012,9.65816765106,4.0,422.332929,0.00947120085917,1029121.36,12.0759892636
8673,51541,1122498.43912,13.847374872,,,,,
8674,51542,727665.543612,13.1218055632,,,,,
8675,51543,590499.925856,11.8439467894,,,,,
8676,51544,371586.557208,11.4646443779,,,,,
8677,51545,1595274.77922,13.112840874,,,,,
8678,51546,797373.046128,12.1307100852,2.0,293.310022,0.00681872370525,797751.41,10.8340530219
8695,51548,216885.177978,9.7514731907,,,,,
8696,51549,439426.560526,11.3119038803,,,,,
8697,51551,944156.615477,11.8997120057,1.0,210.796119,0.00474392035652,360562.08,12.8240887751
8709,51552,-189787.736458,20.4961228981,,,,,
8710,51553,250321.46542,11.4281455802,1.0,118.587348,0.00843260277648,25288.47,16.013773058
8713,51554,-27935.981626,2.62341087159,,,,,
8714,51555,1231851.16494,12.9560814428,3.0,410.136654,0.00731463518498,452496.36,15.6074775768
8742,51556,1170273.30887,13.1560462232,,,,,
8743,51557,1030119.48367,13.4381795126,,,,,
8744,51558,632264.716382,12.7944878854,,,,,
8745,51559,403708.098798,10.9745926471,1.0,220.723262,0.00453056008206,531266.76,13.2450860723
8757,51561,879783.773793,12.3957060888,1.0,159.38428,0.00627414447648,1196861.04,14.6690326139
8769,51562,207845.675381,10.4554795672,,,,,
8770,51563,270369.577024,9.29374960613,,,,,
8771,51564,700602.525072,12.023862239,,,,,
8772,51565,719589.869288,12.4105920991,,,,,
8773,51566,1324739.09602,12.4381164743,4.0,457.891547,0.00873569303956,1209294.36,12.7713851204
8821,51571,834494.25127,12.5568792487,,,,,
8822,51572,695660.237194,11.156909651,,,,,
8823,51573,732487.564352,11.3116125759,,,,,
8824,51575,315006.610721,10.3521726084,1.0,126.569658,0.00790078772276,188192.3,13.5340486584
8834,51576,416372.095419,11.4060148641,,,,,
8835,51577,277826.74544,9.70611954785,1.0,206.979038,0.00483140713022,460072.32,14.9801160451
8847,51578,394829.131506,14.1028591701,,,,,
8848,51579,680299.318385,12.0163694036,1.0,301.420886,0.00331762013333,709518.36,12.1914141674
8860,51601,834381.326976,12.4515012331,5.0,276.34259,0.0180934831652,2588671.26,13.2921120783
8914,51631,124187.166966,7.73348365644,,,,,
8915,51632,434998.694149,9.25706139492,4.0,540.669979,0.00739822841172,576927.0,11.0608357758
8963,51636,565852.109349,11.961055639,,,,,
8964,51637,467968.538112,11.0129269349,,,,,
8965,51638,508449.563944,12.2094453465,,,,,
8966,51639,699725.262881,11.6367733749,,,,,
8967,51645,985559.80876,15.4054491708,,,,,
8968,51646,414382.861776,11.9555741048,,,,,
8969,51647,414396.513378,9.78661635703,,,,,
8970,51648,715534.981418,11.5421645395,,,,,
8971,51649,501115.139976,11.5840400603,,,,,
8972,51652,412665.825516,10.3525804159,,,,,
8973,51653,980601.759171,11.8378022977,,,,,
8974,51654,993559.254824,13.4293384149,,,,,
8975,52001,4418436.55982,13.8619503459,18.0,75.057763,0.239815300651,3630843.99,13.0796551362
9153,52002,2007319.39965,13.5687687514,5.0,74.76947,0.06687221402,1356347.88,12.1389445264
9209,52003,2280209.85195,13.6960420726,7.0,151.954104,0.0460665412499,1683915.91,15.7788355519
9280,52031,963005.290915,11.9718629307,3.0,448.070077,0.00669538126734,465633.48,13.7488685164
9312,52032,636648.369507,13.4645167702,,,,,
9313,52033,912243.86174,12.7413364376,2.0,252.635822,0.00791653370518,24509.01,14.8877813212
9328,52035,686221.981373,12.0043094214,,,,,
9329,52037,277223.717497,10.4787026836,1.0,176.775293,0.00565689912334,143450.82,13.047839683
9338,52038,-316836.422874,17.6957557085,,,,,
9339,52039,1316246.82065,14.2673347304,,,,,
9340,52041,471242.641814,10.3350527089,,,,,
9341,52042,914231.665215,11.8326528388,1.0,161.463192,0.00619336201405,593941.44,12.3552471293
9353,52043,846453.901557,10.9635567912,2.0,258.435335,0.00773887982462,787711.3,13.087370611
9375,52044,2053891.94583,16.4081272191,,,,,
9376,52045,319085.088665,11.8189928124,,,,,
9377,52046,772778.282489,13.3115363504,1.0,119.196635,0.00838949857939,450829.08,12.3090575496
9389,52047,245944.472878,9.87833220878,,,,,
9390,52048,998840.165144,14.5395480021,,,,,
9391,52049,1188982.20319,12.6001069033,,,,,
9392,52052,1160930.10402,12.4135355503,4.0,249.00035,0.0160642344479,1394236.0,12.2700211486
9433,52053,658301.344425,12.9229449869,2.0,154.540299,0.012941608195,519101.5,13.3113188194
9445,52054,909237.67864,12.1900096699,,,,,
9446,52057,809285.8346,12.396003662,3.0,362.350079,0.00827928617617,,
9482,52064,519722.433229,12.1703602756,,,,,
9483,52065,1172368.59865,13.8547469123,,,,,
9484,52066,2247818.6957,12.9318717968,,,,,
9485,52068,828394.966221,12.3982698968,2.0,120.418986,0.0166086766417,441730.26,14.655840601
9503,52069,853004.776589,12.9588139655,,,,,
9504,52072,-308908.107441,16.119654899,,,,,
9505,52073,494303.859745,11.2607106652,,,,,
9506,52074,638061.762482,12.5692236761,,,,,
9507,52076,375141.997447,10.6100208404,2.0,252.900986,0.00790823330361,687927.66,11.2527833939
9528,52077,745231.717953,12.814091309,,,,,
9529,52078,355646.382533,10.188581908,,,,,
9530,52079,693263.134039,14.0272084752,1.0,153.776141,0.00650295938952,373096.24,13.5672988076
9541,52101,317965.301179,8.15074087196,4.0,804.622162,0.00497127743792,,
9589,52132,568615.810269,13.1341237189,,,,,
9590,52133,606531.302907,12.4728226814,,,,,
9591,52134,626956.029783,11.7519366816,,,,,
9592,52135,966867.726913,12.8841703908,,,,,
9593,52136,1564498.665,13.0831942495,2.0,552.444562,0.00362027276141,,
9617,52141,339024.371148,10.7150340798,,,,,
9618,52142,604858.986312,13.5877810004,1.0,189.331878,0.0052817307395,1098390.96,12.6729912151
9630,52144,1105922.07623,13.2518406746,1.0,194.119174,0.0051514746297,,
9642,52146,1112482.25167,12.3280105969,1.0,221.678469,0.00451103801154,261831.7,12.2707917405
9652,52147,415979.938738,11.9791044266,,,,,
9653,52151,972758.055593,12.9287417109,1.0,324.670969,0.00308004132023,1144493.76,10.6710555759
9665,52154,1169006.453,14.5931652058,1.0,189.966484,0.00526408647959,964692.72,14.5346338818
9677,52155,954721.560067,12.2253174398,,,,,
9678,52156,585231.483508,12.6166290912,,,,,
9679,52157,947229.418216,12.854089153,,,,,
9680,52158,381530.914769,15.0831418848,,,,,
9681,52159,823100.379469,12.1104912526,2.0,197.141302,0.0101450075642,635319.72,11.5801042013
9705,52161,516647.350473,11.2277688249,,,,,
9706,52162,654496.133412,12.0453286193,1.0,258.921418,0.00386217566598,273694.56,10.5977678032
9718,52163,1356067.80932,12.6978836505,,,,,
9719,52164,853327.718461,12.2699770854,,,,,
9720,52165,94811.4909481,8.70384622393,,,,,
9721,52166,2334045.95529,13.414783608,1.0,0.493739,2.02536157768,765617.04,14.002686349
9733,52168,1016445.60395,12.7270127653,,,,,
9734,52169,1055087.20609,13.2474622015,,,,,
9735,52171,1161204.98879,14.0612100885,,,,,
9737,52172,1192532.199,12.2586909496,3.0,409.930314,0.00731831703473,948258.36,10.7136942006
9773,52175,808924.121861,12.1568869432,3.0,224.708583,0.0133506248847,236977.42,11.9950972328
9792,52201,582022.243078,13.178174108,,,,,
9793,52202,310935.328033,11.1531790065,,,,,
9794,52203,1161251.58184,11.7895219927,,,,,
9795,52205,841010.697082,12.0698957694,2.0,309.946308,0.00645273051615,,
9818,52206,435559.090497,12.2193390606,,,,,
9819,52207,499872.04153,11.1572074902,1.0,102.173612,0.00978726287958,351719.76,11.5091393859
9831,52208,904561.692111,11.6994080566,3.0,150.72943,0.0199032133274,845006.65,10.7287077773
9856,52209,374710.552842,10.7591697052,,,,,
9857,52211,747434.087264,12.8106690929,2.0,236.939306,0.00844098023989,1324092.48,13.1558537871
9878,52212,503763.466465,10.7470645329,,,,,
9879,52213,743660.306956,12.8505536858,1.0,194.486805,0.00514173699342,854515.32,10.7431879729
9891,52214,643209.447187,12.3309735157,1.0,247.622502,0.00403840520116,918599.16,11.5971739532
9903,52215,489082.054056,12.0592972815,,,,,
9904,52216,588969.972067,11.3617556644,,,,,
9905,52217,1320453.44075,12.5138047158,,,,,
9906,52218,428090.29504,12.8568126692,,,,,
9907,52219,1672106.18089,12.879735301,,,,,
9908,52221,915144.30003,12.5488080725,,,,,
9909,52222,224418.04374,10.5853959998,,,,,
9910,52223,886732.915602,12.1453625089,1.0,127.619807,0.00783577426974,15638.6,16.3494751809
9914,52224,1002930.27404,12.6373164526,1.0,256.593612,0.00389721315432,454653.36,12.019853431
9926,52225,454052.65919,10.7584568454,,,,,
9927,52227,436555.049987,11.9011916885,1.0,76.013553,0.0131555487217,397640.4,13.5633825877
9939,52228,461904.790342,10.3752858899,1.0,96.928032,0.0103169328765,246399.75,13.3280188886
9948,52229,675371.305727,12.3235357082,,,,,
9949,52231,285359.290445,8.71674433144,,,,,
9950,52232,43595.726515,5.54859446555,,,,,
9951,52233,1669159.43211,14.9814753031,3.0,9.080084,0.330393419268,1642773.48,12.0887348657
9987,52235,1653431.23824,15.199265365,,,,,
9988,52236,681392.776253,12.3926109105,,,,,
9989,52237,274410.62448,10.5482912359,,,,,
9990,52241,2701236.46903,15.8975667927,13.0,30.871305,0.421103027553,2198533.0,16.7007767093
10112,52242,-486846.116806,15.4508417336,,,,,
10113,52245,1663659.24408,15.7453498824,2.0,21.712859,0.0921113152349,18471.9,39.4909673971
10130,52246,3184161.12886,16.1453147642,4.0,23.832009,0.167841494185,,
10226,52247,2033088.04021,13.0627886707,,,,,
10227,52248,666724.767957,11.7407158719,1.0,295.236835,0.00338711123224,262460.52,10.596245337
10239,52249,743191.112552,11.928397321,,,,,
10240,52251,700817.484714,14.2391753289,,,,,
10241,52253,597863.135754,12.5658451433,1.0,121.480006,0.0082318072984,1153007.04,11.768802921
10253,52254,346551.287854,11.3870675766,1.0,146.759383,0.00681387438103,209957.22,12.2393490138
10264,52255,901111.854294,12.3057607442,,,,,
10265,52257,493501.397759,10.173086318,,,,,
10266,52301,452363.609033,11.4438983423,1.0,316.484635,0.00315971105517,,
10278,52302,4784152.72815,13.9209221181,10.0,192.237746,0.0520189203633,3523909.08,12.541949633
10396,52305,262465.498343,10.2294135158,,,,,
10397,52306,785197.122664,12.3543746967,1.0,194.245557,0.00514812289889,352671.84,13.4640461792
10409,52307,1041894.9806,12.2497915119,,,,,
10410,52308,1893930.60482,15.7257629122,,,,,
10411,52309,1065145.10204,13.0963026995,,,,,
10412,52312,938765.170539,13.7109457405,,,,,
10413,52313,261145.900728,10.7808300054,,,,,
10414,52314,248491.7815,11.6029428868,3.0,155.658054,0.0192730149382,,
10438,52315,660690.180705,12.3049343631,,,,,
10439,52316,599115.520063,11.2053550799,1.0,180.293861,0.00554650055445,82922.3,8.93361918973
10444,52317,1837006.26359,15.0089995086,8.0,95.897591,0.0834223249675,1697452.38,15.4501304947
10524,52318,477252.224264,12.5918873113,,,,,
10525,52321,734146.051958,12.2601198727,,,,,
10526,52322,698385.204512,12.8133491289,,,,,
10527,52323,442153.729138,10.4806875313,,,,,
10528,52324,217961.628045,9.50357669589,1.0,107.056042,0.00934090202961,551445.36,13.8098870056
10540,52325,93029.7719527,11.0822011049,,,,,
10541,52326,964102.099085,12.4843733223,,,,,
10542,52327,592267.472003,12.0713284229,2.0,217.607612,0.00919085495961,,
10566,52328,337850.552112,9.03605024603,1.0,7.989464,0.125164842097,5549.28,18.6844444444
10568,52329,565170.532177,11.1459252339,,,,,
10569,52332,578508.173584,12.3209548295,1.0,110.692089,0.00903406927301,1137034.92,12.7972877336
10581,52333,881431.16823,12.1156659875,2.0,234.514567,0.00852825487809,351578.16,12.4559148014
10605,52334,167345.733244,12.0983411134,,,,,
10606,52335,685777.203812,13.2379614659,,,,,
10607,52336,697094.680032,13.0078026754,1.0,127.253732,0.00785831569953,312797.76,10.9761918798
10619,52337,605373.600562,12.2902153551,1.0,70.714333,0.0141414046852,103564.2,14.7338454972
10624,52338,801476.167183,13.1614635981,3.0,88.82337,0.033774895053,1108235.04,15.0416331423
10660,52339,-2416656.69577,17.3976510713,,,,,
10661,52341,895767.946368,14.2667756104,,,,,
10662,52342,99716.0935532,4.56163023473,2.0,232.660911,0.00859620118998,,
10686,52345,73810.8846935,9.49568103337,1.0,8.460683,0.118193767572,447885.12,12.2063223165
10698,52346,214955.785015,10.8536338052,,,,,
10699,52347,316015.220451,10.6367183711,2.0,166.647034,0.0120014137185,192688.16,13.0852857209
10711,52348,6848.1524155,0.511304581574,,,,,
10712,52349,1216629.76935,13.2532140949,1.0,382.672144,0.0026132030138,,
10724,52351,-30840.2467209,-8.37903707459,1.0,2.13643,0.468070566319,26035.08,16.0487471105
10727,52352,623467.704034,12.3097001955,1.0,205.022618,0.00487751063641,249029.4,12.4452473763
10737,52353,691105.801341,11.6931275107,5.0,395.338718,0.0126473825415,1074195.47,12.7272761417
10796,52354,503501.366609,12.6444205268,,,,,
10797,52355,125890.804145,9.36788468937,,,,,
10798,52356,898525.516008,12.3445336822,1.0,232.4078,0.00430278157618,1142458.92,13.5978070382
10810,52358,786131.632902,13.3470670914,2.0,200.939529,0.00995324319686,789967.56,12.0651784651
10834,52359,1141643.34915,12.6914420136,,,,,
10835,52361,875575.308082,12.9900093548,2.0,330.197198,0.00605698658897,505671.24,14.4743328605
10859,52362,656766.198456,12.0982673726,,,,,
10860,52401,2148197.56807,14.743446974,3.0,3.464505,0.865924569311,1141272.39,16.6689800493
10893,52402,6142400.8139,14.3547995172,28.0,36.420817,0.768791100979,6587500.99,14.6811502906
11194,52403,2541591.34959,14.7437939188,7.0,69.523743,0.100685027847,2682841.48,15.4806228621
11274,52404,6373649.56895,14.215685566,24.0,142.93349,0.167910263718,7415985.69,14.1275419075
11521,52405,3031738.3911,14.1577567812,12.0,38.49318,0.311743534829,2904632.4,14.211810369
11653,52411,1767134.03871,14.3933053649,1.0,44.635019,0.0224039335572,,
11665,52501,3766403.56024,13.4788361136,11.0,591.297871,0.0186031449452,1758055.61,13.3293140177
11782,52531,1193765.37085,12.397298705,2.0,563.107904,0.00355171715011,,
11806,52533,449868.18429,12.8216265237,,,,,
11807,52534,1046990.21396,14.4610711774,,,,,
11808,52535,468783.933182,10.9489325621,,,,,
11809,52536,940357.117945,13.1183091853,,,,,
11810,52537,1466669.6049,12.3023183406,1.0,900.130186,0.0011109504109,1154231.52,12.0172363818
11822,52542,1205509.29584,13.271040037,,,,,
11823,52543,306750.611626,10.1726953863,,,,,
11824,52544,1377905.50312,12.5851273374,5.0,355.984819,0.0140455427679,2556770.76,11.5886975185
11884,52548,132946.777763,20.2098850278,,,,,
11885,52549,836779.326716,12.5220821322,,,,,
11886,52551,114780.491323,9.77463274256,,,,,
11887,52552,1243007.13446,12.5359456541,,,,,
11888,52553,1084036.1086,13.4303844513,1.0,218.424094,0.00457824950392,384874.56,13.5134743406
11900,52554,910679.755507,13.0405484028,1.0,94.705759,0.0105590199641,352176.12,12.0840339941
11912,52555,348743.728081,10.8446617521,,,,,
11913,52556,710293.424997,13.3305622123,4.0,458.48455,0.00872439431165,927940.8,12.92717136
11961,52561,881206.283197,12.5589879531,,,,,
11962,52563,709567.193786,12.5839002334,,,,,
11963,52565,794501.53759,11.1922252311,2.0,307.637735,0.00650115305263,348474.6,13.1475042445
11987,52566,-137235.171947,31.7047704435,,,,,
11988,52567,-42919.7856497,-38.3457082141,,,,,
11989,52569,1248133.56128,12.0032207272,,,,,
11990,52571,657274.073986,12.1632551967,1.0,276.402554,0.0036179115769,645906.6,14.7477361463
12002,52572,845085.1959,11.56086515,,,,,
12003,52573,990903.488078,11.7827142285,,,,,
12004,52574,1173639.07468,12.7335877418,,,,,
12005,52576,742016.635961,11.6967386204,,,,,
12006,52577,1280521.8683,13.3804638354,6.0,415.772496,0.014430968998,278047.66,11.9324285411
12077,52581,1030049.04958,12.8897934328,,,,,
12078,52583,1183744.57636,11.789773135,,,,,
12079,52584,508952.297472,12.0594048926,,,,,
12080,52585,689685.353753,12.2834001937,,,,,
12081,52586,1765418.58813,13.2936040268,,,,,
12082,52588,515880.219796,12.2205092555,,,,,
12083,52591,874645.039831,11.897961833,2.0,327.849389,0.00610036213915,1532268.84,11.6480182079
12107,52593,981702.66356,12.5321811766,,,,,
12108,52594,722238.2257,11.0124915805,,,,,
12109,52595,467151.622811,16.3566170392,,,,,
12110,52601,2749336.18645,14.1874130352,13.0,312.02532,0.0416632855308,2965742.64,18.0178808052
12244,52619,925323.920452,12.4553734716,,,,,
12245,52621,367683.428303,12.883491754,,,,,
12246,52623,481429.875062,11.7874829899,1.0,151.439917,0.00660327884358,34340.68,15.6718022672
12250,52624,232986.377174,24.5279130008,,,,,
12251,52625,598954.759443,11.4673377318,1.0,285.245058,0.00350575749502,166211.52,14.5005862647
12259,52626,546849.165032,13.8159983788,1.0,247.437264,0.00404142845679,333640.08,12.6766608762
12271,52627,1591102.14605,14.1566363022,6.0,188.414662,0.0318446554865,422377.34,17.4449298779
12338,52632,2285680.44656,13.798764182,7.0,140.470022,0.0498326966874,1980547.67,12.9371712793
12415,52635,368011.039614,10.4286203665,,,,,
12416,52637,717401.222112,12.3690567996,1.0,172.04191,0.00581253718934,1105792.2,14.3643104771
12428,52638,344190.074137,11.5794111627,,,,,
12429,52639,839550.129709,12.132955664,2.0,117.469873,0.0170256419703,70242.18,12.8868418494
12436,52641,1064932.90683,13.0631753961,5.0,551.76361,0.00906185168681,1298720.23,13.6653306691
12491,52644,-235184.522401,41.9274381071,,,,,
12492,52645,385093.247573,11.8975643809,,,,,
12493,52646,716276.806004,14.0526474473,,,,,
12494,52647,-241532.468288,11.711574874,,,,,
12495,52649,645357.346048,12.0790239076,,,,,
12496,52651,722048.814647,11.8830946449,,,,,
12497,52653,1371677.42061,13.3445119524,3.0,312.47521,0.00960076160922,1091687.67,12.3594325941
12522,52654,465573.013152,10.6130697227,,,,,
12523,52655,1022671.07992,13.8023820439,5.0,42.56453,0.117468699878,591710.58,16.4443942349
12578,52656,1279346.93748,13.2974751216,1.0,247.274743,0.00404408468033,,
12590,52658,554183.696043,12.7865893846,,,,,
12591,52659,582377.033042,12.768164294,,,,,
12592,52701,1201151.29203,13.6723917682,,,,,
12593,52721,434077.239501,12.2693134572,,,,,
12594,52722,3610412.47008,14.4667090269,12.0,73.161625,0.164020413707,3604294.79,12.8691331202
12719,52726,688945.466391,12.527219102,1.0,94.823134,0.0105459496835,1064574.12,12.4033216451
12731,52727,-284418.829805,22.5935582962,,,,,
12732,52728,1250192.28875,14.0628853375,1.0,5.764558,0.17347383789,429403.2,12.5089053187
12744,52729,226545.478304,9.48176741451,,,,,
12745,52731,396022.26276,11.1803130629,,,,,
12746,52732,2524571.69446,14.2368517536,10.0,310.704633,0.032184907909,1263683.6,14.6469751523
12851,52737,1177454.92279,12.4489820771,,,,,
12852,52738,1070702.01748,13.5584994679,2.0,323.19118,0.0061882876878,1666138.32,15.4558515115
12876,52739,1367824.56506,13.9679718733,,,,,
12877,52742,1000825.88506,12.7824466184,2.0,304.142776,0.00657585896434,43302.06,10.2007208481
12889,52745,539284.880438,11.4651114495,,,,,
12890,52746,135365.623636,9.31526654959,,,,,
12891,52747,833972.070943,12.7201990186,1.0,56.094151,0.0178271706082,833781.84,11.6889128149
12903,52748,740561.188655,12.8315536507,4.0,107.004915,0.0373814604684,778582.12,12.2961031545
12950,52749,478699.863502,11.4795359898,,,,,
12951,52751,334317.92346,11.7923777902,1.0,129.085616,0.00774679651372,400369.68,12.6317594812
12963,52752,856726.541639,13.5842124586,,,,,
12964,52753,1047989.24521,13.9558414665,5.0,68.492183,0.0730010313732,22214.85,15.4758786443
13004,52754,481353.815808,11.3744925917,,,,,
13005,52755,393182.76622,10.8885443965,,,,,
13006,52756,917347.329643,13.1331509907,,,,,
13007,52757,751366.18504,12.8516017591,,,,,
13008,52758,701705.397053,12.7937454436,,,,,
13009,52761,3398151.81343,14.4212338527,15.0,482.973608,0.0310575976648,3608133.05,14.9478404647
13171,52765,245637.960574,9.7093203259,,,,,
13172,52766,375491.5815,12.0734788232,,,,,
13173,52767,2124353.19432,11.6723118791,,,,,
13174,52768,585923.53584,12.0374897641,1.0,89.481384,0.0111755088634,275615.88,10.6011816021
13186,52769,525845.904805,12.685308866,,,,,
13188,52772,880748.122892,11.9162162314,3.0,342.328096,0.00876352258273,1430377.56,14.3808165102
13224,52773,758464.512198,13.1141265033,,,,,
13225,52774,-551596.34044,12.565291648,,,,,
