,Zip Code,Predicted Total Sales,Predicted Dollar/liter,Store Count,Area (sqkm),Stores per sqkm,Zip Sales - Total,Dollar per liter
2209,50261,321498.899649,11.6865156202,1.0,173.242731,0.00577224795654,213657.18,11.9786493987
2220,50262,477193.900722,10.6042800457,,,,,
2221,50263,1630664.73894,14.6653252687,5.0,90.002855,0.0555537932658,1619714.76,14.0631295661
2281,50264,802346.805746,12.9927457086,,,,,
2282,50265,5015238.60978,15.0821310752,15.0,46.466559,0.322812799631,5189851.4,14.5598042568
2446,50266,4075543.78027,15.7670751993,16.0,43.060835,0.371567341878,5503267.58,15.9011769246
2626,50268,1335170.29546,12.6580093796,,,,,
2627,50271,475381.857219,11.8925084121,,,,,
2628,50272,1277145.14446,12.8215158457,,,,,
2629,50273,929999.491776,11.8464319401,5.0,519.17142,0.00963073044352,775967.44,14.2931244976
2685,50274,458673.631413,13.6724857155,,,,,
2686,50275,244334.711279,11.6897898243,,,,,
2687,50276,842876.395231,12.3037096664,1.0,209.84696,0.00476537758755,347953.68,12.8186363576
2699,50277,650522.646164,12.6154343607,,,,,
2700,50278,168651.333638,8.42334798708,,,,,
2701,50309,969323.471857,15.5840255643,6.0,7.776473,0.771558005795,1259595.47,16.8456936402
2747,50311,1728808.30814,16.1693271705,7.0,6.511832,1.07496630748,320100.66,14.3913910795
2826,50312,1707940.34633,15.5684805057,5.0,15.05106,0.332202515969,2707014.0,20.4856690356
2883,50313,3394977.59194,14.5740637726,9.0,47.635293,0.188935544072,3245820.03,15.2453404373
2972,50314,731155.568263,24.2736830709,6.0,6.629721,0.905015459927,859593.24,33.5980197493
3032,50315,5384765.46027,14.6801743017,11.0,26.560331,0.414151465206,2635201.9,14.0469221873
3142,50316,2194915.36267,15.2033527798,7.0,9.302481,0.752487427816,798682.38,12.9917943468
3201,50317,7485394.86729,14.4680735279,20.0,60.041842,0.333101039772,9025091.45,14.6251407787
3428,50321,1389875.84799,15.8841532968,5.0,30.969186,0.16145080468,1795969.2,15.2725170594
3485,50322,5307589.55074,14.5654601962,19.0,27.938267,0.6800708147,6102838.1,14.4764776142
3668,50323,2062110.30435,14.5222025709,4.0,19.984131,0.200158816013,1194285.29,14.0613946443
3705,50325,3914855.91683,15.3761267149,9.0,20.224117,0.445013248292,3538597.47,14.3502576953
3798,50401,2932491.12484,13.8114686383,13.0,387.509792,0.0335475393613,1567749.66,12.9205422945
3937,50421,676320.950296,11.701612164,3.0,232.911303,0.0128804397269,657842.64,11.924152947
3973,50423,960191.429933,12.1712126704,2.0,376.364842,0.00531399263909,1503957.96,10.1928561263
3997,50424,1143348.98218,11.7647811311,2.0,315.854649,0.00633202647589,771156.78,11.22912321
4018,50426,1425375.13225,13.4024948873,,,,,
4019,50428,1613376.87181,14.3118216162,4.0,316.380154,0.0126430180573,,
4067,50431,407429.842884,11.3583339044,,,,,
4068,50432,320947.466804,11.3736846287,,,,,
4069,50433,91115.5544611,11.7127480902,,,,,
4070,50434,800702.47231,11.7549355216,,,,,
4071,50435,666004.792299,12.0691984121,1.0,105.304339,0.00949628485869,,
4083,50436,848141.718672,12.8204757312,2.0,354.034151,0.00564917252856,1175321.88,11.98994834
4107,50438,316383.435158,10.0298432052,1.0,342.63578,0.0029185510048,,
4119,50439,565514.713969,11.726675643,,,,,
4120,50441,1064889.75637,13.4419239725,4.0,395.662654,0.0101096223249,1723932.72,12.399218042
4168,50444,632919.748264,13.1350547671,,,,,
4169,50446,-205844.384401,22.0154380645,,,,,
4170,50447,765962.852843,12.0830787729,,,,,
4171,50448,421088.990461,9.76161152076,,,,,
4172,50449,713213.233649,12.7822748618,,,,,
4173,50451,694744.27694,12.4276045845,,,,,
4174,50452,694532.730448,12.0544789978,1.0,127.424687,0.00784777285739,174315.68,10.8373260386
4185,50453,340869.638759,10.6848920992,,,,,
4186,50454,1276883.41689,13.5789080399,,,,,
4187,50455,413543.887248,11.8553851244,,,,,
4188,50456,561287.089577,12.5038619422,1.0,120.430473,0.00830354622953,249170.4,14.2395291025
4198,50457,807049.958625,11.9772999047,,,,,
4199,50458,597094.620192,11.7378679694,1.0,190.798489,0.00524113165278,339122.52,12.300582924
4210,50459,1002063.79994,11.9033430373,2.0,375.483499,0.00532646575769,,
4234,50461,944610.201273,11.9390473948,2.0,446.474922,0.00447953491103,,
4258,50464,530977.005792,11.2217016724,,,,,
4259,50465,957807.174337,13.4046694332,,,,,
4260,50466,1424343.38393,13.1928709502,1.0,354.341172,0.00282213888484,310679.64,11.306898133
4272,50468,444559.074084,11.7624715682,,,,,
4273,50469,327540.578476,10.1623712346,1.0,227.879604,0.00438828215622,864964.32,11.6920187123
4285,50471,603430.199163,12.3576782958,,,,,
4286,50472,782629.097158,11.2414033111,2.0,316.41701,0.00632077270435,330763.07,9.74825503552
4309,50473,444078.874764,12.0368687617,,,,,
4310,50475,704383.667541,11.4038191968,1.0,231.102519,0.00432708394667,329244.0,11.1571071305
4322,50476,1080145.3281,12.1724853692,,,,,
4323,50477,-113382.23618,-62.1540978252,,,,,
4324,50478,812314.480734,13.949291633,,,,,
4325,50479,626915.446013,11.3800583106,,,,,
4326,50482,503454.15882,11.8877039409,,,,,
4327,50483,766490.645188,13.3859277706,1.0,198.210428,0.00504514323535,,
4339,50484,304286.188419,13.0180179742,,,,,
4340,50501,2560339.75936,13.4222181089,15.0,407.21578,0.0368355077006,4276303.51,12.9130743328
4513,50511,876067.407863,11.5218209118,3.0,321.723723,0.0093247708687,,
4549,50514,756371.818532,11.2723736818,1.0,287.766282,0.00347504229144,358837.38,12.0060284863
4560,50515,832880.175528,12.5289721183,,,,,
4561,50516,624274.927575,13.241213774,,,,,
4562,50517,741164.674301,11.6865460037,1.0,198.110964,0.00504767621039,,
4574,50518,371488.589647,13.4884424638,,,,,
4575,50519,1188469.86009,12.8266268584,,,,,
4576,50521,1797444.3048,12.9773502957,,,,,
4577,50522,767289.506141,11.9253630044,,,,,
4578,50523,599390.370284,12.3590000473,,,,,
4579,50524,501173.579097,10.8889563419,,,,,
4580,50525,552935.759758,11.2064152982,3.0,363.773781,0.00824688352127,1714553.34,12.5342008919
4614,50527,1133175.02215,12.118073624,,,,,
4615,50528,189519.631718,13.3866840888,,,,,
4616,50529,119582.821741,11.94125386,1.0,1.445412,0.691844263089,167121.46,10.5560951885
4627,50531,658040.59932,12.504440466,,,,,
4628,50532,1010434.99547,13.5263409297,,,,,
4629,50533,1126216.30559,13.2689227754,2.0,258.50312,0.00773685052621,647256.72,12.5904660087
4653,50535,488331.858349,12.4110268124,1.0,158.492375,0.00630945179539,293419.06,13.2847552169
4664,50536,1129283.66992,12.9364050169,6.0,370.232494,0.0162060329583,1615669.32,13.8283715609
4727,50538,565906.931517,12.9017753908,,,,,
4728,50539,555265.364858,11.7665369507,,,,,
4729,50541,618989.994,11.2719599545,1.0,237.749663,0.00420610480529,212525.5,11.1401126982
4739,50542,804518.19487,12.1290341867,1.0,172.884137,0.00578422067723,189803.16,11.063498059
4748,50543,621280.448579,11.2864284748,2.0,212.824794,0.0093974013197,1086840.84,13.3090026607
4764,50544,704942.22907,14.6449539253,,,,,
4765,50545,622921.705967,11.1741902672,,,,,
4766,50546,386363.69241,9.34354525,,,,,
4767,50548,953492.9042,12.3499111182,2.0,323.465219,0.00618304498451,,
4791,50551,1133165.18224,16.5146683502,,,,,
4792,50554,782501.568474,12.220546722,2.0,232.762069,0.00859246529554,1230681.8,10.3703046439
4812,50556,1042450.68187,12.7932820318,,,,,
4813,50557,708766.470063,11.9255096078,,,,,
4814,50558,860303.955339,12.1534209359,,,,,
4815,50559,670817.586817,11.2872640964,,,,,
4816,50561,158614.883786,9.45674930371,,,,,
4817,50562,831684.701126,11.9817162516,,,,,
4818,50563,620672.021689,11.3530174882,3.0,253.318021,0.0118428210838,1321843.43,12.251241651
4843,50565,668182.433838,11.8596994583,,,,,
4844,50566,885484.387262,11.660375629,,,,,
4845,50567,172897.191809,7.78891040823,,,,,
4846,50568,675525.213336,11.1236364119,,,,,
4847,50569,335961.543221,11.4347619024,1.0,54.889709,0.018218351276,149576.76,11.5630974744
4856,50571,894725.426596,12.1030797008,,,,,
4857,50573,-46685.9809133,-7.37615288767,,,,,
4858,50574,991195.446158,12.0968349785,1.0,288.134473,0.00347060172838,,
4870,50575,895494.712921,11.7654140051,,,,,
4871,50576,241921.878128,10.3567882768,,,,,
4872,50577,198535.445865,9.66129773179,,,,,
4873,50578,410764.099339,12.5740034373,,,,,
4874,50579,1270049.38001,12.9418538016,3.0,359.119951,0.00835375475978,663886.48,10.6591461881
4899,50581,647989.150748,11.9191636773,1.0,246.722485,0.00405313686752,239876.34,14.1638456242
4910,50582,527674.844674,11.9946418217,,,,,
4911,50583,744868.499224,11.4602829241,2.0,306.359541,0.00652827717874,1067759.28,10.0707647697
4935,50585,839828.258088,12.4652911394,2.0,165.291906,0.0120998060244,966080.04,11.9924997226
4954,50586,690720.539244,12.4687828465,,,,,
4955,50588,1406367.81001,14.9722497446,10.0,368.993698,0.0271007338451,3086774.4,16.0487593512
5058,50591,1477825.19744,13.0572250158,,,,,
5059,50593,340505.496738,11.5462837131,,,,,
5060,50594,474526.176226,10.9595259019,,,,,
5061,50595,1564659.96228,13.6633737809,5.0,399.609138,0.0125122263846,1663196.64,11.9713585101
5121,50597,1201118.31814,12.8239195169,1.0,214.240511,0.00466765130149,,
5133,50598,568854.589092,11.9044538359,,,,,
5134,50599,894700.019981,12.5329414707,,,,,
5135,50601,1006399.8719,12.0650900142,2.0,368.01212,0.00543460362121,740551.32,11.0702015908
5159,50602,782352.311081,11.3140453597,3.0,207.455662,0.0144609212931,1010543.91,10.6440896428
5194,50603,627521.567775,11.5920745415,,,,,
5195,50604,1324084.56226,12.2280388865,,,,,
5196,50605,607925.886524,13.2692315064,,,,,
5197,50606,530201.814816,11.4549025708,1.0,184.315162,0.00542548962955,329436.84,10.6890326047
5209,50607,1156183.21541,13.7510809823,,,,,
5210,50609,101911.285053,11.7544164703,,,,,
5211,50611,411533.650645,12.1231939795,,,,,
5212,50612,570425.275894,12.5812894484,,,,,
5213,50613,2263622.4653,13.5951001056,16.0,329.972902,0.0484888301525,2799090.64,14.0456213503
5400,50616,1299887.91163,13.0245608024,5.0,448.105088,0.011158096915,1498799.68,11.9526328574
5444,50619,865737.473181,12.143517568,2.0,230.86623,0.00866302533723,633223.51,11.5754326596
5467,50621,699461.676824,11.8436025988,2.0,165.399151,0.0120919604962,618909.78,11.9424398546
5489,50622,652464.221491,12.5070315726,2.0,64.857976,0.0308366082839,1212024.21,11.7640707414
5504,50624,742951.191463,12.5229447195,,,,,
5505,50625,653655.164762,10.8972529009,,,,,
5506,50626,482218.278704,12.3244504444,,,,,
5507,50627,557349.423659,11.5236923902,3.0,277.223505,0.0108215932123,1030462.62,11.0917906147
5542,50628,1450928.1471,12.528766543,1.0,289.356789,0.00345594103202,940852.08,11.7526591917
5554,50629,968550.576787,13.5146755048,1.0,205.328666,0.00487024057323,498568.32,11.3832125988
5566,50632,446822.487624,11.3003175021,,,,,
5568,50633,1218309.28327,12.5804349448,,,,,
5569,50634,930642.800395,12.6441646136,,,,,
5570,50635,684074.28845,11.489723174,1.0,217.592812,0.00459574004678,386654.28,10.0065807453
5582,50636,830125.214712,11.4900473794,1.0,313.519052,0.0031895988254,434164.2,11.4637712844
5594,50638,910085.602447,11.6272350803,4.0,245.826479,0.0162716401271,2211926.12,11.607571223
5630,50641,1460396.58935,13.8023740594,1.0,123.019787,0.00812877362566,489838.08,13.5225481589
5642,50642,864509.669719,14.4722184907,,,,,
5643,50643,530042.585853,12.2812863595,2.0,163.108458,0.0122617798275,358367.61,13.2025050923
5656,50644,1107618.27023,13.0691347664,4.0,372.595201,0.0107355113251,,
5704,50645,415873.307952,11.6863696381,,,,,
5705,50647,906176.195573,13.2545214224,1.0,79.06534,0.0126477670241,,
5717,50648,491358.530948,12.063926007,1.0,223.212718,0.00448003146487,839275.56,12.2650108639
5729,50651,778909.816271,12.4863087166,1.0,294.627077,0.00339412117237,,
5741,50652,603343.521031,11.3591250736,,,,,
5742,50653,752418.199982,12.1231690572,,,,,
5743,50654,274609.795181,12.1565755545,,,,,
5744,50655,278882.951825,10.8205503052,,,,,
5745,50658,732734.398844,12.2471710222,1.0,187.097603,0.00534480390965,639280.68,12.016373438
5757,50659,1237868.58338,12.269848766,2.0,403.802766,0.00495291307638,1019065.56,10.4421099616
5781,50662,1763870.31988,13.274856749,5.0,176.049517,0.0284011003563,1186535.76,12.578892777
5823,50665,927066.78896,12.2435346387,1.0,253.290828,0.00394803083829,,
5835,50666,349024.456536,11.4411612119,,,,,
5836,50667,1011747.8852,11.9036426851,1.0,5.217793,0.191651911067,521258.98,14.1562447721
5847,50668,657007.434723,11.650122203,,,,,
5848,50669,720677.740693,12.1175083762,1.0,239.750053,0.00417101054822,446832.72,11.2153429114
5860,50671,228175.252305,11.5134963574,,,,,
5861,50672,646548.538152,11.2710333879,,,,,
5862,50673,462470.058105,10.6927234853,,,,,
5863,50674,743136.183389,11.7455053338,1.0,408.690075,0.00244684190092,1135633.56,12.537941277
5875,50675,720115.251059,11.4853776443,2.0,287.237436,0.00696288070194,1221395.4,11.2998754363
5899,50676,814181.856037,12.6628745635,1.0,148.867149,0.00671739874591,,
5911,50677,491740.595267,11.6157250145,5.0,325.186841,0.015375775922,185257.8,14.9160869565
5969,50681,492788.494109,13.1660461138,,,,,
5970,50682,593901.83369,14.0676115601,2.0,220.98261,0.00905048591833,722733.0,12.9276001588
5994,50701,3430553.52807,14.8059294657,14.0,214.718743,0.0652015739492,2712045.25,15.1942279593
6121,50702,1596890.71764,13.0685645241,16.0,25.60849,0.624792793328,2611673.86,13.066501237
6290,50703,288467.50038,10.5445576456,16.0,244.724015,0.0653797707593,766737.24,12.3560855076
6457,50707,1742789.70097,13.5397813961,6.0,25.361881,0.236575512676,4437363.02,14.1551579527
6528,50801,767696.419046,13.2252769024,5.0,545.028688,0.00917382902971,749207.75,13.6863871362
6587,50833,829943.670301,12.1291624634,1.0,536.325319,0.00186453998082,699325.2,13.1901761343
6599,50835,357834.47386,9.04532810985,,,,,
6600,50836,1058348.84887,12.4297215559,,,,,
6601,50837,166780.692394,6.61615106889,,,,,
6602,50841,691155.082217,11.7597467509,1.0,610.836196,0.001637100104,,
6614,50843,463362.862261,12.0668893255,,,,,
6615,50845,821764.161893,12.7736255711,,,,,
6616,50846,671855.678408,11.5130542917,1.0,238.867152,0.00418642744148,724618.2,12.0957183635
6628,50847,883614.222134,13.8414339381,,,,,
6629,50848,525561.116943,12.6440217184,,,,,
6630,50849,549832.185334,11.7590303015,3.0,304.431532,0.00985443255595,1540773.74,12.0893024562
6657,50851,906255.961201,11.8084349203,2.0,335.214398,0.00596633083762,381013.47,12.9755302411
6669,50853,376566.527524,11.1206280775,,,,,
6670,50854,1006810.78279,11.3243732051,3.0,350.941226,0.00854843996014,1589357.4,12.3776581254
6700,50857,701286.716101,11.7128521415,,,,,
6701,50858,251661.295577,9.45478806595,,,,,
6702,50859,75893.8127395,4.05957740438,,,,,
6703,50861,898641.820859,12.0004296627,,,,,
6704,50862,948557.328375,11.4536608539,,,,,
6705,50863,1005814.96549,11.9297149813,,,,,
6706,50864,970829.931824,12.0991784936,1.0,377.642994,0.0026480035798,96393.44,11.143750289
6714,51001,1074432.06706,13.0760255967,1.0,360.862327,0.00277113992007,498393.24,12.2926388194
6726,51002,331971.471316,12.3155886685,1.0,297.148464,0.00336532111436,125019.36,11.4068759124
6734,51003,139436.224695,8.9009084184,,,,,
6735,51004,1250343.03239,13.381115255,1.0,212.848541,0.00469817643711,1042598.04,13.7077104636
6747,51005,668151.066924,11.385932753,1.0,244.17026,0.00409550286755,105322.08,11.3719098212
6755,51006,1018734.2358,11.6440804813,,,,,
6756,51007,408238.469027,12.5701950685,,,,,
6757,51008,1168008.94368,13.0323298302,,,,,
6758,51011,1815673.71824,13.4353236213,,,,,
6759,51012,794127.86075,12.7244036788,5.0,386.838104,0.0129253037596,1213101.16,12.4252718583
6808,51014,19920.6576267,1.66721423158,,,,,
6809,51016,831943.584578,12.8934830781,,,,,
6810,51018,378333.712541,11.0145771221,,,,,
6811,51019,824835.173254,12.9715133632,,,,,
6812,51022,494441.162645,11.3147773225,,,,,
6813,51023,1111361.62688,12.5242871996,1.0,271.44549,0.00368398089797,,
6825,51024,491319.690725,10.9350797015,,,,,
6826,51025,524979.844328,11.2298758535,1.0,278.402985,0.00359191551053,,
6838,51026,346784.497111,10.9055132116,,,,,
6839,51027,684941.625348,11.6307631567,1.0,239.835719,0.00416952072097,207880.8,15.7249580175
6851,51028,1032180.10413,12.8706159972,1.0,328.930974,0.00304015151823,806468.28,11.9211866962
6863,51029,1696035.05421,18.3221736636,,,,,
6864,51031,1921669.73709,13.2693988079,4.0,605.111843,0.00661034822946,,
6912,51033,640783.184745,12.3666941539,,,,,
6913,51034,1318863.97225,12.1053230979,1.0,290.876284,0.00343788770349,,
6925,51035,712565.690866,11.5364933736,1.0,278.97681,0.00358452733043,456981.72,12.4572081871
6937,51036,-69138.7281905,23.055405151,,,,,
6938,51037,359205.311963,10.6200898605,,,,,
6939,51038,511754.636554,11.2618416243,1.0,233.828323,0.00427664188482,49626.24,12.7896087831
6945,51039,556260.280037,12.6605520872,,,,,
