,Store,Name,Store Status,Address,City,State,Zip Code,Report Date,Latitude,Longitude
168,2843,CVS Pharmacy #8526 / Cedar Rapids,A,4116 Center Pointe Rd,Cedar Rapids,IA,52402,10/01/2016,42.020631,-91.665103
169,2844,CVS Pharmacy #8547 / Iowa City,A,2425 Muscatine Ave,Iowa City,IA,52240,10/01/2016,41.649547,-91.500088
170,2845,CVS Pharmacy #4816 / Council Bluffs,A,545 W Washington St,Council Bluffs,IA,51503,10/01/2016,41.263138,-95.850904
171,2846,CVS Pharmacy #8443 / Cedar Rapids,A,3419 16th Ave SW,Cedar Rapids,IA,52404,10/01/2016,41.963516,-91.716615
172,2847,CVS Pharmacy #10032 / Marion,A,"3499, 7th Ave",Marion,IA,52302,10/01/2016,42.035661,-91.575906
173,2848,CVS Pharmacy #10114 / Ankeny,A,104 E First St,Ankeny,IA,50023,10/01/2016,41.7319,-93.59962
174,2849,CVS Pharmacy #10162 / Des Moines,A,3151 SE 14th St,Des Moines,IA,50320,10/01/2016,41.557061,-93.59678
175,2850,CVS / Pharmacy #10161 / Des Moines,A,215 E Euclid Ave,Des Moines,IA,50313,10/01/2016,41.627686,-93.615656
176,2851,CVS / Pharmacy #10282 / Fort Dodge,A,2029 5th Ave South,Fort Dodge,IA,50501,10/01/2016,42.501169,-94.170324
177,2852,CVS Pharmacy #10329 / Merle Hay,A,2303 Merle Hay Rd,Des Moines,IA,50310,10/01/2016,41.615221,-93.697742
178,2853,CVS Pharmacy #10452  /  Ames,A,2420 Lincoln Way,Ames,IA,50014,10/01/2016,42.022745,-93.649579
179,2854,CVS / Pharmacy #10480 / Urbandale,A,14201 Hickman Rd,Urbandale,IA,50323,10/01/2016,41.614877,-93.817332
180,2954,Dahl's / Ingersoll,I,3425 Ingersoll,Des Moines,IA,50300,10/01/2016,41.586313,-93.663337
181,3013,Keith's Foods,A,207 E Locust St,Bloomfield,IA,52537,10/01/2016,40.752691,-92.412847
182,3041,Shugar's Super Valu / Colfax,A,28 E Howard,Colfax,IA,50054,10/01/2016,41.677922,-93.244486
183,3045,Britt Food Center,A,8 2nd St NW,Britt,IA,50423,10/01/2016,43.098696,-93.801917
184,3054,Mcnally's Super Valu,A,1026 Main,Grinnell,IA,50112,10/01/2016,41.745726,-92.725772
185,3056,Clarion Super Valu Ii,A,325 Central Ave W,Clarion,IA,50525,10/01/2016,42.731643,-93.735875
186,3065,Montezuma Super Valu,A,201 S Front St,Montezuma,IA,50171,10/01/2016,41.584179,-92.527248
187,3162,Nash Finch / Wholesale Food,A,807 Grandview,Muscatine,IA,52761,10/01/2016,41.408348,-91.064221
188,3354,Sam's Club 8238 / Davenport,A,3845 Elmore Ave.,Davenport,IA,52807,10/01/2016,41.559731,-90.527081
189,3385,Sam's Club 8162 / Cedar Rapids,A,2605 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,10/01/2016,42.031819,-91.67969
190,3390,Okoboji Avenue Liquor,A,1610 Okoboji Avenue,Milford,IA,51351,10/01/2016,43.331525,-95.149955
191,3393,The Hangout Liquors,A,111 W Main St.,Riceville,IA,50466,10/01/2016,43.363838,-92.555178
192,3400,Last Stop Beverage Shop,A,2839 E. UNIVERSITY,Des Moines,IA,50317,10/01/2016,41.600476,-93.561517
193,3403,Econ-o-mart / Columbus Junction,A,103 Walnut St. E,Columbus Junction,IA,52738,10/01/2016,41.280089,-91.359569
194,3417,Big G Food Store,A,Po Box 261  310 W Dillon,Marengo,IA,52301,10/01/2016,,
195,3420,Sam's Club 6344 / Windsor Heights,A,1101  73RD STREET,Windsor Heights,IA,50311,10/01/2016,41.598673,-93.718139
196,3437,Scott's Foods,I,1120 SUNSET DRIVE,Norwalk,IA,50211,10/01/2016,41.48003,-93.677957
197,3440,Hawkeye Pantry,I,501 Locust St,Des Moines,IA,50309,10/01/2016,41.586991,-93.624104
198,3443,Super Saver Iv,A,1141 N Broadway,Council Bluffs,IA,51503,10/01/2016,41.270882,-95.836507
199,3447,Sam's Club 6432 / Sioux City,A,4201 S. York St.,Sioux City,IA,51106,10/01/2016,42.43407,-96.37082
200,3451,Barnes Foodland,I,622 10th St,DeWitt,IA,52742,10/01/2016,41.82514,-90.540112
201,3456,Quick Shop / Clear Lake,A,904 N 8th St,Clear Lake,IA,50428,10/01/2016,43.142868,-93.378772
202,3461,Hometown Foods / Stuart,A,611 S Division St,Stuart,IA,50250,10/01/2016,41.503659,-94.318375
203,3465,Hometown Foods / Panora,A,601 E Main,Panora,IA,50216,10/01/2016,41.69182,-94.357184
204,3477,Sam's Club 6472 / Council Bluffs,A,3221 Manawa Centre Dr,Council Bluffs,IA,51501,10/01/2016,41.225208,-95.847163
205,3484,Jeff's Foods,A,110 W Cedar St,Marcus,IA,51035,10/01/2016,42.825681,-95.808579
206,3488,Bender's Foods,A,400 S Second,Bellevue,IA,52031,10/01/2016,42.255742,-90.423033
207,3494,Sam's Club 6514 / Waterloo,A,210 East Tower Park Dr,Waterloo,IA,50702,10/01/2016,42.456374,-92.353103
208,3495,Great Pastimes,A,228 N Main St,Monticello,IA,52310,10/01/2016,42.24019,-91.183397
209,3514,Karen's Spirits and Wine,A,328  2nd Ave S,Fort Dodge,IA,50501,10/01/2016,42.502311,-94.192501
210,3521,Ameristar Casino / Council Bluffs,A,2200 River Road,Council Bluffs,IA,51501,10/01/2016,41.242216,-95.909505
211,3524,Sam's Club 6568 / Ames,A,305 Airport Rd,Ames,IA,50010,10/01/2016,42.001123,-93.61365
212,3525,Wines and Spirits,A,106 W 2nd St,Washington,IA,52353,10/01/2016,41.300399,-91.692213
213,3528,Super Target T-0804 Mason City,A,3450  4th St SW,Mason City,IA,50401,10/01/2016,43.148345,-93.255618
214,3529,A To Z Liquor and Smoke Shop,I,114 S Second,Cherokee,IA,51012,10/01/2016,42.749013,-95.55132
215,3540,Super Target T-0533 / Davenport,A,5225 Elmore Ave,Davenport,IA,52807,10/01/2016,41.572878,-90.528568
216,3542,Chuck's Sportsmans Beverage,A,244 W 4TH ST,St Ansgar,IA,50472,10/01/2016,43.378499,-92.921298
217,3549,Quicker Liquor Store,A,1414 48th St,Fort Madison,IA,52627,10/01/2016,40.624226,-91.373211
218,3562,Wal-Mart 0797 / W Burlington,A,324 West Agency Rd,West Burlington,IA,52655,10/01/2016,40.813119,-91.158456
219,3563,Wal-Mart 0559 / Muscatine,A,3003 North Hwy 61,Muscatine,IA,52761,10/01/2016,41.455288,-91.025917
220,3565,Hartig Drug Store #10,A,701 Mormon Trek Blvd,Iowa City,IA,52246,10/01/2016,41.651959,-91.574026
221,3573,Quik Shop Foods / Four M In,I,405 S MADISON,Ottumwa,IA,52501,10/01/2016,40.99908,-92.410446
222,3576,Liquor Store / Hartley,A,10  3rd St NW,Hartley,IA,51346,10/01/2016,43.184821,-95.477367
223,3582,Korthouse Liquor,A,107 1st St E,Leon,IA,50144,10/01/2016,40.739507,-93.746447
224,3584,L and M Beverage,A,1011 S Frederick M/a Po Bx 572,Oelwein,IA,50662,10/01/2016,42.662974,-91.91357
225,3587,Save A Lot  #482,A,2122 Main St,Keokuk,IA,52632,10/01/2016,40.409005,-91.397073
226,3591,Ackley Super Foods,A,526 MAIN ST,Ackley,IA,50601,10/01/2016,42.554158,-93.055225
227,3592,Wal-Mart 0886 / Fort Dodge,A,3036 1st Ave South,Fort Dodge,IA,50501,10/01/2016,42.505334,-94.153456
228,3606,Scotty's Liquor Store,A,804 G Ave,Grundy Center,IA,50638,10/01/2016,42.361514,-92.774215
229,3611,Logan Super Foods,A,403 E 6th,Logan,IA,51546,10/01/2016,41.644108,-95.786133
230,3612,B and C Liquor / Maquoketa,A,509 E Platt,Maquoketa,IA,52060,10/01/2016,42.06922,-90.661056
231,3618,Wal-Mart 2716 / Cedar Rapids,A,3601 29th Ave SW,Cedar Rapids,IA,52404,10/01/2016,41.949215,-91.718042
232,3621,"Jensen Liquors, Ltd.",A,615  2nd Ave,Sheldon,IA,51201,10/01/2016,43.184614,-95.854743
233,3622,Wal-Mart 1415 / Spirit Lake,A,2600 Hwy 71,Spirit Lake,IA,51360,10/01/2016,43.416609,-95.126532
234,3624,Wal-Mart 0748 / Newton,A,300 Iowa Speedway Dr,Newton,IA,50208,10/01/2016,41.698396,-93.01446
235,3625,Wal-Mart 0892 / Ankeny,A,1002 SE National Dr,Ankeny,IA,50021,10/01/2016,41.704864,-93.582151
236,3626,Wal-Mart 2714 / Spencer,A,500  11th St,Spencer,IA,51301,10/01/2016,43.126816,-95.152474
237,3628,Wal-Mart 1528 / Cedar Rapids,A,2645 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,10/01/2016,42.034748,-91.680734
238,3629,Wal-Mart 1965 / Council Bluffs,A,3200 Manawa Dr,Council Bluffs,IA,51503,10/01/2016,,
239,3632,Wal-Mart 2004 / Dubuque,A,4200 Dodge St,Dubuque,IA,52003,10/01/2016,42.489041,-90.736955
240,3635,Clark's Food Mart / Ogden,A,302 West Walnut St,Ogden,IA,50212,10/01/2016,42.039076,-94.031178
241,3644,Wal-Mart 2764 / Altoona,A,3501  8th St SW,Altoona,IA,50009,10/01/2016,41.644196,-93.505593
242,3645,Wal-Mart 1764 / Windsor Heights,A,1001  73rd St,Windsor Heights,IA,50311,10/01/2016,41.594758,-93.716953
243,3647,Wal-Mart 2889 / Clinton,A,2715 South 25th St,Clinton,IA,52732,10/01/2016,41.818693,-90.244743
244,3648,Fairbank Food Center,A,102  4th St North Box 434,Fairbank,IA,50629,10/01/2016,42.639631,-92.047352
245,3650,"Spirits, Stogies and Stuff",A,118 South Main St.,Holstein,IA,51025,10/01/2016,42.488703,-95.544794
246,3651,Wal-Mart 1491 / Indianola,A,1500 North Jefferson,Indianola,IA,50125,10/01/2016,41.374094,-93.558423
247,3652,Discount Liquors Of Ida Grove,A,604 W 2nd,Ida Grove,IA,51445,10/01/2016,42.339635,-95.463043
248,3654,The Beverage Shop / Belmond,A,207 E Main St,Belmond,IA,50421,10/01/2016,42.845901,-93.615247
249,3655,M and M Liquor Store,I,2763 FLOYD BLVD,Sioux City,IA,51104,10/01/2016,42.518725,-96.380931
250,3656,Target Store T-1767 / Ankeny,A,2135 SE Delaware Ave,Ankeny,IA,50021,10/01/2016,41.708563,-93.581201
251,3660,Wal-Mart 2935 / Knoxville,A,814 W Bell Ave,Knoxville,IA,50138,10/01/2016,41.306201,-93.107957
252,3663,Wal-Mart 1496 / Waterloo,A,1334 Flammang Dr,Waterloo,IA,50702,10/01/2016,42.460238,-92.330801
253,3664,Shade Tree Liquors,A,90 10th St S,Northwood,IA,50459,10/01/2016,43.443739,-93.218339
254,3666,Target Store T-1771 / Cedar Rapids,A,3400 Edgewood Rd SW,Cedar Rapids,IA,52404,10/01/2016,41.943526,-91.716086
255,3670,Wal-Mart 2827 / Coralville,A,2801 Commerce Dr,Coralville,IA,52241,10/01/2016,41.695806,-91.610774
256,3676,T and M Foods,A,107 E Traer,Greene,IA,50636,10/01/2016,42.895871,-92.801913
257,3677,Barb's Service,A,1290 Hwy 18,Everly,IA,51338,10/01/2016,43.183718,-95.329171
258,3678,"Smoke Shop, The",A,1918 SE 14th St,Des Moines,IA,50320,10/01/2016,41.570844,-93.597011
259,3679,FRANKLIN STREET FLORAL & GIFT,A,103 Franklin St,Monona,IA,52159,10/01/2016,43.055133,-91.390767
260,3682,Jumbo's,A,110 E Main St,Wesley,IA,50483,10/01/2016,43.088185,-93.989798
261,3688,Fredericksburg Food Center,A,100 W Main St,Fredericksburg,IA,50630,10/01/2016,42.965098,-92.199359
262,3690,Target Store T-1792 / Waterloo,A,1501 E San Marnan,Waterloo,IA,50702,10/01/2016,42.464521,-92.325387
263,3691,Target Store T-1791 / Urbandale,A,11148 Plum Dr,Urbandale,IA,50322,10/01/2016,41.64653,-93.769789
264,3695,Mrs. B's Liquor,A,623 S Marion St,Remsen,IA,51050,10/01/2016,42.808951,-95.977022
265,3696,Wal-Mart 1723 / Des Moines,A,5101 SE 14th St,Des Moines,IA,50315,10/01/2016,41.537606,-93.596758
266,3698,Ingersoll Wine Merchants,A,1300  50th St,West Des Moines,IA,50266,10/01/2016,41.590889,-93.771159
267,3700,Avoca Liquor,A,158 South Elm,Avoca,IA,51521,10/01/2016,41.476306,-95.339412
268,3704,Celtics Beverage Company,A,1122 Broadway,Emmetsburg,IA,50536,10/01/2016,43.10937,-94.678807
269,3705,Liquor Locker,A,507 1st Ave #100,Rock Rapids,IA,51246,10/01/2016,43.431837,-96.171905
270,3707,Target Store T-1768 / Cedar Rapids,A,1030 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,10/01/2016,42.035157,-91.649625
271,3710,New York Dollar Store,A,219 Main St,Columbus Junction,IA,52738,10/01/2016,41.279679,-91.360491
272,3712,Monte Spirits,A,109 N 4th St,Montezuma,IA,50171,10/01/2016,41.585429,-92.523692
273,3713,Wal-Mart 0810 / Mason City,A,4151  4th St SW,Mason City,IA,50401,10/01/2016,43.148239,-93.261648
274,3715,Kimberly Mart / Davenport,A,1714 E Kimberly Rd,Davenport,IA,52807,10/01/2016,41.556966,-90.550657
275,3717,The Liquor Stop / Sumner,A,201 W 1st St,Sumner,IA,50674,10/01/2016,42.847479,-92.099221
276,3719,Wal-Mart 0581 / Marshalltown,A,2802 S Center St,Marshalltown,IA,50158,10/01/2016,42.011986,-92.912318
277,3721,Wal-Mart 0913 / Decorah,A,1798 Old Stage Rd,Decorah,IA,52101,10/01/2016,43.290048,-91.753125
278,3722,Wal-Mart 1361 / Sioux City,A,3400 Singing Hills Blvd,Sioux City,IA,51106,10/01/2016,42.43609,-96.36432
279,3723,J D Spirits Liquor,A,1023  9th St,Onawa,IA,51040,10/01/2016,42.025841,-96.095845
280,3726,Wal-Mart 1285 / Ottumwa,A,1940 Venture Dr,Ottumwa,IA,52501,10/01/2016,41.014653,-92.456546
281,3728,Brewski's Beverage,A,726 Creek Top,Council Bluffs,IA,51503,10/01/2016,41.262315,-95.854804
282,3731,Wal-Mart 1241 / Davenport,A,5811 Elmore Ave,Davenport,IA,52807,10/01/2016,41.580238,-90.528864
283,3732,North Scott Foods,A,425 E Leclaire Rd,Eldridge,IA,52748,10/01/2016,41.654695,-90.577312
284,3735,C B Liquor,A,1202 A Ave East,Oskaloosa,IA,52577,10/01/2016,41.296286,-92.631487
285,3736,City Lounge,A,414 S 3rd Ave,Villisca,IA,50864,10/01/2016,40.928023,-94.977239
286,3738,Hartig Drug Company #4 / Dubuque,A,2225 Central Ave,Dubuque,IA,52001,10/01/2016,42.513893,-90.671564
287,3740,Hometown Foods / Waterloo,A,1010 E Mitchell Ave,Waterloo,IA,50702,10/01/2016,42.476639,-92.343118
288,3742,Wal-Mart 1625 / Lemars,A,1111 Holton Dr,Lemars,IA,51031,10/01/2016,42.781431,-96.185002
289,3744,Payless Foods / Dyersville,A,733 16th Ave SE,Dyersville,IA,52040,10/01/2016,42.470231,-91.115877
290,3747,T-N-T Liquor,I,110 South Main,Sigourney,IA,52591,10/01/2016,41.333293,-92.205105
291,3749,Wal-Mart 1526 / Storm Lake,A,1831 Lake Ave NW,Storm Lake,IA,50588,10/01/2016,42.663904,-95.200739
292,3756,Main Street Liquors / Manning,A,316 Main St,Manning,IA,51455,10/01/2016,41.908573,-95.065122
293,3757,Wal-Mart 3590 / Sioux City,A,3101 Floyd Blvd,Sioux City,IA,51108,10/01/2016,42.529334,-96.373595
294,3762,Wine and Spirits Gallery,A,7690 Hickman Rd,Windsor Heights,IA,50322,10/01/2016,41.61467,-93.722451
295,3763,Main Street Liquors / Hawarden,A,911 Central Ave,Hawarden,IA,51023,10/01/2016,42.9961,-96.485189
296,3766,Kolby's Liquor Store,I,419 W MILWAUKEE,New Hampton,IA,50659,10/01/2016,43.066629,-92.319884
297,3769,Wal-Mart 0753 / Cedar Fall,A,525 Brandilynn Blvd,Cedar Falls,IA,50613,10/01/2016,42.485042,-92.440394
298,3772,Shop N Save #1 / Mlk Pkwy,A,2127 M L KING JR PKWY,Des Moines,IA,50314,10/01/2016,41.613829,-93.645919
299,3773,Benz Distributing,A,501 7th Ave SE,Cedar Rapids,IA,52401,10/01/2016,41.975787,-91.659795
300,3774,Eagle Country Market / Dubuque,A,1800 Elm St,Dubuque,IA,52001,10/01/2016,42.511015,-90.665715
301,3776,Wal-Mart 5115 / Davenport,A,3101 West Kimberly Rd,Davenport,IA,52806,10/01/2016,41.559251,-90.62129
302,3778,Family Pantry,A,4538 Lower Beaver Rd,Des Moines,IA,50310,10/01/2016,41.638673,-93.665871
303,3779,"Station Wine and Spirits, T",I,2324 N 15TH ST,Fort Dodge,IA,50501,10/01/2016,42.529612,-94.177993
304,3782,Bender Foods / Guttenberg,A,619 S Hwy 52,Guttenberg,IA,52052,10/01/2016,42.77964,-91.100489
305,3783,Dyno's Wine and Spirits / Pocahontas,A,14 1/2 E Elm,Pocahontas,IA,50574,10/01/2016,42.732607,-94.667312
306,3784,Hartig Drug #14 / Independence,A,200  1st St East,Independence,IA,50644,10/01/2016,42.468721,-91.893016
307,3785,Southside Tobacco and Liquor,I,2424 SW 9th St,Des Moines,IA,50315,10/01/2016,41.56373,-93.624729
308,3789,Wal-Mart 1393 / Oskaloosa,A,2203 A Avenue West,Oskaloosa,IA,52577,10/01/2016,41.298516,-92.669924
309,3790,Wal-Mart 0784 / Mt Pleasan,A,1045 N Grand Ave,Mt Pleasant,IA,52641,10/01/2016,40.978416,-91.539034
310,3803,Strawberry Foods and Deli,A,128 W Mission,Strawberry Point,IA,52076,10/01/2016,42.683739,-91.535782
311,3805,Washington Street Mini Mart,A,1601 Washington St,Davenport,IA,52084,10/01/2016,41.535982,-90.596253
312,3806,Target Store T-1901 / Wdm,A,5405 Mills Civic Pkwy,West Des Moines,IA,50266,10/01/2016,41.559272,-93.779823
313,3808,Thriftway,A,300  4th St,La Porte City,IA,50651,10/01/2016,42.315788,-92.189842
314,3811,Wal-Mart 1431 / Keokuk,A,300 North Park Dr,Keokuk,IA,52632,10/01/2016,40.418589,-91.407263
315,3813,CGI Foods,A,104 North Fillmore,Mount Ayr,IA,50854,10/01/2016,40.714826,-94.238806
316,3814,Costco Wholesale #788,A,7205 Mills Civic Pkwy,West Des Moines,IA,50266,10/01/2016,41.561375,-93.806147
317,3818,Round Window Liquor,A,703 W Pleasant St,Knoxville,IA,50138,10/01/2016,41.320746,-93.105641
318,3819,Quillins Decorah,A,915 Short St,Decorah,IA,52101,10/01/2016,43.291095,-91.797532
319,3820,"Charlie's Wine and Spirits,",A,507 W 19th St,Sioux City,IA,51103,10/01/2016,42.510535,-96.420193
320,3822,The Secret Cellar,A,1205 Curtis Br Rd NE,Swisher,IA,52338,10/01/2016,41.847398,-91.646067
321,3825,Shop N Save #2 / E 14th,A,1372 E 14th St,Des Moines,IA,50316,10/01/2016,41.604893,-93.600499
322,3826,Lakeside Hotel & Casino,A,777 Casino Dr,Osceola,IA,50213,10/01/2016,41.038156,-93.799151
323,3829,Gary's Foods / Mt Vernon,A,715  1st Ave S,Mount Vernon,IA,52314,10/01/2016,41.91709,-91.429428
324,3830,Wal-Mart 1435 / Creston,A,806 Laurel St,Creston,IA,50801,10/01/2016,41.047715,-94.372464
325,3831,The Market Of Madrid,A,301 Annex Rd,Madrid,IA,50156,10/01/2016,41.87894,-93.815365
326,3833,Wal-Mart 3394 / Atlantic,A,1905 East 7th St,Atlantic,IA,50022,10/01/2016,41.403856,-94.986741
327,3838,Schnucks / Bettendorf,A,858 Middle Rd,Bettendorf,IA,52722,10/01/2016,41.539421,-90.520013
328,3841,Hartig Drug Company #2 / Locust,A,157 Locust St,Dubuque,IA,52001,10/01/2016,42.49537,-90.665473
329,3842,Bancroft Liquor Store,A,107 N Portland St Po Bx 222,Bancroft,IA,50517,10/01/2016,43.29355,-94.218
330,3845,Otho Convenience and Food,A,210 North Hwy,Otho,IA,50569,10/01/2016,42.422303,-94.150427
331,3849,Hartig Drug Co #6 / Dyersville,A,711  16th Ave SE,Dyersville,IA,52040,10/01/2016,42.4704,-91.117372
332,3853,Ram Liquor Mart,A,3108 West Central Park Ave #2,Davenport,IA,52804,10/01/2016,41.545421,-90.620282
333,3855,Dyno's Wine and Spirits / Storm Lake,A,1201 1/2 Lakeshore Dr,Storm Lake,IA,50588,10/01/2016,42.634858,-95.185743
334,3857,Quillins Food Ranch / Waukon,A,9th St SW B,Waukon,IA,52172,10/01/2016,,
335,3858,Harolds Jack N Jill / Davenport,A,6723 NW Blvd Unit 2,Davenport,IA,52806,10/01/2016,41.589369,-90.609747
336,3859,Wal-Mart 0750 / Independence,A,302 Enterprise Dr SW,Independence,IA,50644,10/01/2016,42.450709,-91.892924
337,3864,Hometown Foods / Schaller,I,201 S Main St Po Bx 40,Schaller,IA,51053,10/01/2016,42.499481,-95.29346
338,3866,Target Store T-1170 / Ames,A,320 S Duff,Ames,IA,50010,10/01/2016,42.019875,-93.610363
339,3868,Wal-Mart 3630 / Marion,A,5491 Business Hwy 151,Marion,IA,52302,10/01/2016,42.035664,-91.552543
340,3869,Bootleggin' Barzini's Fin,A,412  1st Ave,Coralville,IA,52241,10/01/2016,41.672672,-91.565517
341,3870,Target Store T-1939 / Altoona,A,3414 8th St SW,Altoona,IA,50009,10/01/2016,41.644036,-93.504184
342,3871,Target Store T-0069 / Wdm,A,1800  35th St,West Des Moines,IA,50266,10/01/2016,41.598813,-93.751998
343,3872,Target Store T-0086 / Dubuque,A,3500 Dodge St,Dubuque,IA,52003,10/01/2016,42.491944,-90.720589
344,3873,Target Store T-1113 / Coralville,A,1441 Coral Ridge Ave,Coralville,IA,52241,10/01/2016,41.690672,-91.608414
345,3876,Affiliated Foods Of Manson,A,1101 MAIN ST PO BOX 535,Manson,IA,50563,10/01/2016,42.530636,-94.534319
346,3877,Target Store T-2041 / Des Moines,A,5901 Douglas Ave,Des Moines,IA,50322,10/01/2016,41.62953,-93.699282
347,3879,Target Store T-1800 / Sioux City,A,5775 Sunnybrook Dr,Sioux City,IA,51106,10/01/2016,42.448013,-96.331662
348,3880,Target Store T-2454 / Council Bluffs,A,3804 Metro Dr,Council Bluffs,IA,51503,10/01/2016,41.220324,-95.836926
349,3881,7 Rayos Liquor Store,A,120 E Main St,Marshalltown,IA,50158,10/01/2016,42.049166,-92.9104
350,3882,Kwik Shop #579 / Davenport,A,2805 Telegraph Rd,Davenport,IA,52802,10/01/2016,41.519024,-90.621672
351,3886,Wal-Mart 0646 / Anamosa,A,101  115 St,Anamosa,IA,52205,10/01/2016,42.103091,-91.2856
352,3888,Wal-Mart 0647 / Grinnell,A,415 Industrial Ave,Grinnell,IA,50112,10/01/2016,41.720919,-92.730259
353,3889,Wal-Mart 1005 / Waverly,A,700  29 St SW,Waverly,IA,50677,10/01/2016,42.700321,-92.478899
354,3890,Smokin' Joe's #7 Tobacco and Liquor Outlet,A,904  1st Ave NW,Cedar Rapids,IA,52405,10/01/2016,41.972738,-91.683753
355,3891,"Wild Rose Emmetsburg, Llc",A,777 Main St,Emmetsburg,IA,50536,10/01/2016,43.111987,-94.663246
356,3894,Smokin' Joe's #6 Tobacco and Liquor Outlet,I,1404  1ST AVE NE,Cedar Rapids,IA,52402,10/01/2016,41.987238,-91.653781
357,3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,A,1901 Broadway St,Iowa City,IA,52240,10/01/2016,41.641292,-91.520353
358,3899,Wal-Mart 3762 / WDM,A,6365 Stagecoach Dr,West Des Moines,IA,50266,10/01/2016,41.559117,-93.79515
359,3901,Target Store T-0878 / Fort Dodge,A,2910  1 Ave S,Fort Dodge,IA,50501,10/01/2016,42.505335,-94.157366
360,3907,Smokin' Joe's #16 Tobacco and Liquor Outlet,A,1504 Park Ave,Muscatine,IA,52761,10/01/2016,41.442458,-91.030569
361,3908,County Market #214 / Fort Madison,I,11802 Avenue H,Fort Madison,IA,52627,10/01/2016,,
362,3909,D And S Grocery,A,104 SE  A St,Melcher-dallas,IA,50163,10/01/2016,41.222471,-93.241634
363,3910,Riverside Casino And Resort,A,3184 Highway 22,Riverside,IA,52327,10/01/2016,41.496305,-91.525607
364,3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,A,225 Edgewood Rd,Cedar Rapids,IA,52405,10/01/2016,41.973736,-91.715944
365,3916,Smokin' Joe's #5 Tobacco and Liquor Outlet,A,1115 Albia Rd,Ottumwa,IA,52501,10/01/2016,41.009334,-92.437188
366,3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,A,1606 W Locust St,Davenport,IA,52804,10/01/2016,41.538254,-90.599037
367,3918,Smokin' Joe's #1 Tobacco and Liquor Outlet,A,3120 Rockingham Rd,Davenport,IA,52802,10/01/2016,41.510082,-90.621541
368,3920,Smokin' Joe's #11 Tobacco and Liquor Outlet,A,1606 Camanche Ave,Clinton,IA,52732,10/01/2016,41.827768,-90.204863
369,3926,Liquor Downtown / Iowa City,A,315 S Gilbert St,Iowa City,IA,52240,10/01/2016,41.657654,-91.530181
370,3928,Smokin' Joe's #12 Tobacco and Liquor Outlet,A,465 Hwy 965 Unit G,North Liberty,IA,52317,10/01/2016,41.739524,-91.60759
371,3930,Kuennen's Liquor Store,A,106 W Mains St Po Box 142,St Lucas,IA,52166,10/01/2016,41.029027,-93.457515
372,3932,Main Street Spirits / Mapleton,A,311 Main St,Mapleton,IA,51034,10/01/2016,42.165915,-95.79375
373,3934,Wal-Mart 1509 / Maquoketa,A,103 E Carlisle,Maquoketa,IA,52060,10/01/2016,42.04869,-90.66292
374,3942,Twin Town Liquor,A,104 Highway 30 West,Toledo,IA,52342,10/01/2016,41.985883,-92.579235
375,3943,Good and Quick Co,A,519 Lincolnway,Nevada,IA,50201,10/01/2016,,
376,3944,Sam's Club 4973 / Dubuque,A,4400 Asbury Rd,Dubuque,IA,52002,10/01/2016,42.515282,-90.736175
377,3947,Seaton's Flag Foods,I,122 A EAST FRONT ST,Brooklyn,IA,52211,10/01/2016,41.728699,-92.444377
378,3949,Wal-Mart 0751 / Pella,A,1650 Washington St,Pella,IA,50219,10/01/2016,41.410379,-92.933676
379,3950,Hometown Foods / State Center,A,120 E Main St,State Center,IA,50247,10/01/2016,42.016845,-93.162349
380,3952,Lot-A-Spirits,A,3780 State St,Bettendorf,IA,52722,10/01/2016,41.529655,-90.48065
381,3957,Karl's Grocery Store,A,101 West Madison,Edgewood,IA,52042,10/01/2016,42.64539,-91.401487
382,3959,Hartig Drug Company #8 / University / Dubuque,A,1600 University Ave,Dubuque,IA,52001,10/01/2016,42.49833,-90.687636
383,3963,Tobacco Hut #14 / Council Bluffs,A,1925 W Broadway,Council Bluffs,IA,51501,10/01/2016,41.261866,-95.873074
384,3964,Sioux Food Center of Sioux Rapids,A,621 Hwy 71,Sioux Rapids,IA,50585,10/01/2016,42.88888,-95.152671
385,3968,Monroe Liquor,A,105 W Sherman Po Bx 1023,Monroe,IA,50170,10/01/2016,41.517257,-93.103463
386,3970,"The Liquor Cabinet, Inc.",I,"835 6 ST, STE 1",Nevada,IA,50201,10/01/2016,42.019292,-93.452277
387,3972,Hometown Foods / Hubbard,A,210 Maple St Box 295,Hubbard,IA,50122,10/01/2016,,
388,3973,Mmdg Spirits / Ames,A,126a Welch Ave,Ames,IA,50014,10/01/2016,42.021789,-93.650131
389,3980,Wal-Mart 1721 / Iowa City,A,919 Hwy 1 West,Iowa City,IA,52246,10/01/2016,41.646447,-91.552665
390,3981,Wal-Mart 1152 / Sioux Center,A,255 16th St SW,Sioux Center,IA,51250,10/01/2016,43.060881,-96.179835
391,3986,Siouxland Beverage,A,1203 5 St,Sioux City,IA,51101,10/01/2016,42.495324,-96.394671
392,3987,Wine and Spirits Shoppe Of,A,111 S Phillips St,Algona,IA,50511,10/01/2016,43.068032,-94.226874
