,Zip Code,Predicted Total Sales,Predicted Dollar/liter,Store Count,Area (sqkm),Stores per sqkm,Zip Sales - Total,Dollar per liter
4428,50533,425821.04962,12.6152880531,2.0,258.50312,0.00773685052621,404737.68,11.3566584733
4452,50535,119898.994221,15.2602322792,1.0,158.492375,0.00630945179539,19580.64,11.9452415813
4460,50536,580777.275059,13.0044863838,6.0,370.232494,0.0162060329583,535085.85,13.1602327143
4518,50538,51792.7395971,8.36575553038,,,,,
4519,50539,-51358.2144855,8.67456879173,,,,,
4520,50541,14400.785573,7.47617487262,1.0,237.749663,0.00420610480529,13273.2,8.93818181818
4529,50542,177596.329811,12.3859186131,1.0,172.884137,0.00578422067723,5131.2,12.2171428571
4534,50543,113839.446401,22.2035325457,2.0,212.824794,0.0093974013197,114750.96,14.1609634558
4549,50544,15010.4423476,-5.06887083103,,,,,
4550,50545,-152716.57991,12.5658221532,,,,,
4551,50546,-123286.152229,17.917524299,,,,,
4552,50548,563290.964643,12.4958243876,2.0,323.465219,0.00618304498451,555671.76,13.5120250247
4576,50551,18533.1072594,-30.2141303427,,,,,
4577,50554,187159.71293,13.4366626939,2.0,232.762069,0.00859246529554,123808.08,9.78531255631
4595,50556,-79020.3422324,16.8294780045,,,,,
4596,50557,186087.031069,11.7306178387,,,,,
4597,50558,-111736.247853,12.8664788553,,,,,
4598,50559,-26477.3682755,8.24715288634,,,,,
4599,50561,71700.9044105,45.4213792679,,,,,
4600,50562,-44788.3325382,17.1574729952,,,,,
4601,50563,212882.280087,14.0275906368,3.0,253.318021,0.0118428210838,122421.09,13.4995219743
4626,50565,39667.7925001,13.1867982427,,,,,
4627,50566,-96019.2817806,12.2796752832,,,,,
4628,50567,61514.8308047,-117.780238637,,,,,
4629,50568,175988.891623,15.7346030995,,,,,
4630,50569,253145.091776,10.8361069833,1.0,54.889709,0.018218351276,14880.48,12.039223301
4638,50571,-91400.1758156,18.3126843582,,,,,
4639,50573,-102217.891262,22.2558722842,,,,,
4640,50574,227435.777486,16.4971948916,1.0,288.134473,0.00347060172838,258333.24,10.7863205467
4652,50575,66914.8338088,27.5732360122,,,,,
4653,50576,133266.090655,31.5541355526,,,,,
4654,50577,96599.1277598,42.7883460889,,,,,
4655,50578,163163.436002,15.8537275543,,,,,
4656,50579,257563.615996,14.2938629915,3.0,359.119951,0.00835375475978,50626.5,9.61928702532
4681,50581,30698.1785186,15.4022324926,1.0,246.722485,0.00405313686752,14097.06,12.1186847195
4690,50582,-56464.912411,25.3691260888,,,,,
4691,50583,385303.744378,12.5455879206,2.0,306.359541,0.00652827717874,364711.68,11.8684624667
4715,50585,89699.2127868,9.36003927636,2.0,165.291906,0.0120998060244,93110.52,11.5298007341
4732,50586,-8460.07562468,-2.22947842302,,,,,
4733,50588,1141306.20856,13.0078372094,10.0,368.993698,0.0271007338451,1939427.94,14.9601402163
4827,50591,2008.90344845,-1.2121342808,,,,,
4828,50593,52018.2969573,4.89592679774,,,,,
4829,50594,77250.3133746,9.90508853274,,,,,
4830,50595,1023372.95756,12.8137208592,5.0,399.609138,0.0125122263846,841035.08,12.3828949441
4888,50597,59739.0654695,22.2648516364,1.0,214.240511,0.00466765130149,128172.84,10.2217065095
4900,50598,223415.511676,17.9169053654,,,,,
4901,50599,-18663.8757709,-3.89594938548,,,,,
4902,50601,147086.841312,11.5750599964,2.0,368.01212,0.00543460362121,67971.32,11.6384065093
4925,50602,169751.122981,11.3949345175,3.0,207.455662,0.0144609212931,97468.2,9.91861033093
4957,50603,155052.219203,10.433748137,,,,,
4958,50604,142226.207525,12.078199745,,,,,
4959,50605,49798.2160104,6.09003224595,,,,,
4960,50606,69468.710259,18.8725080557,1.0,184.315162,0.00542548962955,24856.37,9.81952894142
4971,50607,188337.028792,16.3534916699,,,,,
4972,50609,189595.96511,14.8438130712,,,,,
4973,50611,233001.021952,8.70805230337,,,,,
4974,50612,35290.434563,-3.25597960689,,,,,
4975,50613,3698179.73541,13.6001786863,16.0,329.972902,0.0484888301525,4421267.86,13.8745025754
5160,50616,670089.368979,12.3306812229,5.0,448.105088,0.011158096915,1109007.04,12.7892855759
5204,50619,211150.172573,10.4773178875,2.0,230.86623,0.00866302533723,56410.01,12.45930682
5224,50621,199263.671007,17.8272530279,2.0,165.399151,0.0120919604962,56301.9,11.6529443906
5246,50622,160694.390673,18.5745032666,2.0,64.857976,0.0308366082839,118354.76,10.8367601817
5260,50624,178670.199397,16.7788601068,,,,,
5261,50625,1137.0343558,1.1958716666,,,,,
5262,50626,73864.6326602,13.9544345124,,,,,
5263,50627,67638.7030781,6.76858598747,3.0,277.223505,0.0108215932123,272238.69,11.5139880148
5296,50628,-42544.576086,-320.895346659,1.0,289.356789,0.00345594103202,81807.22,13.6974307026
5307,50629,264899.124991,15.4899650052,1.0,205.328666,0.00487024057323,51536.52,11.2944378698
5319,50632,134118.14389,12.4456676996,,,,,
5321,50633,6596.40407495,-8.39500284797,,,,,
5322,50634,211823.548047,13.6101483308,,,,,
5323,50635,143804.246025,13.6036278378,1.0,217.592812,0.00459574004678,35348.17,11.5488589398
5334,50636,7923.28112608,131.645718345,1.0,313.519052,0.0031895988254,47269.92,11.1081157295
5346,50638,403970.32011,13.3976326381,4.0,245.826479,0.0162716401271,229223.23,11.9198058288
5382,50641,365933.748619,14.9388970163,1.0,123.019787,0.00812877362566,37078.58,13.3814211989
5393,50642,64699.6626711,9.98666007164,,,,,
5394,50643,122142.798374,17.7893632487,2.0,163.108458,0.0122617798275,38841.29,13.2309896002
5404,50644,654180.9433,12.3824236878,4.0,372.595201,0.0107355113251,1142757.24,12.7670447766
5452,50645,190313.466651,12.9404649097,,,,,
5453,50647,198277.130184,11.171438648,1.0,79.06534,0.0126477670241,206289.72,14.3011247359
5465,50648,179906.720516,9.67836619165,1.0,223.212718,0.00448003146487,90247.2,12.2635140644
5477,50651,340232.032895,13.4231616106,1.0,294.627077,0.00339412117237,140857.92,12.3047958488
5489,50652,131074.400638,11.6338875933,,,,,
5490,50653,53655.2555968,6.11577341404,,,,,
5491,50654,160052.116422,12.8170885837,,,,,
5492,50655,201305.748214,17.6108237098,,,,,
5493,50658,234839.63445,12.9685335195,1.0,187.097603,0.00534480390965,58550.88,12.6552716898
5505,50659,600273.813422,12.2856638064,2.0,403.802766,0.00495291307638,251743.2,10.6181512656
5529,50662,871576.810362,13.6619085035,5.0,176.049517,0.0284011003563,866647.52,12.7299897766
5571,50665,327006.588586,13.3105040103,1.0,253.290828,0.00394803083829,87067.8,11.094266055
5583,50666,242110.69061,10.6409237201,,,,,
5584,50667,-38652.518919,-17.4481560648,1.0,5.217793,0.191651911067,66282.04,16.0013808854
5595,50668,99877.7021696,11.2062336953,,,,,
5596,50669,160742.905324,13.125115442,1.0,239.750053,0.00417101054822,29491.02,11.7447311828
5605,50671,-18415.4345016,-17.9090319789,,,,,
5606,50672,80561.4840639,34.9829928236,,,,,
5607,50673,35102.5257593,5.89631285312,,,,,
5608,50674,159675.29048,12.3497348275,1.0,408.690075,0.00244684190092,108274.32,13.1618747538
5620,50675,325965.130915,12.7630531742,2.0,287.237436,0.00696288070194,112497.72,11.9966344759
5642,50676,134919.835335,11.2362804021,1.0,148.867149,0.00671739874591,199040.4,11.3337387597
5654,50677,865161.530797,13.1802207181,5.0,325.186841,0.015375775922,1565152.74,12.9050618195
5709,50681,71391.9379316,9.92772520001,,,,,
5710,50682,213587.517259,15.7815845309,2.0,220.98261,0.00905048591833,53649.04,14.4072614971
5731,50701,2639570.11726,14.3793367854,14.0,214.718743,0.0652015739492,2483492.66,14.4494194062
5852,50702,2572358.92809,13.5538349085,16.0,25.60849,0.624792793328,2834825.22,14.5673798014
6016,50703,2842255.87068,17.0108808123,16.0,244.724015,0.0653797707593,3308874.47,16.866212575
6180,50707,1163279.78866,14.0118466199,6.0,25.361881,0.236575512676,556021.8,13.6769709747
6249,50801,676580.658547,12.0518629507,5.0,545.028688,0.00917382902971,1056698.82,14.0669960906
6305,50833,185857.826512,14.7961050243,1.0,536.325319,0.00186453998082,73566.12,13.1477009522
6317,50835,-360619.681104,20.3057486695,,,,,
6318,50836,39757.5840382,5.04729458951,,,,,
6319,50837,55864.2218181,14.9238763388,,,,,
6320,50841,370116.313619,13.0768011784,1.0,610.836196,0.001637100104,122941.68,12.4594298779
6332,50843,94907.1816841,16.2847661589,,,,,
6333,50845,57278.9150655,20.7748617483,,,,,
6334,50846,142643.382631,10.0582590549,1.0,238.867152,0.00418642744148,77941.08,13.5103276131
6346,50847,197129.684176,11.8843055144,,,,,
6347,50848,-40606.3132728,82.0462832343,,,,,
6348,50849,349137.135879,10.966914016,3.0,304.431532,0.00985443255595,142461.78,12.2882324781
6371,50851,148312.47434,12.7362304074,2.0,335.214398,0.00596633083762,39376.2,13.0861415753
6383,50853,137497.065467,15.1848329284,,,,,
6384,50854,255423.37013,12.6040801347,3.0,350.941226,0.00854843996014,172702.68,11.6237047208
6412,50857,-67462.9585594,7.91148964185,,,,,
6413,50858,127212.097482,13.3741849811,,,,,
6414,50859,-19214.0180678,-7.50487435163,,,,,
6415,50861,-17579.4295573,-3.8008001212,,,,,
6416,50862,-210660.78126,11.8936047828,,,,,
6417,50863,43672.3260472,19.4716177451,,,,,
6418,50864,179752.132151,12.8553849405,1.0,377.642994,0.0026480035798,6123.0,12.4831804281
6424,51001,267568.106682,15.2092275161,1.0,360.862327,0.00277113992007,51783.48,12.567097676
6436,51002,229293.78355,16.9185281081,1.0,297.148464,0.00336532111436,10388.16,12.0862827225
6442,51003,320786.958306,17.3977585785,,,,,
6443,51004,173031.965316,18.2930466184,1.0,212.848541,0.00469817643711,113425.32,12.2765835855
6455,51005,269419.620882,15.1549240339,1.0,244.17026,0.00409550286755,10519.74,10.7729032258
6462,51006,-62924.9702959,11.3991628645,,,,,
6463,51007,264177.046366,11.5004693622,,,,,
6464,51008,-29144.4391486,-9.32030061282,,,,,
6465,51011,198753.652812,10.8047689012,,,,,
6466,51012,489081.074374,12.4634017081,5.0,386.838104,0.0129253037596,699747.96,12.6412437972
6515,51014,29056.1529926,4.77143960783,,,,,
6516,51016,181566.393796,12.5420477305,,,,,
6517,51018,118051.920427,27.1517025376,,,,,
6518,51019,142359.056876,11.6045834583,,,,,
6519,51022,150985.969646,11.7207599463,,,,,
6520,51023,265817.470437,14.6944367813,1.0,271.44549,0.00368398089797,162008.16,12.7096324748
6532,51024,127900.656153,21.6483543893,,,,,
6533,51025,275635.751351,13.8863868655,1.0,278.402985,0.00359191551053,285076.8,14.8756418284
6545,51026,89670.1679048,57.9900777555,,,,,
6546,51027,106023.922607,17.1253612635,1.0,239.835719,0.00416952072097,29264.52,16.7608934708
6558,51028,316698.19981,15.6627344058,1.0,328.930974,0.00304015151823,51538.32,11.4300998004
6570,51029,175237.996065,13.7772687339,,,,,
