,Zip Code,Predicted Total Sales,Predicted Dollar/liter,Store Count,Area (sqkm),Stores per sqkm,Zip Sales - Total,Dollar per liter
6571,51031,1038262.78718,12.7327264699,4.0,605.111843,0.00661034822946,1423222.08,13.7939751736
6619,51033,35614.0401762,-12.7790252375,,,,,
6620,51034,49887.8373384,13.4297924776,1.0,290.876284,0.00343788770349,273912.48,12.6996183334
6632,51035,180791.292968,18.1502478946,1.0,278.97681,0.00358452733043,48244.68,11.6786928105
6644,51036,110612.65092,10.6010215026,,,,,
6645,51037,178163.600223,9.61374991096,,,,,
6646,51038,178340.851557,16.2751966068,1.0,233.828323,0.00427664188482,1595.88,13.9074509804
6649,51039,477886.923252,14.118952361,,,,,
6650,51041,1114780.64609,13.8674094655,2.0,184.491043,0.010840634686,539026.89,12.0226346591
6671,51044,178349.238298,8.22103377456,,,,,
6672,51046,192604.31696,13.8474760174,2.0,240.918039,0.00830157844677,100358.57,11.0966771414
6695,51047,108261.819381,15.2955836536,,,,,
6696,51048,161205.829279,14.5266402577,,,,,
6697,51049,20247.9572937,8.80492064729,,,,,
6698,51051,386812.775073,11.9217537986,,,,,
6699,51052,205339.377731,16.9834007136,,,,,
6700,51053,209818.641684,15.2514547985,1.0,195.513267,0.00511474241797,5281.85,11.6404407713
6705,51054,482879.981463,13.2944822072,2.0,106.329025,0.0188095395401,280187.04,13.6223147921
6729,51055,240070.886485,14.1744448214,1.0,174.692448,0.00572434590876,111736.32,13.8526860764
6741,51056,-44085.9223556,-14.5128268629,,,,,
6742,51058,-7788.99860492,-5.79547407026,1.0,214.786027,0.0046557963475,31935.0,13.30625
6752,51061,9641.11927709,-3.9875157697,,,,,
6753,51062,143908.874073,13.1083497416,,,,,
6754,51063,124781.555822,17.6446448157,,,,,
6755,51101,504040.601458,14.2481441044,5.0,3.138764,1.592983735,637098.87,17.4328077761
6799,51103,433532.778032,16.3582422542,4.0,27.86321,0.14355847729,412343.69,16.6273047628
6845,51104,1212134.7853,13.9115740088,5.0,20.00953,0.249880931736,262630.44,14.2888471771
6900,51105,272530.648552,12.799475074,3.0,15.825592,0.189566368197,1225747.8,13.8483986556
6936,51106,2282186.30859,13.7446351935,12.0,81.702782,0.146873823709,2212881.05,14.2872779833
7069,51108,625167.149581,15.6185122172,3.0,116.455967,0.0257608096629,890409.13,12.6792561295
7104,51109,420420.318351,13.4637915093,2.0,49.159557,0.0406838491242,137848.04,12.7121525664
7124,51111,226987.063715,9.15391895538,,,,,
7125,51201,789092.757045,12.4523007694,3.0,295.817592,0.0101413846949,1183245.52,13.0540189651
7159,51231,-7994.40528949,-1.4183359846,,,,,
7160,51232,158687.180645,10.4676103256,,,,,
7161,51234,223441.488207,12.3769987096,,,,,
7162,51235,330756.199237,12.4133274536,,,,,
7163,51237,326640.405382,15.437763646,1.0,249.759921,0.00400384495637,50770.44,14.963818349
7175,51238,219974.17357,12.6718342258,1.0,118.831336,0.00841528870802,16123.6,12.5074469405
7183,51239,327799.891753,13.9860133292,,,,,
7184,51241,228139.435717,12.622619709,3.0,232.767886,0.0128883758475,290439.12,14.3447977478
7220,51242,417361.995199,12.0782066001,,,,,
7221,51243,107727.742471,15.3764579556,,,,,
7222,51244,89358.8091602,4.91339164155,,,,,
7223,51245,72687.5705072,58.4489756303,1.0,203.413241,0.00491610081568,103158.12,14.799879487
7235,51246,388302.177571,13.7494546613,2.0,424.515402,0.00471125426917,431814.24,13.4362344437
7259,51247,605022.241858,13.7496785721,1.0,289.650577,0.00345243572568,114493.68,12.6389455557
7271,51248,149570.326612,13.231133115,1.0,214.49695,0.00466207095252,78015.48,12.0122870552
7283,51249,255991.850066,12.7292365045,2.0,324.74321,0.00615871229455,293480.4,13.4727616277
7307,51301,1177322.19244,11.9111382955,7.0,406.942409,0.0172014512255,1718452.5,12.0928498987
7376,51331,319964.375054,12.7188083528,3.0,7.12251,0.421199829835,467415.47,14.7023954927
7407,51333,4229.15781149,2.69875410742,,,,,
7408,51334,799415.435574,12.4281400766,3.0,491.781068,0.00610027549902,666660.45,12.1763086884
7443,51338,231819.230277,15.0753458335,1.0,189.29993,0.00528262213304,2294.04,10.1957333333
7447,51341,432875.282197,9.73385207565,,,,,
7448,51342,316445.098886,14.0245052063,1.0,214.231634,0.00466784471242,63328.32,11.6049697636
7460,51343,169981.095966,14.5320213933,,,,,
7461,51345,94321.1542411,12.4865013211,,,,,
7462,51346,336501.001612,12.7705849226,2.0,377.358581,0.00529999872986,200990.64,10.8987636648
7486,51347,312589.47994,13.5125593987,2.0,223.92845,0.00893142430093,16145.52,11.9596444444
7494,51351,556117.32069,14.3597796684,2.0,278.931975,0.00717020700119,9382.92,11.661595824
7512,51354,18703.3011013,35.2086817118,,,,,
7513,51355,455566.660875,19.6760057869,1.0,11.052693,0.0904756876899,27996.9,17.2959164762
7523,51357,231217.163044,12.5138686173,,,,,
7524,51358,259249.164294,14.2415398758,1.0,202.954357,0.00492721622133,35056.68,10.7999630314
7536,51363,40897.0696943,7.40591705306,,,,,
7537,51364,145272.313013,11.2173570468,,,,,
7538,51365,68658.6566993,33.4350413156,,,,,
7539,51366,46440.8635884,-71.8509710653,,,,,
7540,51401,1117462.96661,12.6238134846,6.0,454.121,0.0132123376809,649086.12,11.0576098289
7598,51431,73643.3131766,27.2713331163,,,,,
7599,51433,202607.917881,11.3677521512,,,,,
7600,51436,191827.768205,18.5115805213,,,,,
7601,51439,58396.7751867,12.0577187707,,,,,
7602,51441,95235.0695014,6.40170914271,,,,,
7603,51442,405159.344735,12.4449025258,5.0,448.677639,0.01114385823,1265441.85,11.9230581152
7650,51443,135077.803954,13.203291016,2.0,276.442701,0.00723477231544,34105.69,15.0147436913
7662,51444,313828.959413,12.5315011357,,,,,
7663,51445,290881.891884,14.0829009853,3.0,327.873042,0.00914988308188,374376.64,11.6108461498
7692,51446,126771.636176,19.123667848,,,,,
7693,51447,-42071.4880054,-103.564285931,,,,,
7694,51448,91227.6929661,12.823563111,,,,,
7695,51449,205356.030687,13.559196216,1.0,232.944822,0.00429286210964,118575.96,11.118233474
7707,51451,73695.9506443,13.9271874288,,,,,
7708,51453,149643.297816,32.7447023167,1.0,223.339647,0.00447748536112,139.5,15.5
7709,51454,153610.831704,13.1419981486,,,,,
7710,51455,191077.946855,13.467484503,1.0,287.004925,0.00348426076661,135168.0,13.8924518994
7722,51458,-20170.5457773,3.41568936883,,,,,
7723,51459,433137.900359,318.007601894,,,,,
7724,51461,15310.3462316,3.43501566954,1.0,130.196128,0.00768071996734,119019.48,14.2657892844
7736,51462,146376.476035,16.3591229982,1.0,281.553969,0.00355171693566,10964.8,12.4826958106
7744,51463,169535.233255,15.4343064611,,,,,
7745,51465,144500.499299,11.0494861146,,,,,
7746,51466,221144.090901,14.1394526855,1.0,134.548626,0.00743225724208,13701.12,16.5472463768
7754,51467,194047.926767,13.2671219256,,,,,
7755,51501,3010762.31129,14.3964374706,26.0,68.663347,0.378659082844,3210879.14,14.8068074219
8007,51503,2256121.64834,13.0708825199,15.0,311.311378,0.048183269421,2427395.66,13.0209797787
8157,51521,306342.32815,13.1834210093,2.0,223.26416,0.00895799845349,423056.28,14.5143147685
8181,51523,-123056.782851,11.5650948632,,,,,
8182,51525,288486.864403,12.5661993958,,,,,
8183,51526,53713.9685444,9.80561061738,1.0,111.333068,0.00898205733448,14769.93,14.6384764812
8190,51527,42747.6594327,19.614695611,,,,,
8191,51528,-15529.0846334,-7.50111280531,,,,,
8192,51529,224272.850664,15.9756623613,1.0,333.953737,0.00299442674001,182603.88,14.8763222211
8204,51531,-249750.813776,13.7736327208,,,,,
8205,51532,93709.8352582,10.6830064343,,,,,
8206,51533,155112.594531,14.9579750967,,,,,
8207,51534,552324.023074,12.6446938889,4.0,260.80305,0.0153372439471,359065.8,11.9865281425
8253,51535,235415.109596,15.3686378894,1.0,337.126792,0.00296624303891,841.62,12.1973913043
8255,51536,51166.7850767,14.0588569142,,,,,
8256,51537,527371.353623,12.1140307504,4.0,422.332929,0.00947120085917,1100760.06,11.8619964827
8301,51541,-72808.270753,11.2994387519,,,,,
8302,51542,220453.0352,14.5872038907,,,,,
8303,51543,220820.842101,14.3904370569,,,,,
8304,51544,92894.7512108,10.5582764583,,,,,
8305,51545,-72857.7670861,38.7822346511,,,,,
8306,51546,315038.329393,12.5988263795,2.0,293.310022,0.00681872370525,80725.17,10.7046942754
8323,51548,168328.44314,25.6787795273,,,,,
8324,51549,193159.932963,15.9055228857,,,,,
8325,51551,253528.632282,14.8927939041,1.0,210.796119,0.00474392035652,20802.96,11.3305882353
8334,51552,193126.454105,10.3991334983,,,,,
8335,51553,304018.957639,13.7711130053,1.0,118.587348,0.00843260277648,1146.42,21.8448932927
8337,51554,296258.489144,14.3654366244,,,,,
8338,51555,308321.177145,12.490840423,3.0,410.136654,0.00731463518498,275212.68,13.0669612928
8366,51556,238446.791165,11.4743071481,,,,,
8367,51557,117867.682613,12.7738467851,,,,,
8368,51558,202973.610161,14.6236916349,,,,,
8369,51559,135908.078293,11.4339331025,1.0,220.723262,0.00453056008206,43397.86,12.5978222691
8380,51561,154560.487061,12.8166053981,1.0,159.38428,0.00627414447648,107565.72,13.5782386088
8392,51562,290362.746136,13.1307208619,,,,,
8393,51563,48690.0293852,8.20111769609,,,,,
8394,51564,145275.136397,11.085333212,,,,,
8395,51565,177259.029625,12.5257259561,,,,,
8396,51566,736656.175548,12.6262150712,4.0,457.891547,0.00873569303956,775686.42,12.7046949395
8441,51571,172572.387251,10.9699630603,,,,,
8442,51572,-28615.4536498,34.2110548443,,,,,
8443,51573,65418.5120901,16.1186299939,,,,,
8444,51575,108495.025302,43.0194325792,1.0,126.569658,0.00790078772276,14042.16,15.0511919053
8452,51576,264409.364508,12.7848681255,,,,,
8453,51577,110567.233346,13.9253298773,1.0,206.979038,0.00483140713022,43951.16,14.3880446525
8464,51578,139654.653674,30.1230033165,,,,,
8465,51579,236642.516867,13.111036195,1.0,301.420886,0.00331762013333,77336.4,14.3470614426
8477,51601,456602.987467,12.9784727904,5.0,276.34259,0.0180934831652,785887.14,13.4844692713
8528,51631,138627.299396,11.2926433928,,,,,
8529,51632,610996.556638,13.2235161225,4.0,540.669979,0.00739822841172,651012.12,14.3057955193
8577,51636,46892.5287828,6.81904708027,,,,,
8578,51637,-111222.342685,9.04016535674,,,,,
8579,51638,206347.195466,13.6270131559,,,,,
8580,51639,63405.0161382,18.7893637616,,,,,
8581,51645,-33053.9739487,3.03580776201,,,,,
8582,51646,183176.790397,10.1999030626,,,,,
8583,51647,-10484.8021501,-3.58728392371,,,,,
8584,51648,-15115.7820769,-5.0107037899,,,,,
8585,51649,-17056.6097215,33.5781694376,,,,,
8586,51652,15094.0221233,11.7207586586,,,,,
8587,51653,91416.4367786,12.1412270355,,,,,
8588,51654,51606.4012648,47.2204549485,,,,,
8589,52001,3739104.84494,13.1748420625,18.0,75.057763,0.239815300651,2932690.24,12.8027154228
8763,52002,862974.220661,13.1363826154,5.0,74.76947,0.06687221402,1249261.82,12.1722850434
8818,52003,1010831.21619,14.6650265607,7.0,151.954104,0.0460665412499,949727.68,14.0954909398
8882,52031,431500.224306,12.8679056031,3.0,448.070077,0.00669538126734,264528.9,12.9989312066
8911,52032,63528.2084067,17.7476550479,,,,,
8912,52033,440087.310652,13.8929816477,2.0,252.635822,0.00791653370518,173547.48,11.777588664
8927,52035,92977.6239861,10.2002856613,,,,,
8928,52037,161199.580722,13.4673885421,1.0,176.775293,0.00565689912334,15542.4,13.2046489499
8936,52038,244197.977795,11.962275666,,,,,
8937,52039,21895.1257542,-2.10665749735,,,,,
8938,52041,129990.899256,12.0190719439,,,,,
8939,52042,69600.9102704,11.7683778039,1.0,161.463192,0.00619336201405,58969.44,11.8270036101
8951,52043,316787.504879,13.0659381088,2.0,258.435335,0.00773887982462,84747.08,10.5323500316
8971,52044,151101.877945,10.8343136936,,,,,
8972,52045,318840.434145,13.7512513492,,,,,
8973,52046,410353.543053,13.1884939375,1.0,119.196635,0.00838949857939,20304.0,9.8802919708
8983,52047,111668.095661,8.33673432284,,,,,
8984,52048,192621.064872,11.1064646006,,,,,
8985,52049,51059.9408843,13.6684161605,,,,,
8986,52052,371809.913893,13.3424851108,4.0,249.00035,0.0160642344479,309852.3,14.19010524
9025,52053,78927.0381534,11.5136436428,2.0,154.540299,0.012941608195,37551.23,12.4848242041
9037,52054,115282.14074,9.95428734693,,,,,
9038,52057,612260.43943,12.4594518956,3.0,362.350079,0.00827928617617,915973.92,13.122534727
9074,52064,208900.744154,14.7744646383,,,,,
9075,52065,137747.731937,11.3841250602,,,,,
9076,52066,19117.6333223,2.02763275379,,,,,
9077,52068,385588.369001,14.7564679837,2.0,120.418986,0.0166086766417,40634.05,14.2828696462
9092,52069,273195.892387,12.5003934109,,,,,
9093,52072,409314.280547,10.5673533792,,,,,
9094,52073,93190.0474575,9.21198714065,,,,,
9095,52074,345884.687397,11.5364033508,,,,,
9096,52076,214774.572806,13.0882199243,2.0,252.900986,0.00790823330361,51249.72,10.6338250856
9111,52077,176936.432077,30.6722575806,,,,,
9112,52078,-80536.5991107,20.0292739929,,,,,
9113,52079,118860.180649,16.5063321823,1.0,153.776141,0.00650295938952,50582.51,12.3367763052
9124,52101,1421072.39895,12.8886987883,4.0,804.622162,0.00497127743792,1297119.96,13.2593897851
9172,52132,327236.508807,15.3988877381,,,,,
9173,52133,175821.361576,15.9702399543,,,,,
9174,52134,-95581.8671254,9.58050087214,,,,,
9175,52135,345003.492714,14.4188834172,,,,,
9176,52136,677178.038197,12.8825919766,2.0,552.444562,0.00362027276141,921447.84,11.6421156368
9200,52141,285309.255741,15.1185804176,,,,,
9201,52142,768839.604628,13.8376852091,1.0,189.331878,0.0052817307395,126403.92,13.5804293173
9213,52144,170882.034863,15.4781935448,1.0,194.119174,0.0051514746297,131665.32,12.83512897
9225,52146,64865.3547018,8.35612917054,1.0,221.678469,0.00451103801154,32217.1,14.4562056897
9235,52147,116749.479045,10.1676812242,,,,,
9236,52151,103270.406701,15.2557422558,1.0,324.670969,0.00308004132023,96726.96,10.7639447152
9248,52154,21405.8193487,-36.3000523186,1.0,189.966484,0.00526408647959,88540.4,16.6273051643
9258,52155,150934.05434,14.0428569343,,,,,
9259,52156,235422.052116,12.2096452432,,,,,
9260,52157,338751.710836,14.0450064235,,,,,
9261,52158,456192.554236,14.7056481873,,,,,
9262,52159,346519.987009,14.1094936249,2.0,197.141302,0.0101450075642,214949.04,14.2860492567
9286,52161,209383.983661,13.1366002116,,,,,
9287,52162,239641.525967,12.6784213666,1.0,258.921418,0.00386217566598,32156.63,10.676880935
9298,52163,237401.437404,12.5436344333,,,,,
9299,52164,-110796.294574,15.171326741,,,,,
9300,52165,291487.388806,12.7206492522,,,,,
9301,52166,248700.033607,31.6676970889,1.0,0.493739,2.02536157768,81725.04,17.2743690552
9313,52168,405757.512801,11.6792042964,,,,,
9314,52169,94096.3890366,11.1769415343,,,,,
9315,52171,84866.8959499,13.6401986431,,,,,
9317,52172,635229.464919,13.4653211418,3.0,409.930314,0.00731831703473,788554.2,13.0247223125
9353,52175,382012.653724,13.1862386536,3.0,224.708583,0.0133506248847,240836.51,10.5591377719
9371,52201,316881.654123,13.8659885938,,,,,
9372,52202,157441.630793,11.7398178266,,,,,
9373,52203,325460.885805,14.996367691,,,,,
9374,52205,538101.866313,13.6986568709,2.0,309.946308,0.00645273051615,680007.92,12.0006303787
9397,52206,382234.865677,12.7446163143,,,,,
9398,52207,91815.4659428,9.09907850354,1.0,102.173612,0.00978726287958,22050.9,11.8013914905
9408,52208,333127.170607,12.0201000273,3.0,150.72943,0.0199032133274,320660.57,11.9128147421
9433,52209,185272.068294,9.51142771349,,,,,
9434,52211,363185.725568,13.7521666573,2.0,236.939306,0.00844098023989,124693.26,12.603681242
9451,52212,28567.0841019,6.29254862696,,,,,
9452,52213,390913.025822,11.9822980316,1.0,194.486805,0.00514173699342,97212.96,10.3297162894
9464,52214,301556.947954,11.0304587602,1.0,247.622502,0.00403840520116,94877.64,11.1374418932
9476,52215,22821.5473436,4.99138607691,,,,,
9477,52216,99562.9642981,9.77956966504,,,,,
9478,52217,68297.3033419,20.6443660612,,,,,
9479,52218,190133.13925,11.5617938967,,,,,
9480,52219,68260.7954067,5.42207173284,,,,,
9481,52221,179540.279287,11.3116637341,,,,,
9482,52222,149068.549572,10.1526903617,,,,,
9483,52223,50491.2233032,10.0283267993,1.0,127.619807,0.00783577426974,674.73,29.2090909091
9486,52224,250863.453083,13.1288447857,1.0,256.593612,0.00389721315432,46479.6,12.596097561
9498,52225,-37021.1383735,-21.0191444285,,,,,
9499,52227,323472.964222,13.9680610597,1.0,76.013553,0.0131555487217,41406.4,12.9172983934
9509,52228,288458.724392,13.4929312249,1.0,96.928032,0.0103169328765,26350.48,12.9550049164
9517,52229,148470.558401,11.1427982201,,,,,
9518,52231,-19878.8434086,-50.1902832458,,,,,
9519,52232,148840.576799,12.3770496609,,,,,
9520,52233,1305899.006,13.9084949814,3.0,9.080084,0.330393419268,351150.12,13.966185258
9556,52235,566959.46479,19.1333510852,,,,,
9557,52236,67710.4941139,8.72556617536,,,,,
9558,52237,280113.622128,11.9628139287,,,,,
9559,52241,1469408.38745,15.7599726135,13.0,30.871305,0.421103027553,1687387.48,15.6071501145
9680,52242,2679826.80316,13.2676593992,,,,,
9681,52245,1608047.57654,16.1180596345,2.0,21.712859,0.0921113152349,602416.85,16.2062213578
9694,52246,1054248.11441,16.2659571228,4.0,23.832009,0.167841494185,811368.48,14.3738552199
9790,52247,639674.382674,14.1562706807,,,,,
9791,52248,130021.910034,15.8093840248,1.0,295.236835,0.00338711123224,20548.5,11.513054684
9801,52249,111589.311004,12.5606498592,,,,,
9802,52251,316271.604082,11.8697204874,,,,,
9803,52253,589946.629813,13.8819754189,1.0,121.480006,0.0082318072984,107001.24,12.0399270861
9815,52254,162081.888148,9.07278102663,1.0,146.759383,0.00681387438103,25550.5,15.0058730252
9825,52255,123060.279182,11.2298224914,,,,,
9826,52257,-224981.851141,22.6912760869,,,,,
9827,52301,387323.141162,11.5385955385,1.0,316.484635,0.00315971105517,375884.16,11.795774807
9839,52302,2279674.88124,13.6908533184,10.0,192.237746,0.0520189203633,1347655.78,12.5720960649
9946,52305,77511.6605299,9.07082833983,,,,,
9947,52306,230377.991639,12.1960607731,1.0,194.245557,0.00514812289889,39078.0,13.9703989704
9959,52307,463645.580411,15.9946684631,,,,,
9960,52308,567715.826159,14.7079324317,,,,,
9961,52309,156948.074254,15.9132995561,,,,,
9962,52312,476369.37135,14.4765266551,,,,,
9963,52313,-57057.7681096,21.919021342,,,,,
9964,52314,744243.194293,15.424237083,3.0,155.658054,0.0192730149382,170943.24,12.841047907
9988,52315,202765.498446,13.0080897886,,,,,
9989,52316,300038.366384,12.4147285648,1.0,180.293861,0.00554650055445,6506.6,8.05122811359
9994,52317,1278408.96079,15.7121522811,8.0,95.897591,0.0834223249675,1124651.4,15.0370788915
10072,52318,153593.033981,14.5305552461,,,,,
10073,52321,100390.466312,10.858172682,,,,,
10074,52322,224796.672565,14.2651788887,,,,,
10075,52323,158492.036875,10.8745011236,,,,,
10076,52324,121235.192153,10.6948335745,1.0,107.056042,0.00934090202961,34158.78,11.8237383178
10085,52325,290726.322155,14.513397067,,,,,
10086,52326,74321.8443957,6.88113520413,,,,,
10087,52327,451456.305117,13.0857901997,2.0,217.607612,0.00919085495961,284329.8,15.3962091282
10111,52328,3530.05947672,-0.525951932935,1.0,7.989464,0.125164842097,90.0,20.0
10112,52329,92930.5766459,10.8558933483,,,,,
10113,52332,289160.991497,12.6859921844,1.0,110.692089,0.00903406927301,102962.28,11.3868112326
10125,52333,730313.483236,14.0058289382,2.0,234.514567,0.00852825487809,221257.92,13.98419416
10147,52334,360211.743567,13.6233029646,,,,,
10148,52335,196882.011332,11.3990574286,,,,,
10149,52336,269957.118092,12.4497310828,1.0,127.253732,0.00785831569953,38201.4,10.5674688797
10159,52337,183086.413997,12.850905489,1.0,70.714333,0.0141414046852,1416.24,11.0816901408
10162,52338,241309.509827,14.5091075002,3.0,88.82337,0.033774895053,348528.0,26.4125205751
10194,52339,-1397363.20812,13.8159674889,,,,,
10195,52341,88480.723531,22.5877155044,,,,,
10196,52342,106297.329718,8.19402129936,2.0,232.660911,0.00859620118998,558849.84,13.3007042937
10220,52345,371218.983876,12.2172675717,1.0,8.460683,0.118193767572,22656.5,10.6870283019
10230,52346,245229.022933,12.3622931304,,,,,
10231,52347,267019.534099,12.169377106,2.0,166.647034,0.0120014137185,32957.28,13.5515131579
10243,52348,86291.5812914,4.54953886963,,,,,
10244,52349,668480.302128,12.3958702799,1.0,382.672144,0.0026132030138,332040.12,11.9581701889
10256,52351,313838.425303,15.2523677213,1.0,2.13643,0.468070566319,3485.19,16.6556272401
10259,52352,202783.600436,12.5064627503,1.0,205.022618,0.00487751063641,20102.56,9.7396124031
10267,52353,728499.805383,12.3241122366,5.0,395.338718,0.0126473825415,1441666.98,14.6848534038
10325,52354,38725.2295128,5.25032097443,,,,,
10326,52355,-20821.3237305,4.45242184848,,,,,
10327,52356,317138.173253,14.4261358582,1.0,232.4078,0.00430278157618,125846.16,12.7273146519
10339,52358,524753.375392,14.6568020077,2.0,200.939529,0.00995324319686,82201.64,11.8744568483
10361,52359,68594.1953417,5.86319988394,,,,,
10362,52361,550277.723947,14.3458568598,2.0,330.197198,0.00605698658897,326208.24,12.0439952859
10386,52362,223568.16984,12.0915310562,,,,,
10387,52401,804516.652825,16.6665365244,3.0,3.464505,0.865924569311,80271.72,13.7089134207
10418,52402,3992636.07055,13.5757650204,28.0,36.420817,0.768791100979,4842123.87,13.6285375909
10709,52403,2205253.57953,14.567614644,7.0,69.523743,0.100685027847,1534958.54,15.0281983611
10784,52404,3082624.25466,14.0747257213,24.0,142.93349,0.167910263718,3129895.29,13.9479170473
11021,52405,2118545.20702,13.7795150097,12.0,38.49318,0.311743534829,1249434.72,12.1227674071
11148,52411,176743.162596,69.9310053651,1.0,44.635019,0.0224039335572,,
11160,52501,2809048.36041,13.7170173384,11.0,591.297871,0.0186031449452,3022195.08,14.3733235019
11270,52531,485885.243567,13.0251561139,2.0,563.107904,0.00355171715011,342964.8,13.9337061287
11294,52533,222093.718431,13.5738481981,,,,,
11295,52534,464901.002901,10.7385564958,,,,,
11296,52535,135476.907498,10.5334059195,,,,,
11297,52536,208678.427152,13.253486118,,,,,
11298,52537,671563.318459,12.383820908,1.0,900.130186,0.0011109504109,133833.84,12.3542730546
11310,52542,171156.906675,14.8269465968,,,,,
11311,52543,-99446.0069681,17.6741278161,,,,,
11312,52544,662130.866533,12.4801057338,5.0,355.984819,0.0140455427679,846296.4,11.8775041388
11372,52548,98855.9508456,10.4493751403,,,,,
11373,52549,170613.287825,14.3424365952,,,,,
11374,52551,2996.69703205,4.91737072103,,,,,
11375,52552,88695.1190247,22.5205018673,,,,,
11376,52553,251092.817847,13.5989621716,1.0,218.424094,0.00457824950392,28584.4,14.5652993631
11386,52554,117483.426352,10.6156756847,1.0,94.705759,0.0105590199641,35275.13,13.4458280922
11397,52555,47843.6896926,6.21709630915,,,,,
11398,52556,473310.676001,16.6652049185,4.0,458.48455,0.00872439431165,997878.34,15.2955831761
11444,52561,251927.235722,11.153000542,,,,,
11445,52563,107125.460626,10.3201295962,,,,,
11446,52565,144963.084052,14.5247410858,2.0,307.637735,0.00650115305263,178788.78,13.713404083
11469,52566,134602.954413,6.63047425908,,,,,
11470,52567,260217.516213,12.4754517966,,,,,
11471,52569,-223999.294674,15.7266582753,,,,,
11472,52571,228510.30776,10.9511085828,1.0,276.402554,0.0036179115769,78107.28,17.0950492449
11484,52572,62428.2406278,13.6675210284,,,,,
11485,52573,-167540.378578,19.8845428307,,,,,
11486,52574,105200.823483,13.2702306263,,,,,
11487,52576,192896.990058,10.2316565756,,,,,
11488,52577,1037210.01109,12.4611372813,6.0,415.772496,0.014430968998,1480457.16,13.5863538953
11554,52581,-77324.1862346,-118.953044736,,,,,
11555,52583,-137429.421815,18.8630640284,,,,,
11556,52584,-2602.35275132,0.464380454415,,,,,
11557,52585,163939.62047,12.3919518219,,,,,
11558,52586,131865.072914,8.96324578242,,,,,
11559,52588,223706.398218,16.7035087322,,,,,
11560,52591,310320.325044,11.4895229065,2.0,327.849389,0.00610036213915,153877.32,11.2806006651
11584,52593,14977.4761232,-44.0768715502,,,,,
11585,52594,-92049.9980547,10.3790895722,,,,,
11586,52595,533246.403514,16.2664821677,,,,,
11587,52601,2277960.23455,14.1931787494,13.0,312.02532,0.0416632855308,1576655.28,14.6663315401
11715,52619,-7212.0098221,-3.5364822576,,,,,
11716,52621,90415.037886,20.8295563659,,,,,
11717,52623,104828.605236,12.0138846687,1.0,151.439917,0.00660327884358,3405.36,11.7022680412
11721,52624,163555.996164,11.1496862205,,,,,
11722,52625,87076.3763726,7.95924888988,1.0,285.245058,0.00350575749502,15893.64,17.1452427184
11728,52626,131861.475853,14.9212578259,1.0,247.437264,0.00404142845679,22702.79,13.8015915474
11739,52627,1105979.5737,14.3012775591,6.0,188.414662,0.0318446554865,1377596.2,13.7478641153
11802,52632,1278121.467,13.9664507356,7.0,140.470022,0.0498326966874,1415811.0,13.9040796834
11873,52635,272633.642256,10.8555376061,,,,,
11874,52637,280695.662561,14.1785854485,1.0,172.04191,0.00581253718934,126300.96,14.8464305362
11886,52638,131132.444104,11.6013595983,,,,,
11887,52639,21472.2192678,4.68085261113,2.0,117.469873,0.0170256419703,9843.66,14.6483035714
11894,52641,820027.429377,12.6117142785,5.0,551.76361,0.00906185168681,1379606.24,12.7516429127
11946,52644,72272.5855051,9.46720224574,,,,,
11947,52645,211465.257579,12.0779697131,,,,,
11948,52646,228234.670325,12.6618442176,,,,,
11949,52647,553659.175646,11.7772799086,,,,,
11950,52649,56752.9582276,7.84705729173,,,,,
11951,52651,12136.9597084,-105.552936318,,,,,
11952,52653,453910.483521,13.4788933752,3.0,312.47521,0.00960076160922,106269.26,12.3644243702
11975,52654,36375.8104474,7.8052965321,,,,,
11976,52655,449296.385774,13.4543736937,5.0,42.56453,0.117468699878,1105296.69,14.0839641489
12027,52656,282062.283004,11.8368266125,1.0,247.274743,0.00404408468033,253275.84,16.8177848606
12039,52658,-83721.8422799,34.8552073573,,,,,
12040,52659,230658.459493,15.8898736073,,,,,
12041,52701,220357.536697,9.20497014574,,,,,
12042,52721,32508.0733517,3.99574523396,,,,,
12043,52722,1382318.82116,14.1231482095,12.0,73.161625,0.164020413707,1160243.65,13.5574491361
12163,52726,-123098.491553,12.8714103887,1.0,94.823134,0.0105459496835,103729.44,12.3871430004
12175,52727,165994.207472,11.2612970641,,,,,
12176,52728,212819.531194,10.2792150701,1.0,5.764558,0.17347383789,45171.28,12.6256110684
12187,52729,267462.143564,11.5732761251,,,,,
12188,52731,209698.601704,12.146856334,,,,,
12189,52732,2152978.67918,12.9869624124,10.0,310.704633,0.032184907909,1607331.18,13.2434380626
12290,52737,-28769.1547474,3.48727507295,,,,,
12291,52738,460466.525196,14.7516460385,2.0,323.19118,0.0061882876878,175065.36,14.7488045291
12313,52739,105981.994107,10.6709796175,,,,,
12314,52742,615656.696649,12.23148166,2.0,304.142776,0.00657585896434,254691.76,13.7818724906
12326,52745,227321.246766,12.7434876742,,,,,
12327,52746,83462.3077376,10.4328839543,,,,,
12328,52747,361787.011595,12.436281275,1.0,56.094151,0.0178271706082,85790.28,11.6101628855
12340,52748,266726.112458,15.1001444187,4.0,107.004915,0.0373814604684,547009.14,13.24964975
12386,52749,65207.7477892,6.48362529992,,,,,
12387,52751,199056.017009,14.0135689237,1.0,129.085616,0.00774679651372,33772.2,11.5186428191
12399,52752,236507.51344,11.5352112023,,,,,
