,city,company,jobTitle,meanPay,rate,est_annual_salary
981,"Raleigh, NC",MaxPoint,Data Scientist,"$88,960",1,88960.0
982,"Raleigh, NC",MaxPoint,Data Scientist Intern - Monthly,$5k - $5k,1,5000.0
983,"Raleigh, NC",QuintilesIMS,Data Scientist,$82k - $89k,1,85500.0
984,"Raleigh, NC",IBM,Data Scientist,$101k - $110k,1,105500.0
985,"Raleigh, NC",PwC,Data Scientist,$94k - $103k,1,98500.0
986,"Raleigh, NC",Hewlett Packard Enterprise | HPE,Data Scientist,$89k - $98k,1,93500.0
987,"Raleigh, NC",Cisco Systems,Data Scientist,$103k - $111k,1,107000.0
988,"Raleigh, NC",NTT DATA,Data Scientist,$95k - $103k,1,99000.0
989,"Raleigh, NC",SAS Institute,Data Scientist,$102k - $112k,1,107000.0
990,"Raleigh, NC",Parsons Brinckerhoff,Data Scientist,$93k - $102k,1,97500.0
991,"Raleigh, NC",Vistronix,Data Scientist,$80k - $87k,1,83500.0
992,"Raleigh, NC",MaxPoint,Senior Data Scientist,$96k - $128k,1,112000.0
993,"Raleigh, NC",IBM,Entry Level Data Scientist,$88k - $96k,1,92000.0
994,"Raleigh, NC",MetLife,Data Scientist II,$77k - $85k,1,81000.0
995,"Raleigh, NC",IBM,Senior Data Scientist,$113k - $123k,1,118000.0
996,"Raleigh, NC",Intel Corporation,Senior Data Scientist,$119k - $129k,1,124000.0
997,"Raleigh, NC",IBM,Data Scientist Intern,$83k - $91k,1,87000.0
998,"Richmond, VA",Capital One,Data Scientist,"$109,479",1,109479.0
999,"Richmond, VA",Snagajob,Principal Data Scientist,$123k - $131k,1,127000.0
1000,"Rio Rancho, NM",Think Big,Senior Data Scientist,$115k - $123k,1,119000.0
1001,"Rochester, MN",IBM,Senior Data Scientist,$112k - $122k,1,117000.0
1002,"Rochester, NY",Neustar,Data Scientist,$81k - $88k,1,84500.0
1003,"Rochester, NY",IBM,Senior Data Scientist,$113k - $121k,1,117000.0
1004,"Round Rock, TX",Square Root,Data Scientist,"$66,940",1,66940.0
1005,"Round Rock, TX",Adometry,Data Scientist,"$76,054",1,76054.0
1006,"Round Rock, TX",Vast,Data Scientist,$110k - $127k,1,118500.0
1007,"Round Rock, TX",Facebook,Data Scientist,$164k - $177k,1,170500.0
1008,"Round Rock, TX",Apple,Data Scientist,$108k - $116k,1,112000.0
1009,"Round Rock, TX",IBM,Data Scientist,$115k - $123k,1,119000.0
1010,"Round Rock, TX",PwC,Data Scientist,$107k - $115k,1,111000.0
1011,"Round Rock, TX",Gallup,Data Scientist,$91k - $98k,1,94500.0
1012,"Round Rock, TX",Amazon.com,Data Scientist,$131k - $141k,1,136000.0
1013,"Round Rock, TX",eBay,Data Scientist,$116k - $124k,1,120000.0
1014,"Round Rock, TX",Visa Inc.,Data Scientist,$115k - $123k,1,119000.0
1015,"Round Rock, TX",NTT DATA,Data Scientist,$109k - $118k,1,113500.0
1016,"Round Rock, TX",Zynga,Data Scientist,$120k - $129k,1,124500.0
1017,"Round Rock, TX",General Motors,Data Scientist,$121k - $131k,1,126000.0
1018,"Round Rock, TX",The Advisory Board Company,Data Scientist,$93k - $101k,1,97000.0
1019,"Round Rock, TX",Adometry,Senior Data Scientist,$93k - $107k,1,100000.0
1020,"Round Rock, TX",Clockwork Solutions,Principal Data Scientist,$94k - $111k,1,102500.0
1021,"Round Rock, TX",IBM,Entry Level Data Scientist,$101k - $108k,1,104500.0
1022,"Round Rock, TX",The Advisory Board Company,Senior Data Scientist,$100k - $108k,1,104000.0
1023,"Round Rock, TX",IBM,Senior Data Scientist,$127k - $138k,1,132500.0
1024,"Round Rock, TX",KPMG,Senior Data Scientist,$114k - $122k,1,118000.0
1025,"Round Rock, TX",Intel Corporation,Senior Data Scientist,$133k - $146k,1,139500.0
1026,"Round Rock, TX",Amazon.com,Senior Data Scientist,$148k - $160k,1,154000.0
1027,"Round Rock, TX",MaxPoint,Senior Data Scientist,$96k - $105k,1,100500.0
1028,"Round Rock, TX",General Motors,Senior Data Scientist,$137k - $150k,1,143500.0
1029,"Round Rock, TX",Dell,Junior Data Scientist,$95k - $104k,1,99500.0
1030,"Sacramento, CA",Engage3,Data Scientist,$38k - $42k,1,40000.0
1031,"Sacramento, CA",Intel Corporation,Data Scientist,$113k - $121k,1,117000.0
1032,"Sacramento, CA",Monsanto Company,Data Scientist,$108k - $119k,1,113500.0
1033,"Sacramento, CA",Micron Technology,Data Scientist,$109k - $118k,1,113500.0
1034,"Sacramento, CA",Parsons Brinckerhoff,Data Scientist,$101k - $109k,1,105000.0
1035,"Sacramento, CA",Intel Corporation,Senior Data Scientist,$126k - $136k,1,131000.0
1036,"Salt Lake City, UT",Zions Bancorporation,Data Scientist,$68k - $78k,1,73000.0
1037,"Salt Lake City, UT",IM Flash Technologies,Data Scientist,$109k - $118k,1,113500.0
1038,"Salt Lake City, UT",Think Big,Senior Data Scientist,$117k - $126k,1,121500.0
1039,"Salt Lake City, UT",Think Big,Principal Data Scientist,$130k - $141k,1,135500.0
1040,"San Antonio, TX",Tata Consultancy Services,Data Scientist,$58k - $63k,1,60500.0
1041,"San Antonio, TX",Humana,Data Scientist,$90k - $97k,1,93500.0
1042,"San Antonio, TX",CGI,Data Scientist,$88k - $96k,1,92000.0
1043,"San Diego, CA",FICO,Data Scientist,$83k - $93k,1,88000.0
1044,"San Diego, CA",Cymer,Data Scientist Intern - Hourly,$25 - $29,1,27.0
1045,"San Diego, CA",Teradata,Data Scientist,$79k - $125k,1,102000.0
1046,"San Diego, CA",SAS Institute,Data Scientist,$89k - $97k,1,93000.0
1047,"San Diego, CA",CA Technologies,Data Scientist,$108k - $116k,1,112000.0
1048,"San Diego, CA",IBM,Data Scientist,$109k - $118k,1,113500.0
1049,"San Diego, CA",Booz Allen Hamilton,Data Scientist,$76k - $84k,1,80000.0
1050,"San Diego, CA",Cognizant Technology Solutions,Data Scientist,$94k - $102k,1,98000.0
1051,"San Diego, CA",Accenture,Data Scientist,$92k - $101k,1,96500.0
1052,"San Diego, CA",Hewlett-Packard,Data Scientist,$103k - $111k,1,107000.0
1053,"San Diego, CA",Leidos,Data Scientist,$89k - $96k,1,92500.0
1054,"San Diego, CA",Intuit,Data Scientist,$116k - $126k,1,121000.0
1055,"San Diego, CA",Experian,Data Scientist,$114k - $124k,1,119000.0
1056,"San Diego, CA",ViaSat,Data Scientist,$99k - $106k,1,102500.0
1057,"San Diego, CA","FocusKPI, Inc.",Data Scientist,$75k - $82k,1,78500.0
1058,"San Diego, CA",CoreLogic,Data Scientist,$87k - $94k,1,90500.0
1059,"San Diego, CA",QinetiQ North America,Data Scientist,$96k - $105k,1,100500.0
1060,"San Diego, CA",Thermo Fisher Scientific,Data Scientist,$104k - $111k,1,107500.0
1061,"San Diego, CA",Booz Allen Hamilton,Lead Data Scientist,$126k - $135k,1,130500.0
1062,"San Diego, CA",IBM,Senior Data Scientist,$121k - $131k,1,126000.0
1063,"San Diego, CA",KPMG,Senior Data Scientist,$108k - $118k,1,113000.0
1064,"San Diego, CA",Booz Allen Hamilton,Senior Data Scientist,$87k - $94k,1,90500.0
1065,"San Diego, CA",Think Big,Senior Data Scientist,$124k - $136k,1,130000.0
1066,"San Diego, CA",SAIC,Senior Data Scientist,$105k - $116k,1,110500.0
1067,"San Diego, CA",Experian,Senior Data Scientist,$130k - $140k,1,135000.0
1068,"San Diego, CA",Elevate Credit,Senior Data Scientist,$130k - $141k,1,135500.0
1069,"San Diego, CA",Neustar,Senior Data Scientist,$111k - $119k,1,115000.0
1070,"San Diego, CA",ViaSat,Data Scientist Intern,$81k - $88k,1,84500.0
1071,"San Diego, CA",Think Big,Principal Data Scientist,$140k - $151k,1,145500.0
1072,"San Diego, CA",Intuit,Associate Data Scientist,$106k - $115k,1,110500.0
1073,"San Francisco, CA",Facebook,Data Scientist,"$139,144",1,139144.0
1074,"San Francisco, CA",Airbnb,Data Scientist,"$123,724",1,123724.0
1075,"San Francisco, CA",Twitter,Data Scientist,"$134,861",1,134861.0
1076,"San Francisco, CA",Uber,Data Scientist,"$128,293",1,128293.0
1077,"San Francisco, CA",Facebook,Data Scientist Intern - Monthly,"$7,030",1,7030.0
1078,"San Francisco, CA",Lumiata,Data Scientist,"$119,000",1,119000.0
1079,"San Francisco, CA",StumbleUpon,Data Scientist,"$130,636",1,130636.0
1080,"San Francisco, CA",Pandora Media,Data Scientist,"$137,980",1,137980.0
1081,"San Francisco, CA",Practice Fusion,Data Scientist,"$133,610",1,133610.0
1082,"San Francisco, CA",IBM,Data Scientist,$96k - $173k,1,134500.0
1083,"San Francisco, CA",Twitter,Data Scientist Intern - Hourly,$44 - $53,1,48.5
1084,"San Francisco, CA",Walmart eCommerce,Data Scientist Intern - Monthly,$8k - $9k,1,8500.0
1085,"San Francisco, CA",Zillow,Data Scientist,$105k - $125k,1,115000.0
1086,"San Francisco, CA",Walmart eCommerce,Data Scientist Intern - Hourly,$43 - $53,1,48.0
1087,"San Francisco, CA",Salesforce,Data Scientist,$105k - $143k,1,124000.0
1088,"San Francisco, CA",Cablevision Systems,Data Scientist Intern - Hourly,$40 - $46,1,43.0
1089,"San Francisco, CA",Ayasdi,Data Scientist,$108k - $140k,1,124000.0
1090,"San Francisco, CA",AutoGrid,Data Scientist,$117k - $159k,1,138000.0
1091,"San Francisco, CA",RichRelevance,Data Scientist,$78k - $101k,1,89500.0
1092,"San Francisco, CA",Premise Data Corporation,Data Scientist,$97k - $113k,1,105000.0
1093,"San Francisco, CA",6sense,Data Scientist,$121k - $135k,1,128000.0
1094,"San Francisco, CA",Kixeye,Data Scientist,$111k - $160k,1,135500.0
1095,"San Francisco, CA",Glassdoor,Data Scientist,$116k - $131k,1,123500.0
1096,"San Francisco, CA",Asana,Data Scientist,$114k - $156k,1,135000.0
1097,"San Francisco, CA",Alpine Data Labs,Data Scientist,$88k - $113k,1,100500.0
1098,"San Francisco, CA",Square,Data Scientist,$121k - $129k,1,125000.0
1099,"San Francisco, CA",Esurance,Data Scientist,$78k - $93k,1,85500.0
1100,"San Francisco, CA",Stitch Fix,Data Scientist,$159k - $176k,1,167500.0
1101,"San Francisco, CA",Tesla Motors,Data Scientist,$96k - $109k,1,102500.0
1102,"San Francisco, CA",Kabbage,Data Scientist,$117k - $156k,1,136500.0
1103,"San Francisco, CA",Trulia,Data Scientist,$122k - $150k,1,136000.0
1104,"San Francisco, CA",Gap,Data Scientist,$123k - $141k,1,132000.0
1105,"San Francisco, CA",Tapjoy,Data Scientist,$124k - $134k,1,129000.0
1106,"San Francisco, CA",Zephyr Health,Data Scientist,$64k - $105k,1,84500.0
1107,"San Francisco, CA",Conviva,Data Scientist,$90k - $157k,1,123500.0
1108,"San Francisco, CA",Tagged,Data Scientist,$118k - $138k,1,128000.0
1109,"San Francisco, CA",Apollo Education Group,Data Scientist,$117k - $146k,1,131500.0
1110,"San Francisco, CA",GREE International Entertainment,Data Scientist,$140k - $157k,1,148500.0
1111,"San Francisco, CA",Capital One,Data Scientist,$111k - $120k,1,115500.0
1112,"San Francisco, CA",LinkedIn,Data Scientist,$109k - $119k,1,114000.0
1113,"San Francisco, CA",Oracle,Data Scientist,$108k - $117k,1,112500.0
1114,"San Francisco, CA",eBay,Data Scientist,$108k - $116k,1,112000.0
1115,"San Francisco, CA",Google,Data Scientist,$203k - $218k,1,210500.0
1116,"San Francisco, CA",Adobe,Data Scientist Intern - Hourly,$48 - $52,1,50.0
1117,"San Francisco, CA",Symantec,Data Scientist,$156k - $168k,1,162000.0
1118,"San Francisco, CA",Chevron,Data Scientist,$135k - $146k,1,140500.0
1119,"San Francisco, CA",TrueCar,Data Scientist,$123k - $134k,1,128500.0
1120,"San Francisco, CA",Kohl's,Data Scientist,$146k - $160k,1,153000.0
1121,"San Francisco, CA",MasterCard,Data Scientist,$126k - $137k,1,131500.0
1122,"San Francisco, CA",Engage3,Data Scientist,$39k - $42k,1,40500.0
1123,"San Francisco, CA",Palantir Technologies,Data Scientist,$115k - $125k,1,120000.0
1124,"San Francisco, CA",Microsoft,Data Scientist,$145k - $159k,1,152000.0
1125,"San Francisco, CA",Rang Technologies,Data Scientist,$127k - $139k,1,133000.0
1126,"San Francisco, CA",Nielsen,Data Scientist,$74k - $81k,1,77500.0
1127,"San Francisco, CA",PayPal,Data Scientist,$138k - $149k,1,143500.0
1128,"San Francisco, CA",KPMG,Data Scientist,$116k - $128k,1,122000.0
1129,"San Francisco, CA",Verizon Wireless,Data Scientist,$125k - $136k,1,130500.0
1130,"San Francisco, CA",Cisco Systems,Data Scientist,$135k - $148k,1,141500.0
1131,"San Francisco, CA",SAP,Data Scientist,$107k - $116k,1,111500.0
1132,"San Francisco, CA",PNNL,Data Scientist,$130k - $143k,1,136500.0
1133,"San Francisco, CA",Philips,Data Scientist,$138k - $152k,1,145000.0
1134,"San Francisco, CA",J.P. Morgan,Data Scientist,$108k - $118k,1,113000.0
1135,"San Francisco, CA",EMC,Data Scientist,$111k - $118k,1,114500.0
1136,"San Francisco, CA",Avanade,Data Scientist,$139k - $150k,1,144500.0
1137,"San Francisco, CA",GitHub,Data Scientist,$137k - $148k,1,142500.0
1138,"San Francisco, CA",Thomson Reuters,Data Scientist,$120k - $130k,1,125000.0
1139,"San Francisco, CA",Epsilon,Data Scientist,$135k - $146k,1,140500.0
1140,"San Francisco, CA",Alliance Data,Data Scientist,$120k - $129k,1,124500.0
1141,"San Francisco, CA",IPG Mediabrands,Data Scientist,$110k - $119k,1,114500.0
1142,"San Francisco, CA",CNA,Data Scientist,$129k - $139k,1,134000.0
1143,"San Francisco, CA",Expedia,Data Scientist,$148k - $161k,1,154500.0
1144,"San Francisco, CA",Visa Inc.,Data Scientist,$132k - $145k,1,138500.0
1145,"San Francisco, CA",Zynga,Data Scientist,$139k - $150k,1,144500.0
1146,"San Francisco, CA",ShopperTrak,Data Scientist,$140k - $151k,1,145500.0
1147,"San Francisco, CA",Walmart,Data Scientist,$121k - $132k,1,126500.0
1148,"San Francisco, CA",Cox Enterprises,Data Scientist,$121k - $132k,1,126500.0
1149,"San Francisco, CA",Thermo Fisher Scientific,Data Scientist,$128k - $136k,1,132000.0
1150,"San Francisco, CA",SocialCode,Data Scientist,$120k - $131k,1,125500.0
1151,"San Francisco, CA",Etsy,Data Scientist,$147k - $158k,1,152500.0
1152,"San Francisco, CA",Conversant,Data Scientist,$135k - $146k,1,140500.0
1153,"San Francisco, CA",Novartis Pharmaceuticals,Data Scientist,$134k - $144k,1,139000.0
1154,"San Francisco, CA",HERE,Data Scientist,$128k - $141k,1,134500.0
1155,"San Francisco, CA",Insurance Services Office,Data Scientist,$112k - $121k,1,116500.0
1156,"San Francisco, CA",Hotwire,Data Scientist,$121k - $132k,1,126500.0
1157,"San Francisco, CA",Lightpath,Data Scientist,$117k - $125k,1,121000.0
1158,"San Francisco, CA",Autodesk,Data Scientist,$183k - $198k,1,190500.0
1159,"San Francisco, CA",Rocket Fuel,Data Scientist,$144k - $155k,1,149500.0
1160,"San Francisco, CA",TellApart,Data Scientist,$106k - $115k,1,110500.0
1161,"San Francisco, CA",Ayasdi,Senior Data Scientist,"$141,770",1,141770.0
1162,"San Francisco, CA",Glassdoor,Senior Data Scientist,"$135,000",1,135000.0
1163,"San Francisco, CA",Monogram Biosciences,Clinical Laboratory Scientist-data Analyst,"$80,432",1,80432.0
1164,"San Francisco, CA",LinkedIn,Senior Data Scientist,$134k - $154k,1,144000.0
1165,"San Francisco, CA",Twitter,Senior Data Scientist,$148k - $167k,1,157500.0
1166,"San Francisco, CA",Uber,Senior Data Scientist,$139k - $172k,1,155500.0
1167,"San Francisco, CA",Eventbrite,Senior Data Scientist/Statistician,$115k - $125k,1,120000.0
1168,"San Francisco, CA",EMC,Senior Data Scientist/Statistician,$137k - $152k,1,144500.0
1169,"San Francisco, CA",Exponent,"Scientist, Statistical and Data Sciences",$95k - $103k,1,99000.0
1170,"San Francisco, CA",Walmart eCommerce,Principal Data Scientist,$176k - $217k,1,196500.0
1171,"San Francisco, CA",Twitter,Data Visualization Scientist,$140k - $164k,1,152000.0
1172,"San Francisco, CA",Walmart,Staff Data Scientist,$133k - $143k,1,138000.0
1173,"San Francisco, CA",IBM,Entry Level Data Scientist,$118k - $127k,1,122500.0
1174,"San Francisco, CA",Microsoft,Data Scientist II,$136k - $149k,1,142500.0
1175,"San Francisco, CA",EMC,Data Scientist II,$118k - $126k,1,122000.0
1176,"San Francisco, CA",Nielsen,Senior Data Scientist,$105k - $112k,1,108500.0
1177,"San Francisco, CA",AT&T,Senior Data Scientist,$158k - $172k,1,165000.0
1178,"San Francisco, CA",GE,Senior Data Scientist,$121k - $129k,1,125000.0
1179,"San Francisco, CA",Ancestry.com,Senior Data Scientist,$147k - $162k,1,154500.0
1180,"San Francisco, CA",IBM,Senior Data Scientist,$150k - $164k,1,157000.0
1181,"San Francisco, CA",Microsoft,Senior Data Scientist,$166k - $179k,1,172500.0
1182,"San Francisco, CA",KPMG,Senior Data Scientist,$133k - $143k,1,138000.0
1183,"San Francisco, CA",Capital One,Senior Data Scientist,$151k - $166k,1,158500.0
1184,"San Francisco, CA",SAP,Senior Data Scientist,$119k - $131k,1,125000.0
1185,"San Francisco, CA",Verizon,Senior Data Scientist,$154k - $167k,1,160500.0
1186,"San Francisco, CA",Allstate,Senior Data Scientist,$126k - $136k,1,131000.0
1187,"San Francisco, CA",Exponent,Senior Data Scientist,$120k - $128k,1,124000.0
1188,"San Francisco, CA",Oracle,Senior Data Scientist,$168k - $180k,1,174000.0
1189,"San Francisco, CA",Amazon.com,Senior Data Scientist,$174k - $185k,1,179500.0
1190,"San Francisco, CA",Chegg,Senior Data Scientist,$144k - $157k,1,150500.0
1191,"San Francisco, CA",Walmart,Senior Data Scientist,$138k - $148k,1,143000.0
1192,"San Francisco, CA",Alliance Data,Senior Data Scientist,$135k - $147k,1,141000.0
1193,"San Francisco, CA",EMC,Senior Data Scientist,$138k - $148k,1,143000.0
1194,"San Francisco, CA",PayPal,Senior Data Scientist,$157k - $168k,1,162500.0
1195,"San Francisco, CA",Thomson Reuters,Senior Data Scientist,$134k - $147k,1,140500.0
1196,"San Francisco, CA",Verisk Analytics,Senior Data Scientist,$128k - $139k,1,133500.0
1197,"San Francisco, CA",Epsilon,Senior Data Scientist,$152k - $165k,1,158500.0
1198,"San Francisco, CA",ZestFinance,Senior Data Scientist,$145k - $155k,1,150000.0
1199,"San Francisco, CA",SuccessFactors,Senior Data Scientist,$136k - $147k,1,141500.0
1200,"San Francisco, CA",Conversant,Senior Data Scientist,$154k - $166k,1,160000.0
1201,"San Francisco, CA",Neustar,Senior Data Scientist,$137k - $148k,1,142500.0
1202,"San Francisco, CA",YuMe,Senior Data Scientist,$152k - $164k,1,158000.0
1203,"San Francisco, CA",Adobe,Senior Data Scientist,$177k - $191k,1,184000.0
1204,"San Francisco, CA",GitHub,Senior Data Scientist,$153k - $168k,1,160500.0
1205,"San Francisco, CA",Allstate,Junior Data Scientist,$96k - $102k,1,99000.0
1206,"San Francisco, CA",NativeX,Junior Data Scientist,$131k - $143k,1,137000.0
1207,"San Francisco, CA",Lightpath,Data Scientist Intern,$97k - $103k,1,100000.0
1208,"San Francisco, CA",Microsoft,Principal Data Scientist,$183k - $199k,1,191000.0
1209,"San Francisco, CA",Capital One,Principal Data Scientist,$168k - $184k,1,176000.0
1210,"San Francisco, CA",Thomson Reuters,Principal Data Scientist,$151k - $162k,1,156500.0
1211,"San Francisco, CA",Riverbed Technology,Principal Data Scientist,$171k - $187k,1,179000.0
1212,"San Francisco, CA",Walmart,Principal Data Scientist,$152k - $166k,1,159000.0
1213,"San Francisco, CA",Salesforce,Associate Data Scientist,$91k - $99k,1,95000.0
1214,"San Jose, CA",LinkedIn,Data Scientist,"$137,048",1,137048.0
1215,"San Jose, CA",Apple,Data Scientist,"$148,045",1,148045.0
1216,"San Jose, CA",AgilOne,Data Scientist,"$109,228",1,109228.0
1217,"San Jose, CA",PayPal,Data Scientist,"$134,279",1,134279.0
1218,"San Jose, CA",Groupon,Data Scientist,"$166,041",1,166041.0
1219,"San Jose, CA",LinkedIn,Data Scientist Intern - Hourly,$49.77,1,49.77
1220,"San Jose, CA",IMVU,Data Scientist,"$132,202",1,132202.0
1221,"San Jose, CA","Quora, Inc.",Data Scientist,"$118,614",1,118614.0
1222,"San Jose, CA",Tesla Motors,Data Scientist,"$95,427",1,95427.0
1223,"San Jose, CA",Facebook,Data Scientist,"$119,133",1,119133.0
1224,"San Jose, CA",Intuit,Data Scientist,"$126,481",1,126481.0
1225,"San Jose, CA",Apollo Education Group,Data Scientist,"$133,572",1,133572.0
1226,"San Jose, CA",Dhingana,Data Scientist,"$101,780",1,101780.0
1227,"San Jose, CA",Microsoft,Data Scientist,$96k - $135k,1,115500.0
1228,"San Jose, CA",LinkedIn,Data Scientist Intern - Monthly,$7k - $8k,1,7500.0
1229,"San Jose, CA",Apple,Data Scientist Intern - Hourly,$48 - $55,1,51.5
1230,"San Jose, CA",PayPal,Data Scientist Intern - Hourly,$41 - $52,1,46.5
1231,"San Jose, CA",SAP,Data Scientist Intern - Hourly,$30 - $42,1,36.0
1232,"San Jose, CA",Adobe,Data Scientist,$134k - $230k,1,182000.0
1233,"San Jose, CA",Nokia,Data Scientist,$115k - $154k,1,134500.0
1234,"San Jose, CA",Seti Institute,Data Scientist,$84k - $153k,1,118500.0
1235,"San Jose, CA",Bidgely,Data Scientist,$116k - $136k,1,126000.0
1236,"San Jose, CA",1618Labs,Data Scientist,$130k - $142k,1,136000.0
1237,"San Jose, CA",Verizon,Data Scientist,$145k - $156k,1,150500.0
1238,"San Jose, CA",Experian,Data Scientist,$138k - $151k,1,144500.0
1239,"San Jose, CA",eBay,Data Scientist,$102k - $111k,1,106500.0
1240,"San Jose, CA",Google,Data Scientist,$147k - $160k,1,153500.0
1241,"San Jose, CA",Adobe,Data Scientist Intern - Hourly,$46 - $50,1,48.0
1242,"San Jose, CA",Intuitive Surgical,Data Scientist,$130k - $141k,1,135500.0
1243,"San Jose, CA",Motorola Mobility,Data Scientist,$106k - $116k,1,111000.0
1244,"San Jose, CA",IBM,Data Scientist,$134k - $144k,1,139000.0
1245,"San Jose, CA",Cognizant Technology Solutions,Data Scientist,$116k - $124k,1,120000.0
1246,"San Jose, CA",Nielsen,Data Scientist,$76k - $81k,1,78500.0
1247,"San Jose, CA",Oracle,Data Scientist,$149k - $161k,1,155000.0
1248,"San Jose, CA",Hewlett-Packard,Data Scientist,$126k - $136k,1,131000.0
1249,"San Jose, CA",Lockheed Martin,Data Scientist,$121k - $134k,1,127500.0
1250,"San Jose, CA",Equifax,Data Scientist,$118k - $129k,1,123500.0
1251,"San Jose, CA",Intel Corporation,Data Scientist,$138k - $151k,1,144500.0
1252,"San Jose, CA",EMC,Data Scientist,$125k - $133k,1,129000.0
1253,"San Jose, CA",Salesforce,Data Scientist,$125k - $138k,1,131500.0
1254,"San Jose, CA",Kabbage,Data Scientist,$116k - $125k,1,120500.0
1255,"San Jose, CA",Infosys,Data Scientist,$116k - $126k,1,121000.0
1256,"San Jose, CA",Walmart,Data Scientist,$121k - $131k,1,126000.0
1257,"San Jose, CA",Ayasdi,Data Scientist,$132k - $141k,1,136500.0
1258,"San Jose, CA",Symantec,Data Scientist,$137k - $147k,1,142000.0
1259,"San Jose, CA",Yahoo,Data Scientist,$181k - $197k,1,189000.0
1260,"San Jose, CA",Ford Motor Company,Data Scientist,$137k - $150k,1,143500.0
1261,"San Jose, CA",Hertz,Data Scientist,$118k - $128k,1,123000.0
1262,"San Jose, CA",Kohl's,Data Scientist,$118k - $130k,1,124000.0
1263,"San Jose, CA",Infovision,Data Scientist,$107k - $118k,1,112500.0
1264,"San Jose, CA","FocusKPI, Inc.",Data Scientist,$91k - $100k,1,95500.0
1265,"San Jose, CA",Huawei Technologies,Data Scientist,$129k - $141k,1,135000.0
1266,"San Jose, CA",SuccessFactors,Data Scientist,$121k - $131k,1,126000.0
1267,"San Jose, CA",Fujitsu,Data Scientist,$123k - $133k,1,128000.0
1268,"San Jose, CA",ServiceNow,Data Scientist,$146k - $160k,1,153000.0
1269,"San Jose, CA",AOL,Data Scientist,$123k - $134k,1,128500.0
1270,"San Jose, CA",NVIDIA,Data Scientist,$145k - $157k,1,151000.0
1271,"San Jose, CA",Equinix,Data Scientist,$145k - $158k,1,151500.0
1272,"San Jose, CA",GoDaddy,Data Scientist,$115k - $126k,1,120500.0
1273,"San Jose, CA",LinkedIn,Senior Data Scientist,"$159,506",1,159506.0
1274,"San Jose, CA",Netflix,Senior Data Scientist,"$182,126",1,182126.0
1275,"San Jose, CA",LinkedIn,Software Engineer (Data Scientist),"$122,762",1,122762.0
1276,"San Jose, CA",Walmart,Staff Data Scientist,$128k - $139k,1,133500.0
1277,"San Jose, CA",Microsoft,Senior Data Scientist,$135k - $188k,1,161500.0
1278,"San Jose, CA",Intuit,Senior Data Scientist,$164k - $194k,1,179000.0
1279,"San Jose, CA",LinkedIn,Associate Data Scientist,$109k - $122k,1,115500.0
1280,"San Jose, CA",IBM,Entry Level Data Scientist,$119k - $127k,1,123000.0
1281,"San Jose, CA",Microsoft,Data Scientist II,$140k - $151k,1,145500.0
1282,"San Jose, CA",AT&T,Senior Data Scientist,$147k - $159k,1,153000.0
1283,"San Jose, CA",Chegg,Senior Data Scientist,$158k - $167k,1,162500.0
1284,"San Jose, CA",SAP,Senior Data Scientist,$121k - $130k,1,125500.0
1285,"San Jose, CA",Intel Corporation,Senior Data Scientist,$156k - $169k,1,162500.0
1286,"San Jose, CA",Think Big,Senior Data Scientist,$152k - $165k,1,158500.0
1287,"San Jose, CA",Verizon,Senior Data Scientist,$153k - $166k,1,159500.0
1288,"San Jose, CA",Hewlett Packard Enterprise | HPE,Senior Data Scientist,$134k - $146k,1,140000.0
1289,"San Jose, CA",Ayasdi,Senior Data Scientist,$129k - $140k,1,134500.0
1290,"San Jose, CA",AOL,Senior Data Scientist,$138k - $148k,1,143000.0
1291,"San Jose, CA",Amazon.com,Senior Data Scientist,$174k - $188k,1,181000.0
1292,"San Jose, CA",Hewlett-Packard,Senior Data Scientist,$142k - $154k,1,148000.0
1293,"San Jose, CA",Lockheed Martin,Senior Data Scientist,$138k - $151k,1,144500.0
1294,"San Jose, CA",Tiger Analytics,Senior Data Scientist,$125k - $136k,1,130500.0
1295,"San Jose, CA",BNY Mellon,Senior Data Scientist,$130k - $141k,1,135500.0
1296,"San Jose, CA",Walmart,Senior Data Scientist,$137k - $149k,1,143000.0
1297,"San Jose, CA",PayPal,Senior Data Scientist,$172k - $184k,1,178000.0
1298,"San Jose, CA",Target,Senior Data Scientist,$134k - $144k,1,139000.0
1299,"San Jose, CA",Journal Register,Senior Data Scientist,$124k - $135k,1,129500.0
1300,"San Jose, CA",MediaNews,Senior Data Scientist,$142k - $152k,1,147000.0
1301,"San Jose, CA",Adobe,Senior Data Scientist,$175k - $191k,1,183000.0
1302,"San Jose, CA",Digital First Media,Senior Data Scientist,$138k - $149k,1,143500.0
1303,"San Jose, CA",BCG Digital Ventures,Senior Data Scientist,$123k - $132k,1,127500.0
1304,"San Jose, CA",Cisco Systems,Senior Data Scientist,$155k - $166k,1,160500.0
1305,"San Jose, CA",Pivotal,Senior Data Scientist,$161k - $175k,1,168000.0
1306,"San Jose, CA",McAfee,Senior Data Scientist,$151k - $165k,1,158000.0
1307,"San Jose, CA",SuccessFactors,Senior Data Scientist,$137k - $147k,1,142000.0
1308,"San Jose, CA",IBM,Data Scientist Intern,$110k - $120k,1,115000.0
1309,"San Jose, CA",Groupon,Data Scientist Intern,$143k - $153k,1,148000.0
1310,"San Jose, CA",Microsoft,Principal Data Scientist,$167k - $180k,1,173500.0
