,title,company,location,reviews,summary,hourly,monthly,yearly,est_sal
707,Product Manager- Machine Learning,Experis,"Chicago, IL 60654 (Loop area)",294,"They work collaboratively with both product teams and data scientists in support of business goals. We need you to get your hands dirty with raw data, and...",0,0,0,
708,Quantitative Risk Analyst,Huxley Banking & Financial Services,"Chicago, IL",,"My Client, a leading Global Financial Institution is looking to hire a Quantitative Risk Analyst to join their team. The Quantitative Risk Analyst will be",0,0,1,110000.0
709,Data Scientist,Anomalix,"Chicago, IL",,Data Scientist Responsibilities will include:. Anomalix is looking for strong data scientist candidates to join a team building out our flagship enterprise...,0,0,0,
710,"Technical Curriculum Developer, Google Cloud Platform",Google,"Chicago, IL","1,216","As a Technical Curriculum Developer, you will work closely with technical subject matter experts (SMEs) to design, develop and maintain technical learning...",0,0,0,
711,Statistical Pairs Trading Position,T3 Trading Group LLC,"Chicago, IL",4,Statistical Pairs Trading and Convergence Position We are currently hiring proprietary traders for our selective Pairs Trading Group. The pair trade or pairs,0,0,0,
712,Lead Data Scientist,Workbridge Associates,"Chicago, IL 60603 (Loop area)",25,MS in Data Science/Computer Science or RelatedExperience working with consumer driven data models in B2CStrong business intelligenceBenefits & PerksAs a...,1,0,0,90.0
713,Research Manager,University of Chicago,"Chicago, IL",226,Oversees activities related to data collection and analysis. The Research Manager will be working 50% in the Liao Lab and 50% with the 5 junior scientists in...,0,0,0,
714,Data Analytics Manager,Willis Towers Watson,"Chicago, IL",216,"Building upon our existing advanced analytics and data provisions services, RCS is currently broadening its big data predictive analytics capabilities and is...",0,0,0,
715,IT infrastructure Support Operations Analyst III - Enterpris...,ADP,"Elk Grove Village, IL 60007","1,654","At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",0,0,0,
716,Head of Security – Dyson Americas,Dyson,"Chicago, IL 60654",55,"Dyson sells products in 71 countries, and it employs almost 6,000 people globally, one third of whom are engineers and scientists....",0,0,0,
717,Statistician III,XpertTech Inc,"Chicago, IL",3,"Conduct data mining and complex statistical analysis of available people and financial data to determine correlation, causality and predictive modeling to...",0,0,0,
718,Statistical Analyst -- Health-7444,"SC International, Ltd.","Chicago, IL",,Extremely successful consulting practice has an immediate need for a Statistical Analyst. Our client is an industry leader in consulting to the healthcare,0,0,0,
719,"Director, Advanced Analytics",Johnson Controls,"Chicago, IL","2,171","Evaluate 3rd party data sets and understand data limitations and quality; The team consists of prior consultants, retail operations experts, data scientists,...",0,0,0,
720,Research Statistician,"National Board of Osteopathic Medical Examiners, I...","Chicago, IL 60631 (Norwood Park area)",,"Collect, organize, analyze, interpret, and summarize item or test data for supporting the current NBOME.  Analyzes and interprets data for quality assurance...",0,0,0,
721,Data Scientist,"Vizient, Inc.","Chicago, IL",,"Conducts exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities....",0,0,0,
722,"Senior Data Scientist (H20, Python, and R)",Workbridge Associates,"Chicago, IL",25,A major Marketing company based in downtown Chicago are looking for a Senior-level Data Scientist to join their growing Data Science team....,0,0,1,132500.0
723,Prospect & Research Analyst,Loyola University Chicago,"Chicago, IL 60626 (Rogers Park area)",64,"Ability to synthesize high volumes of data and write concisely. Understanding of information management in a database structure, particularly the ability to...",0,0,0,
724,Data Engineer,Raise Marketplace Inc.,"Chicago, IL 60603 (Loop area)",,"Work with Business Analysts, Application Developers and Data Scientists to implement solutions using agile methodologies....",0,0,0,
725,Temporary - Part-time Research Analyst,Northwestern University,"Evanston, IL",174,Position: Temporary Part-time Research Analyst Hours: This is a part-time position ( 10 - 15 hours per week/ M-F) Pay: $15.00 per hour Campus:,0,0,0,
726,Senior Data Scientist - Unstructured Data,Civis Analytics,"Chicago, IL",,"With a specialization in unstructured data, this Senior Data Scientist role will apply techniques from fields such as machine learning, applied statistics,...",0,0,0,
727,Research Analyst - Health Care Research,National Opinion Research Center (NORC),"Chicago, IL",,Developing instrumentation for quantitative or qualitative data collection; Quantitative analysis experience including working knowledge of SAS (or other...,0,0,0,
728,"Research Intern, Full Time, RIC Center for Bionic Medicine",Rehabilitation Institute of Chicago,"Chicago, IL 60611 (Near North Side area)",47,Maintaining an inventory of data collection forms to ensure ease of data retrieval. Patient recruitment and data collection;...,0,0,0,
729,Sports Scientist,STATSports North America,"Chicago, IL 60601",,"Senior Sports Scientist and Operations Manager. Branch, STATSports North America, is currently hiring for the full-time, paid role of Sports Scientist, to be...",0,0,0,
730,Junior Data Scientist,Allstate Insurance,"Northbrook, IL 60062","2,834","The Data Scientist family is accountable for using data to make decisions, which includes building predictive models and developing new machine learning...",0,0,0,
731,Principal Data Scientist,HERE,"Chicago, IL 60601",56,With big data in Hadoop and/or Spark for data extraction and data prep for. Solutions and organizing teams of other data scientists and engineers to....,0,0,0,
732,"Statistical Analyst, Data Scientist / SAS Programming / Reta...",DW Simpson Global Actuarial Recruitment,Illinois,,Retail services company looking to hire-on a Data Scientist to lead advanced statistical analysis projects using various techniques with solid accuracy....,0,0,0,
733,.NET / C# - Applications Developer,Follett Corporation,"Westchester, IL 60154",453,Helps Wholesale Pricings Data Scientist to structure forecasting models so Follett can align it's pricing with Market demand to hit revenue targets....,0,0,0,
734,Statistical Data Analyst / Programmer,ABBOTT LABORATORIES,"Des Plaines, IL","1,275","Analyzes Data and Procedures /Recommends Solutions:. Applies techniques to interpret/evaluate requirements, synthesize and evaluate data;...",0,0,0,
735,Associate Data Scientist,RAY ALLEN,"Chicago, IL 60654 (Loop area)",,"In need of a detail-oriented, analytical problem solver for a full-time Associate Data Scientist. 2+ years Data Analysis experience....",0,0,0,
736,Quant Research Analyst,Watson Dwyer Inc.,"Chicago, IL 60602 (Loop area)",,Job Description Established institutional asset management firm with strategies across asset classes is seeking a Quant Research Analyst to focus on the,0,0,0,
737,Senior Manager Learning Portfolio,McKinsey & Company,"Chicago, IL",169,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)...",0,0,0,
738,Quantitative Research Analyst,"Envestnet Asset Management, Inc","Chicago, IL",,"The highest data frequency we work with is daily. Envestnet is a leading independent provider of technology-enabled, web-based investment solutions and services...",0,0,0,
739,Data Scientist,Amyx,"Chicago, IL",,"Amyx is seeking to hire a Data Scientist in Chicago, IL to support a large contract. Seeking a Senior Data Scientist with experience and knowledge of analytics...",0,0,0,
740,Research Analyst (Survey Programming),"Technomic, Inc.","Chicago, IL 60606 (Loop area)",,Run data quality checks on online data platforms. Build online survey questionnaires in IBM SPSS Data Collection and Reporter....,0,0,0,
741,Computational Biologist- Statistical Genetics,Tempus,"Chicago, IL 60654 (Loop area)",7,These studies involve analyses of data from candidate genes and genome-wide sequence data across both DNA and RNA....,0,0,0,
742,Director of Technology,Morningstar,"Chicago, IL",45,"Provide visionary technology leadership, keeping abreast of new developments in all areas of technology, with an emphasis on mobile, knowledge management, and...",0,0,0,
743,"Manager, Special Events and Community Engagement",Citizens United for Research in Epilepsy,"Chicago, IL 60654 (Loop area)",,"Responsible for solicitation of items, record keeping, data entry, item tracking, bid sheets, displays, and auction close-out....",0,0,0,
744,IT Operations Infrastructure Support Analyst Lead,ADP,"Elk Grove Village, IL 60007","1,654","At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",0,0,0,
745,Project Coordinator - Research Contracts Analyst,Rush University Medical Center,"Chicago, IL",249,"Serves as a resource to study staff including coordinators, investigators, clinicians and research assistants on the submission, administration, and regulatory...",0,0,0,
