,id_num,title,length,genres,directors,writers,stars,plot,keywords,rating,num_rating
0,tt4061854,Guess How Much I Love You: Autumn's Here (2014) - IMDb,1h 12min,Animation,Steve_Moltzen,,Ky_Baldwin Dylan_Elchaar Kate_Fitzpatrick,"Autumn is here and it's time for a change. In these seven fun-filled episodes, Little Nutbrown Hare goes about exploring all the wonders and magic that the change of seasons brings to the meadow as Summer turns to Fall. Autumn is here and it's time for a change. In these seven fun-filled episodes, Little Nutbrown Hare goes about exploring all the wonders and magic that the change of seasons brings to the meadow as Summer turns to Fall.",,8.7,7
1,tt0030726,Secrets of a Nurse (1938) - IMDb,1h 15min,Drama Mystery Sport,Arthur_Lubin,Lester_Cole Thomas_Lennon,Edmund_Lowe Helen_Mack Dick_Foran,"When battered prize-fighter Lee Burke is taken to the West Side hospital, nurse Katherine MacDonald leaves her romantically-inclined patient, wealthy attorney John Dodge to take care of ...
                    See full summary » When battered prize-fighter Lee Burke is taken to the West Side hospital, nurse Katherine MacDonald leaves her romantically-inclined patient, wealthy attorney John Dodge to take care of Burke. She discovers that Burke was doped by his handler, Churchill, on instructions from gambler Joe Largo so the latter can win a $5000 bet from Burke's manager Slice Cavanaugh. Largo orders henchman Larry Carson to bump off Churchill to keep him from talking. Katherine talks Burke into quitting the ring and Dodge belittles the ex-boxer by getting him a job as a bellhop. Cavanaugh, desperate for money, calls Burke yellow and when Burke happens upon the scene where another Largo henchman, Smiley, has killed the manager, Burke is tried for the murder.",,7.2,5
2,tt0050212,The Bridge on the River Kwai (1957) - IMDb,2h 41min,Adventure Drama War,David_Lean,Pierre_Boulle Carl_Foreman,William_Holden Alec_Guinness Jack_Hawkins,"After settling his differences with a Japanese PoW camp commander, a British colonel co-operates to oversee his men's construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it. The film deals with the situation of British prisoners of war during World War II who are ordered to build a bridge to accommodate the Burma-Siam railway. Their instinct is to sabotage the bridge but, under the leadership of Colonel Nicholson, they are persuaded that the bridge should be constructed as a symbol of British morale, spirit and dignity in adverse circumstances. At first, the prisoners admire Nicholson when he bravely endures torture rather than compromise his principles for the benefit of the Japanese commandant Saito. He is an honorable but arrogant man, who is slowly revealed to be a deluded obsessive. He convinces himself that the bridge is a monument to British character, but actually is a monument to himself, and his insistence on its construction becomes a subtle form of collaboration with the enemy. Unknown to him, the Allies have sent a mission into the jungle, led by Warden and an American, Shears, to blow up the bridge. During WWII, the Japanese have set up a POW camp in Indochina on an island on the banks of the Kwai River. The primary purpose of this location is so that the Japanese can use the labor of the POWs to construct a railway bridge over the river, the bridge which will be a vital link for the Japanese forces in the war. It needs to be completed in five month's time. The camp is presided over by Colonel Saito, a man ruled by a mixture of Japanese cultural tradition and the need to win the war at any cost, even if it includes torture and other measures against the Geneva Convention. Among the officers at the camp are Colonel Nicholson, the senior British officer for who the principle of the matter is foremost regardless of the consequences; Major Clipton, the pragmatic medical officer; and US Navy Commander Shears who is more concerned about his own well being and that of those around him than he is about the big picture of the war. Against the assertions of its futility by both Saito and Nicholson, three POWs try to escape - among them being Shears - with all being shot. Everyone believes Shears is dead, but he manages to survive and make it out of the jungle back to safety. At the camp, a battle of wills ensues between Nicholson and Saito, specifically regarding the illegal use of POW officers as laborers to build the bridge. Nicholson wins the respect of the POWs because of this standoff. But Nicholson ultimately has other thoughts, namely taking control of the building of a proper, well made bridge to replace the haphazard one currently being directed by Saito. Nicholson's rationale is that it will raise the morale of the POWs by giving them something constructive to do, while demoralizing the enemy by showing them the superiority of the British. Meanwhile, as Shears is convalescing at a beach-side military hospital in Ceylon, he is certain he will get his wish of a medical discharge. His plans are disrailed when he is asked to participate in a British led four man commando mission to destroy the bridge under the command of Major Warden, the antithesis of Shears in that he can only see the big picture without seeing the personal cost to those around him. This offer is one that Shears cannot refuse. The four understand the risks - the perils of the jungle and the Japanese - but they may not fully realize that their biggest threat for carrying out the mission successfully is Nicholson's pride. After settling his differences with a Japanese PoW camp commander, a British colonel co-operates to oversee his men's construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it.",bridge jungle allies construction sabotage sweat hardship brutality uniform coercion british_military military_officer japanese_military prisoner_of_war railroad demolition prisoner_of_war_camp river torture military commando escape indochina geneva_convention ceylon pride tropics box_office_hit epic emaciation starvation combat war_violence ironic_ending world_war_two main_character_dies task_force blowing_up_a_bridge plunger_detonator bare_chested_male foreign_language_adaptation sweat_box bridge_construction british_soldier behind_enemy_lines corporal_punishment sword japanese_army imperial_japan british_army train blockbuster forced_labor famous_score burma drag exploding_bridge camouflage soldier discipline cemetery thailand canoe whistling train_wreck mortar vulture amnesty kite beach funeral leech river_rapids katana_sword army raft injury stalemate paratrooper stabbing 1940s impersonation shame face_slap falling_from_height bat military_training based_on_true_story based_on_novel title_spoken_by_character american martial_arts swimming briton,8.2,"152,257"
3,tt0036409,Swingtime Johnny (1943) - IMDb,1h 1min,Comedy Music,Edward_F._Cline,Warren_Wilson Clyde_Bruckman,Patty_Andrews Maxene_Andrews Laverne_Andrews,"The Andrews Sisters take a hiatus from show business to aid the war effort. They take on jobs at a pipe-organ plant now making artillery shells. But they still find time for plenty of ...
                    See full summary » The Andrews Sisters take a hiatus from show business to aid the war effort. They take on jobs at a pipe-organ plant now making artillery shells. But they still find time for plenty of singing and dancing.",dancing singing artillery_shell california pop_music hit_parade swing_music actress_shares_last_name_with_character actress_shares_first_and_last_name_with_character actress_shares_first_name_with_character fundraiser raffle_wheel carnival frenchman cigarette_smoking cut_a_rug jitterbug boogie_woogie slang dancer 1940s soldier burlesque war_plant sister_act b_movie world_war_two singer character_name_in_title,7.2,18
4,tt2818724,The Tragedy of Macbeth (2012) - IMDb,,Animation,Dan_Gallagher,William_Shakespeare,Mirai_Booth-Ong James_Curcione Dan_Gallagher,Add a Plot »,sci_fi_fan shakespearean teaching learning blender cgi macbeth reference_to_william_shakespeare independent_film,6.2,5
5,tt1245468,The Wanderer in the Land of Elementalia (2008) - IMDb,1h 30min,Animation Adventure Fantasy,Robert_Quilao,Artemio_Abad Eric_Cabahug,Nash_Aguas Katrina_Michelle_Legaspi Michael_V.,"""Dayo"" follows the adventure of 11-year-old Bubuy as he tries to save his grandparents who have been abducted and brought to Elementalia, a mysterious and magical land that is home to popular creatures of Philippine mythology. ""Dayo"" follows the adventure of 11-year-old Bubuy as he tries to save his grandparents who have been abducted and brought to Elementalia, a mysterious and magical land that is home to popular creatures of Philippine mythology.",magical_land creature philippine_mythology grandparent 11_year_old balete_tree grandmother_grandson_relationship orphan product_placement dwarf nuno_sa_punso kapre manananggal bully tikbalang wanderer abduction one_word_title,7.6,25
6,tt1758755,Shi (2012) - IMDb,1h 29min,Crime Romance Thriller,Everett_Kelsey,Sabina_Bußmann-Kelsey Everett_Kelsey,Everett_Kelsey Hazuki_Kato Sabina_Bußmann-Kelsey,"Haunted by a painful event in the past, developer, Trevor Harris finds himself searching for a vehicle to bring him peace. At first glance, one would think he has his addictions, and ...
                    See full summary » Haunted by a painful event in the past, developer, Trevor Harris finds himself searching for a vehicle to bring him peace. At first glance, one would think he has his addictions, and successful life in check. His lifestyle, and lovely caring wife are evidence of this. But something brews behind Trevor's eyes, corrosively attacking his psyche after a chance encounter with a seductive Asian lady named, Shi. Tantalized by her beauty and freedom she brings behind closed doors, Trevor loses control of his life, as his demons return. 'But did Trevor ever really have his life under control?' we ask, after learning, in the balance between what is beyond our understanding, and what is earthly.... Trevor's life was never what it seemed to have been.",,4.0,5
7,tt1196651,Last Looks (2008) - IMDb,,Comedy Horror,Barry_Alexander_Brown,Barry_Alexander_Brown,Numan_Acar Nicholas_Brown Ryan_Denmark,Add a Plot »,mocku_horror two_word_title sucker_pitch sucker publicity_stunt hoax gullible gullibility false_advertisement duped dupe deceptive_advertising deception deceit credulousness associated_press,7.4,10
8,tt3418854,Burning Dog (2016) - IMDb,,Thriller,Trey_Batchelor,Trey_Batchelor,Greg_Grunberg Salvator_Xuereb Adrienne_Wilkinson,Add a Plot »,,9.3,11
9,tt0368578,Are We There Yet? (2005) - IMDb,1h 35min,Adventure Comedy Family,Brian_Levant,Steven_Gary_Banks Claudia_Grazioso,Ice_Cube Nia_Long Aleisha_Allen,"Nick Persons is a selfish player who owns a collectables sports shop in Vancouver. Everything in his life is perfect until he meets Suzanne Kingston, a business woman who has something Nick...
                    See full summary » Nick Persons is a selfish player who owns a collectables sports shop in Vancouver. Everything in his life is perfect until he meets Suzanne Kingston, a business woman who has something Nick hates - children: Lindsey and Kevin. Nick and Suzanne become friends and share good moments with each other. But Nick's peaceful life gets altered when Suzanne asks him to drive her kids to Vancouver. After the 3 miss a plane and then, train, they drive. Unfortunately, Kevin and Lindsey hate Nick, and he has to try to make it to Vancouver, unaware of the terror and torture he is in for. The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Year's Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom has dated, are determined to turn the trip into a nightmare for Nick.",car_fire cockroach independent_film new_year children highway_travel road_movie on_the_road vomiting jersey nintendo_gamecube_controller gamecube_controller new_year's_kiss basketball_ball christmas nintendo_gamecube lincoln_navigator lincoln_motor_company basketball portland_trail_blazers blockbuster love scared_animal passenger_train jumping_a_train inhaler freight_train camera bobble_head_doll asthma question_in_title single_mother singing product_placement hit_in_the_groin violence thirty_something road_trip mud mother_child_relationship man_child grape_juice family_relationships divorcee cruelty babysitter african_american title_spoken_by_character,4.6,"23,014"
10,tt0185757,Wakusei robo Dangard A: Uchû taikai sen (1978) - IMDb,,Animation Action Adventure,,Leiji_Matsumoto,,Add a Plot »,space manga giant_robot based_on_comic anime,5.8,5
11,tt4587000,Bostonian (2015) - IMDb,1h 48min,Thriller,Michael_J._Demasi,Michael_J._Demasi,Paul_Held Jami_Tennille Greg_Shea,"Marshal is a handsome successful career man who drives a luxury sports car, lives in the best part of the city, eats at the finest restaurants, drinks the rarest whiskeys, collects the ...
                    See full summary » Marshal is a handsome successful career man who drives a luxury sports car, lives in the best part of the city, eats at the finest restaurants, drinks the rarest whiskeys, collects the priciest art...and is a serial killer the media has dubbed the ""Bostonian,"" stalking Beantown for over two years. On his last outing Marshal made mistakes, one of which was leaving a witness to his crime. Det. Sean Burke, Marshal's best friend, mentions that police are closing in on the unknown killer, a piece of information that brings Marshal's fragile psyche crashing down and latent memories of his mother's verbal and sexual abuse flood his mind. Meanwhile a would be lover figures out what Marshal really is as he goes on a warpath to secure all loose ends.",,7.4,5
12,tt0333215,The Magician's Hat (1990) - IMDb,1h 15min,Animation Family Fantasy,Milan_Blazekovic,Suncana_Skrinjaric Fred_P._Sharkey,Dragan_Milivojevic Ivo_Rogulja Emil_Glad,"Thistle the magician and his forest friends (from _The Elm Chanted Forest (1986)_) take on an ice emperor, Mrazomor, and his horde. Thistle the magician and his forest friends (from _The Elm Chanted Forest (1986)_) take on an ice emperor, Mrazomor, and his horde.",forest ice elm volcano seal rabbit penguin hedgehog fairy dragon sequel,8.3,413
13,tt0199481,The Gaul (2001) - IMDb,2h,Adventure Biography Drama,Jacques_Dorfmann,Jacques_Dorfmann Jacques_Dorfmann,Christopher_Lambert Klaus_Maria_Brandauer Max_von_Sydow,"An entire nation's destiny lies in the hands of one man. Young Vercingetorix came of age in 60 B.C., as soldiers of the Roman Empire ran roughshod over Gaul and his father was captured and executed by Romans. A wise and philosophical druid, Guttuart, tells the angry Vercingetorix that he should seek justice by winning freedom for Gaul from the Romans. As an adult, Vercingetorix becomes a brave and insightful warrior, and at first joins forces with the charismatic Julius Caesar. But in time Vercingetorix is betrayed by the great leader, and soon he raises an army of his own to defeat Caesar and bring Guttuart's prophesy to life. An entire nation's destiny lies in the hands of one man.",gaul empire army warrior julius_caesar druid destiny blood_splatter 1st_century_b.c. sword_and_shield cavalry centurion legionnaire roman_army violence gore blood murder emperor shot_with_a_bow_and_arrow bow_and_arrow sword_and_sandal stabbed_with_a_sword archery barbarian archer infantry horse battlefield disarming_someone spear_throwing shield war_violence hand_to_hand_combat combat tough_guy war_hero hero sword sword_fight spear solar_system scar pyre king impalement horn gash_in_the_face fire esquire comet cave battle assassination ancient_rome,2.6,"4,526"
14,tt1378811,When Soldiers Cry (2010) - IMDb,2h,Action War,Joe_Black,Joe_Black,Jess_Weber Doug_Szczesny Kristin_Sargent,"1965 South Vietnam, two American Soldiers find themselves trapped in the Jungle with a War surrounding them. The only thing keeping them alive is the promises in their hearts they kept to ...
                    See full summary » 1965 South Vietnam, two American Soldiers find themselves trapped in the Jungle with a War surrounding them. The only thing keeping them alive is the promises in their hearts they kept to their families - to return home at any cost. One Soldier, Private David M. Church awakes from being rendered unconscious to find all of his squad killed by the Vietcong. Three Days by foot, he must travel to the Landing Zone for extraction. In the distant Jungle, Church comes across an injured VC and makes him pay for the lives of his squad. Payment comes in the form of a bullet to the VC shoulder. Moving closer Church finds out the farmer dressed VC is actually an American Tunnel Rat. Mentally broken, Church carries the Tunnel Rat closer to the LZ. Along the way Church finds other American Soldiers in need of help. Death follows as Church makes a gallant effort to save lives in dire desperation to reach the LZ. The VC, and one of his own claim anyone that attempts to leave the Jungle. Church reaches the LZ, but it costs him everything, including his promise. Save yourself, or save a life other than your own... full well knowing you won't make it out of the Jungle alive.",vietnam killed_by_a_falling_tree,1.7,195
15,tt1146304,Albakiara (2008) - IMDb,1h 33min,Action Comedy Drama,Stefano_Salvati,Ilaria_Bernardini Carlo_Lucarelli,Raz_Degan Laura_Gigante Davide_Rossi,Add a Plot »,,2.3,449
16,tt2865984,Things Found on the Ground (2013) - IMDb,1h 4min,Comedy Drama Family,Carol_Brandt,Carol_Brandt,Silvia_Daly_Bond Scott_Bailey Luke_Christianson,"Throughout her life, Jane has held onto things that belong to others. When almost everyone close to her lets her down, Jane soon learns that you can't expect everything from everybody. ...
                    See full summary » Throughout her life, Jane has held onto things that belong to others. When almost everyone close to her lets her down, Jane soon learns that you can't expect everything from everybody. Slowly, Jane begins to accept the fact that people are human, and humans screw up sometimes. And that's okay. Jane Murray has never been very good and letting things go. In fact, just the opposite. Throughout her life, she has held onto things that belong to others. When almost everyone close to her lets her down, Jane soon learns that you can't expect everything from everybody. Slowly, Jane begins to accept the fact that people are human, and humans screw up sometimes. And that's okay.",,7.2,5
17,tt0973837,Laughter and Grief by the White Sea (1987) - IMDb,59min,Animation Comedy Drama,Leonid_Nosyrev,Boris_Shergin Stepan_Pisakhov,Evgeniy_Leonov Yuri_Volyntsev Anatoliy_Barantsev,"Several Russian Pomorsk men who live by the White Sea have brought in their boats for the evening and are relaxing inside a fisherman's hut. One of them says ""there has been so much untruth...
                    See full summary » Several Russian Pomorsk men who live by the White Sea have brought in their boats for the evening and are relaxing inside a fisherman's hut. One of them says ""there has been so much untruth told about our region that it is time to set the record straight"" and proceeds to tell a variety of outrageous tall tales (based on traditional folklore of the Russian north). As the evening gets later, the tales turn more serious.",folklore white_sea ethnicity winter way_of_life pomor_culture village pomor minority russia color_in_title,7.5,240
18,tt0788069,The Erotic Mr. Rose (1964) - IMDb,52min,Comedy Fantasy,Nick_Millard,Nick_Millard Nick_Millard,Hermie_Rose Dani_Fontaine Laura_Loren,"An omniscient narrator introduces us to Mr. Rose, chasing butterflies in San Francisco's Union Square. Rose is not content to collect bugs; he's also a prude and a scold, staging a one-man ...
                    See full summary » An omniscient narrator introduces us to Mr. Rose, chasing butterflies in San Francisco's Union Square. Rose is not content to collect bugs; he's also a prude and a scold, staging a one-man campaign against the city's adult entertainments. He defaces photographs, complains by phone and letter to city hall, disrupts live performances and fowls film in projection booths. Then, at a nightclub featuring belly dancers, Rose is dispirited by the lascivious behavior of young people in attendance. While Rose is disheartened and vulnerable, Satan pays him a visit and tempts him into a life of dissolution. Will Rose remain pure or will he succumb and become the erotic Mr. Rose?",prude nightclub belly_dancer sex_comedy burlesque goofball san_francisco_california voice_over_narration underwear smut protest morality milk lingerie lingerie_store immorality club butterfly_net bug_collector bare_butt bare_breasts adult_theatre grindhouse female_nudity porno_theater the_devil sin sexploitation reference_to_satan nudity nudie_cutie belly_dance independent_film,4.3,12
19,tt1979317,Roswell FM (2014) - IMDb,1h 34min,Comedy,Stephen_Griffin,David_Spence,Jason_London Brian_Tee Brendan_Fehr,"The only normal guy at a paranormal talk radio station quits his dream profession and takes a higher paying, but soul crushing job, to pay for his oddball nephew's college tuition. The only normal guy at a paranormal talk radio station quits his dream profession and takes a higher paying, but soul crushing job, to pay for his oddball nephew's college tuition.",,6.2,5
20,tt1975159,Flight 7500 (2014) - IMDb,1h 37min,Horror Mystery Sci-Fi,Takashi_Shimizu,Craig_Rosenberg,Leslie_Bibb Ryan_Kwanten Amy_Smart,"Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin. On May 12th, Vista Pacific Flight 7500 departs Los Angeles International Airport bound for Tokyo. The take-off is routine but what transpires over the next ten hours is anything but ordinary. As the overnight flight makes its way over the Pacific Ocean, the passengers encounter what appears to be a supernatural force in the cabin. In Los Angeles, the Vista Pacific Flight 7000 departs to Tokyo in a ten-hour flight. The flight attendants Laura Baxter and Suzy Lee receive the passengers, among them Brad and his wife Pia Martin that have broken up; the newlywed Rick and Liz Lewis that are traveling in a honeymoon trip; and the well-resolved Jacinta Bloch, who is sat close to Liz and Rick. Laura is having a love affair with the Captain Pete Haining that is married and her behavior is questioned by Suzy. After passing by a turbulence, the passenger Lance Morrell dies and the crew brings his body to the first class. Then there is a pressure drop in the cabin and Brad helps several passenger to use the oxygen mask. When the pressure returns to normal, Captain Haining loses contact with ground control. Soon weird things happen in the plane and Brad, Rick, Jacinta, Pia and Liz decide to investigate who Lace was. Soon they find that he was a dealer of dolls and a ""shinigami"" inside a wooden box. Jacinta explains that the Eastern doll would be equivalent to The Ripper; however she collects souls only if those that let go whatever hold them to Earth. What has happened to the Flight 7500? Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.",passenger doll supernatural_force afterlife breakup pregnancy_test airplane ghost number_in_title,4.9,"11,745"
21,tt0404213,Lullaby (2002) - IMDb,1h 30min,Drama,Dorne_M._Pentes,Dorne_M._Pentes,Sean_Bridgers I._Karl_Golden Michael_Mattison,Add a Plot »,single_mother newborn domestic_violence,9.6,5
22,tt1964678,Egypt: What Lies Beneath (2011) - IMDb,,History,,,Jane_McGrath-Wild,Add a Plot »,,7.2,21
23,tt0177889,Almanzor's Rings (1972) - IMDb,1h 1min,Action Family Fantasy,Igor_Voznesensky,Valentin_Vinogradov,Svetlana_Smirnova Mikhail_Kononov Valentina_Talyzina,Add a Plot »,,6.6,21
24,tt1634329,Fruit & Nut (2009) - IMDb,,Comedy Crime Drama,Kunal_Vijaykar,Saajan_Agarwal Sharat_Katariya,Atmaram_Bhende Cyrus_Broacha Anisha_Hinduja,"Eccentric, badly in debt, Mumbai Municipal employee, Jolly Maker, is infatuated with Monica Gokhale, a member of the Mumbai Heritage Society. He gets his chance to prove his worth when he ...
                    See full summary » Eccentric, badly in debt, Mumbai Municipal employee, Jolly Maker, is infatuated with Monica Gokhale, a member of the Mumbai Heritage Society. He gets his chance to prove his worth when he hears that she has been abducted mysteriously through a flush of the Municipality's toilet. He does rescue her inadvertently, becomes a hero overnight. But the tables get turned when both of them, along with her dad, Madhav, get abducted and are fated to die in a diabolical game of 'Kaun Banega Swargwasi'.",,2.8,52
25,tt0349878,Netaji Subhas Chandra Bose: The Forgotten Hero (2005) - IMDb,3h 28min,Biography Drama History,Shyam_Benegal,Atul_Tiwari Shama_Zaidi,Vinay_Anand Ila_Arun Pankaj_Berry,"The film, which is about the last five years of the Indian leader Subhas Chandra Bose's life, also includes his life's story in flashback sequences. However, it does not cover the controversy surrounding Bose's death. Born in a prominent Bengali family, Subhas had dedicated much of his younger years by being actively involved in ridding the British from India. For this purpose he joined hands with stalwarts such as Jawaharlal Nehru and Mohandas Gandhi, but expressed his frustration, especially with Gandhi's slow and painstaking way of trying to win over the enemy with love. It is for this reason, he decided to separate from the Congress Party. The British became weary of him, placed him under arrest, but when he started a hunger strike unto death, they let him go, but kept him under surveillance. Subhas eluded the police, under the guise of Pathan Mohammad Ziauddin, crossed the Indian border in Afghanistan so that he could enter Russia and form an Indian Army to oust the British. His efforts failed, he ended up as Italian Orlando Mashtar, with an office in Germany. He did manage to convince the Nazis, despite of Hitler's views in ""Main Kempf"" that he preferred India to remain colonized under the British. Nevertheless he was permitted recruit Indian-born British soldiers prisoners of war, and this is how the movement began. He secretly married his German Secretary, Emily Sanken, and did earn the ire of the Germans, who wanted to keep their race pure (Caucasian). His efforts to take his army to India through Russia and Afghanistan were in vain as Adolf Hitler declared war on Russia. Leaving his German-based army, Subhas journeyed to Singapore via a submarine, from there he entered into an agreement with the Japanese. And it was with the help of the Japanese that he marched an army of approximately 8000 troops, both men and women, against the might of the British. It was here that he was informed that he had become the father of Anita. Then, fate again played a cruel hand, when America entered the war, atom-bombed Hiroshima and Nagasaki, forcing Japan to surrender unconditionally. At this point, Subhas had two alternatives: to carry on fighting against the British and their new allies, Australia and America, or just disband his army. The film, which is about the last five years of the Indian leader Subhas Chandra Bose's life, also includes his life's story in flashback sequences. However, it does not cover the controversy surrounding Bose's death.",india soldier nazi hero british_italian world_war_two female_soldier elephant character_name_in_title,7.5,621
26,tt4280842,Mr. Home (2014) - IMDb,1h 10min,Comedy Drama,Ayumu_Hasegawa Chihiro_Ikeda,Ayumu_Hasegawa Chihiro_Ikeda,Tomo_Kasajima Gen_Ogawa Hiromasa_Suehiro,Add a Plot »,,1.0,44
27,tt0055797,Billy Rose's Jumbo (1962) - IMDb,2h 3min,Comedy Musical Romance,Charles_Walters,Ben_Hecht Charles_MacArthur,Doris_Day Jimmy_Durante Stephen_Boyd,"A Debt-ridden circus is saved by an well-meaning but inept publicity man Pop Wonder. It's the early 1900's. The Wonder Circus is a traveling circus owned and operated by Anthony Wonder - who performs as a clown - and his daughter Kitty Wonder - who performs as an aerialist and trick rider. Although Kitty loves her Pop as she and all the other circus performers call her father, she hates his gambling addiction which is placing the circus deep in debt. They and their employees treat the circus like one big family, especially Lulu the fortune teller who wants to be Mrs. Wonder, but the employees may only be so loyal if they aren't getting paid. As such, many of the performers leave or threaten to leave to join the Wonder Circus' main competitor, the Noble Circus owned by the power and money hungry John Noble. Although Pop and Kitty don't want anyone to leave their employ, the only act that they will never let go is Jumbo, their trained elephant, who Noble had tried to buy in the past. As many performers leave, into their midst comes circus Jack-of-all-trades Sam Rawlins. Kitty is reluctant to hire Sam because she wants loyal people working for them instead of someone like Sam who she sees as a ""sunshiner"", a career circus employee who moves from gig to gig. Pop has no such reservation and hires him. Despite still being somewhat suspicious of Sam's motivations since she figures he could get more money working for Noble with his vast array of circus skills, Kitty starts to fall in love with Sam, and he with her, despite his attempts to feign disinterest. Indeed, Sam is hiding a secret about himself and his reason for being with the show. That secret may jeopardize his standing with the Wonders if they ever found out - even if Sam begins to have second thoughts about his reasons for joining them - and jeopardize the entire Wonder Circus itself which includes Jumbo's life. In the beginning of the Twentieth Century, the traveling The Wonder Circus has the greatest attraction the elephant Jumbo and is full of debts. The owner, Anthony 'Pop' Wonder, works as a clown but is a gambler addicted in dice games and usually loses the box office gambling. He has been deceiving the clairvoyant Lulu for many years promising to marry her. His daughter, Kitty Wonder, is the trick rider and tries to negotiate with creditors and the circus performers to keep the business going on. John Noble, who owns a famous Noble Circus, wants to buy Jumbo and The Wonder Circus, but Pop refuses his offers. When the mysterious Sam Rawlins asks for a job in the Wonder Circus, Kitty refuses and tells that they do not want adventurer working in their circus. But he proves to be an excellent aerialist and handy man and Pop hires him since they lost many performers due to the lack of payment. Soon Kitty falls in love with Sam, but he has a secret agenda and she does not know. Pop and Kitty Wonder are the owners of the Wonder Circus and because of Pop's addiction to gambling they are constantly in debt and the creditors are very close to foreclosing on them. Their main attraction is Jumbo, the elephant and it seems that their competitor, John Noble wants Jumbo and is luring away all of their acts leaving them with virtually nothing. Then all of a sudden a mysterious man named Sam Rawlins joins them as a wire walker and Kitty is taken with him, what they don't know is that he's Noble's son. A Debt-ridden circus is saved by an well-meaning but inept publicity man Pop Wonder.",circus performer elephant gambling debt competitor clown wire_walker gambler fortune_teller storm false_pretense bride_and_groom petticoat banjo grief tears showman rival carousel helmet writ loaded_dice marshal pool_hall buggy high_wire applause bear spectator zebra mc audience small_town camel costume parade acrobat carny trampoline trained_seal trapeze musician sledgehammer lion_tamer snake_charmer police_officer wedding_gown music_band ticket_booth single_engine_airplane train_station thunderstorm net mud_puddle shot_from_cannon father_son_relationship palm_reading reference_to_p.t._barnum playing_pool stiltwalker marching_band father_daughter_relationship triangle horse_and_wagon pilot dancing crap_game iowa little_girl banner lion tent singing theatre_backdrop big_top stage singer overture upskirt entrepreneur duplicity circus_elephant carnival based_on_play character_name_in_title,6.3,995
28,tt0031983,The Story of Vernon and Irene Castle (1939) - IMDb,1h 33min,Biography Musical Romance,H.C._Potter,Richard_Sherman Oscar_Hammerstein_II,Fred_Astaire Ginger_Rogers Edna_May_Oliver,"This is the film version of Vernon and Irene Castle, sensational ballroom dancers prior to World War I. In 1911, Vernon Castle, minor comic in a stage revue, pursues the leading lady to a New Jersey beach...where, instead, he meets stage-struck Irene Foote. A few misadventures later, they're married; at Irene's insistence, they abandon comedy to attempt a dancing career, which attempt only lands them in Paris without a sou. Fortunately, agent Maggie Sutton hears them rehearse and starts them on their brilliant career as the world's foremost ballroom dancers. But at the height of their fame, World War I begins... This is the film version of Vernon and Irene Castle, sensational ballroom dancers prior to World War I.",dancer merchandising marriage husband_wife_relationship france europe beach ballroom_dancing tragic_event airplane_crash world_war_one dance based_on_book character_name_in_title surprise_ending,7.0,"1,738"
29,tt0426996,Blanco y negro (2003) - IMDb,1h 20min,Music,Fernando_Trueba,,Javier_Colina Diego_El_Cigala Niño_Josele,"Only Trueba's imagination could have conceived bringing together flamenco singer Diego ""Cigala"" and the Cuban-born Bebo Valdés to make this interesting concert, recorded live Only Trueba's imagination could have conceived bringing together flamenco singer Diego ""Cigala"" and the Cuban-born Bebo Valdés to make this interesting concert, recorded live",,7.2,18
30,tt0097070,Clovek proti zkáze (1989) - IMDb,1h 29min,Biography Drama,Jaromír_Pleskot Stepán_Skalský,Stepán_Skalský Stepán_Skalský,Josef_Abrhám Hana_Maciuchová Frantisek_Rehák,Add a Plot »,humanist humanism theater brother_brother_relationship death death_of_protagonist european_history czech_history 1930s reference_to_tomas_garrigue_masaryk reference_to_olga_scheinpflugova reference_to_josef_capek reference_to_karel_capek based_on_real_person based_on_real_events prague_czech_republic prague_czechoslovakia prague actress president painter artist playwright novelist writer_as_protagonist writer central_europe based_on_true_story,7.8,43
31,tt0062775,La canción del olvido (1969) - IMDb,2h,Comedy Musical,Juan_de_Orduña,Federico_Romero Guillermo_Fernández_Shaw,Juan_Luis_Galiardo María_Cuadra Luchy_Soto,Add a Plot »,zarzuela based_on_zarzuela based_on_play,6.1,9
32,tt4761964,Eri Naam Prem (2006) - IMDb,2h 5min,Drama Musical Romance,Sujit_Guha,,Anubhav_Mohanty Koyel_Mallick Abdur_Razzak,Add a Plot »,,9.4,7
